id,name,description,website,established,isOrganic,images__icon,images__medium,images__large,streetAddress,locality,region,postalCode,latitude,longitude,phone,hoursOfOperation,isPrimary,inPlanning,isClosed,openToPublic,locationType,locationTypeDisplay,countryIsoCode,displayName,isoThree,yearOpened,yearClosed
CwTbcC,Trophy Brewing Company,"Trophy Brewing Co. represents Chris Powers and David “Woody” Lockwood’s long-held dream of having their own brewery. A place where they can take ideas about and for beers, scratched down on napkins over late night drinking sessions, and turn them into a reality. Trophy is not big, we feature a 3 BBL brewhouse with 3 single batch and 2 double batch fermenters; but what does come out of those tanks; we take pride in.",http://www.trophybrewing.com/,2012,N,https://s3.amazonaws.com/brewerydbapi/brewery/6jDZlV/upload_hm53GS-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/6jDZlV/upload_hm53GS-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/6jDZlV/upload_hm53GS-large.png,827 W. Morgan St,Raleigh,North Carolina,27603,35.77988,-78.653544,(919) 803-4849,Mon - Thu: 5:00 pm - 12:00 am  Fri - Sat: 5:00 pm - 2:00 am  Sun: 5:00 pm - 12:00 am,Y,N,N,Y,nano,Nano Brewery,US,United States,USA,2013,
Qk9thn,Trout River Brewing,"Trout River Brewing was founded in July 1996 by Dan and Laura Gates. We began brewing in early December of that year. We still own and operate this microbrewery in the northeastern region of Vermont--The Northeast Kingdom! Come visit this special and beautiful place and taste all that the Kingdom has to offer.    Trout River Brewing prides itself on creating and serving fresh, all natural, premium ales and lagers. Our beers are made with pure Vermont water, the best imported and domestic malts and hops, and quality yeasts. Nothing else is added and we take nothing away!",http://www.troutriverbrewing.com/,1996,N,,,,645 Broad Street,Lyndonville,Vermont,5851,44.52877,-72.000969,802-656-9396,Our pub and retail shop is open Fridays & Saturdays from 4-9 pm,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
33shrE,Trumer Pils,"American and European brewmasters have come together to create the Trumer Brauerei Berkeley. With a passionate commitment to the Pilsner style, this international team has worked tirelessly to preserve every detail of the original Trumer Pils process of its centuries old brewery in Salzburg, Austria. Their efforts have paid off. Trumer Brauerei Berkeley combines the heritage and tradition of the old world with the new world's dedication to craft brewing.",http://www.trumer-international.com/,2004,N,https://s3.amazonaws.com/brewerydbapi/brewery/Q9BWPS/upload_5UUtOe-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/Q9BWPS/upload_5UUtOe-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/Q9BWPS/upload_5UUtOe-large.png,1404 4th Street,Berkeley,California,94710,37.876741,-122.303439,510- 526-1160,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2004,
fNbW0f,TRVE Brewing Company,TRVE Brewing is the Denver brewery dedicated to bringing you beer that's beyond the pale. A neighborhood spot where you can hang out and have some killer beer.,http://trvebrewing.com/,2012,N,https://s3.amazonaws.com/brewerydbapi/brewery/mI2ZZh/upload_bs6cjY-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/mI2ZZh/upload_bs6cjY-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/mI2ZZh/upload_bs6cjY-large.png,227 Broadway #101,Denver,Colorado,80218,39.719849,-104.987507,303-351-1021,Monday-Tuesday:Closed  Wednesday-Thursday:4PM-10PM  Friday-Saturday:4PM-12AM  Sunday:2PM-8PM,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2012,
WKlwSy,Tuckahoe Brewing Company,"Tuckahoe Brewing Company was established in January of 2011 by four friends who had been brewing beer for fun for several years. We were brewing five and ten gallon batches while we barbequed and enjoyed drinking beer with family and friends. Going to the next level and brewing commercially was a thought that was always in the back of each our minds, but after we heard enough of our friends say ...the same thing, we decided to take the idea seriously.     We expect to begin with four recipes, a Belgian Wit, an English Style Porter, a Pale Ale. Cape May County is a beautiful place, and brewing a beer that captures that beauty in both its ingredients and the finished product is one of our goals. We want to provide the people of Cape May County beers that will always remind them of home.    Please look for our beers on tap in bars and restaurants around Cape May County, and bottled for take home as well. Also, please stop by and see us this fall at 9 Stoney Road in Dennis Township.",http://tuckahoebrewingcompany.blogspot.com/,2011,N,https://s3.amazonaws.com/brewerydbapi/brewery/OblNj8/upload_Rhp7jR-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/OblNj8/upload_Rhp7jR-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/OblNj8/upload_Rhp7jR-large.png,9 Stoney Court,Dennisville,New Jersey,8230,39.2036992,-74.7220017,(609) 827-5375,Sat: 12:00 pm - 4:00 pm,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2011,
NHwMvH,Tugboat Brewing Company,"Tugboat Ale is remarkably different from the glut of pasteurized ""can beer made available by other beverage merchants.  Using the time honored traditions of brewers in Great Britain, our ales retain their freshness because the yeast is allowed to live.  A slow process of fermentation continues in our kegs, allowing the beer to retain an unparalleled freshness.  What's more, we deliberately choose not to filter our beer.  The pasteurization process that strips body and color from beer is a necessary evil in 'big batch' commercial brewing.  But, thankfully, that ain't us. We filter our coffee. Not our beer.",http://www.d2m.com/Tugwebsite/,,N,,,,711 Southwest Ankeny Street,Portland,Oregon,97205,45.5226706,-122.6778031,503-226-2508 ?,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
bvNzE9,Tullycross Tavern & Micobrewery,,http://www.tullycrosstavern.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/4PNKSG/upload_EIO6qs-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/4PNKSG/upload_EIO6qs-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/4PNKSG/upload_EIO6qs-large.png,1487 Pleasant Valley Road,Manchester,Connecticut,6040,41.805168,-72.557229,860-644-2739,,Y,N,Y,N,brewpub,Brewpub,US,United States,USA,,
EF6nNa,Tun Tavern Restaurant & Brewery,,http://tuntavern.com/,1997,N,,,,2 Miss America Way,Atlantic City,New Jersey,8401,39.362029,-74.438908,609-347-7800,,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,1997,
Uk0aCI,Tunnel Vision Brewery at Pond Hill Farm,Northern Michigan's Microbrewery located just north of Harbor Springs on the beautiful and scenic M119 (Tunnel of Trees Scenic Byway).,http://www.tunnelvisionbeer.com/,2014,N,https://s3.amazonaws.com/brewerydbapi/brewery/rIOHKI/upload_VmXer4-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/rIOHKI/upload_VmXer4-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/rIOHKI/upload_VmXer4-large.png,5699 S Lake Shore Dr,Harbor Springs,Michigan,49740,45.4752719,-85.054638,(231) 526-3276,11am-6pm daily,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2014,
qYpbX1,Tunner's Guild Brewing Systems,,,,N,,,,,Saint Paul,Minnesota,,44.943829,-93.093326,,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
SsYPgS,Tuppers' Hop Pocket Brewing Company,"An interest in history and beer led Bob and Ellie Tupper to  a quest throughout the United States and Europe to talk to brewers and sample classic examples of traditional brewing styles.  In 1978 they began taking formal tasting notes on each new beer they could find.    By the early 1990s the Tuppers had tasted and evaluated over 6,000 beers and visited hundreds of breweries.  They had found many excellent beers, but envisioned an ale that no one had made—one that would encompass bold American flavors and traditional European brewing techniques.  They asked Old Dominion Brewing Co., which they felt was one of the very best craft breweries in the country, to work with them to develop this ideal ale.  Tuppers’ Hop Pocket Ale was the result.      In 1997 the Tuppers again worked with the Old Dominion brewers to create Tuppers’ Hop Pocket Pils, based on the Keller or Hefe Pils style of Northern Bavaria, but with a unique American boldness to the flavor.    The Tuppers live in Bethesda, Maryland, where Bob teaches history.  Ellie works in Washington as a production editor of scientific books.  The Tuppers still travel and taste beers and now have notes on over 14,000 different brews.",http://tuppersbeers.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/7JTum5/upload_qUmoG7-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/7JTum5/upload_qUmoG7-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/7JTum5/upload_qUmoG7-large.png,6404 Redwing Road,Bethesda,Maryland,20817,38.973459,-77.127249,301-229-2027,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
9K0AXZ,Turkey Hill Brewing Company,"Located just minutes from downtown Bloomsburg and Bloomsburg University off of Exit 236 on Interstate 80 and directly adjacent to The Inn at Turkey Hill,  Turkey Hill Brewing Company Pub & Grille offers casual dining in a unique atmosphere as well as some of the area’s best craft beer brewed on site.",http://turkeyhillbrewing.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/Oxwo6X/upload_Rh2G1P-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/Oxwo6X/upload_Rh2G1P-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/Oxwo6X/upload_Rh2G1P-large.png,991 Central Road,Bloomsburg,Pennsylvania,17815,41.024693,-76.426771,570-387-8422,"Mon - Thu:	4:00 pm - 11:00 pm  Fri - Sat:	4:00 pm - 12:00 am  Sun:	4:00 pm - 9:00 pm",Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
5CHDpt,Turnagain Brewing,,,,N,,,,,Anchorage,Alaska,99507,61.15121,-149.814321,907-868-2773,,Y,Y,N,N,micro,Micro Brewery,US,United States,USA,,
hW01zK,Turning Gear,,,,N,,,,,Lodi,California,,38.13016,-121.275999,209-327-9900,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
suLSdR,Turoni's Main Street Brewery,"Turoni's Pizzery & Brewery takes great pride in serving you, and we thank you. We are dedicated to warm and friendly service to our guests by employees who give a damn. We pledge to provide the best products at the best value. If we are not proud of it we WILL NOT serve it!    Turoni's pizza has been made in Evansville for over three decades, yet never before has the recipe been reproduced by commercial establishments because of the difficulties involved in preparation.    Turoni's has been able to overcome these difficulties to share with you a freshly made pizza crust that is crisp and light enough to hold our secret sauce, gobs of gooey mozzarella cheese, and your favorite ingredients (including a few exotic ones) to make what we call ""Our Specialty"", Turoni's thin crust pizza. This flavor and texture makes Turoni's pizza very unique.",http://www.turonis.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/VPzmsA/upload_tknnvN-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/VPzmsA/upload_tknnvN-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/VPzmsA/upload_tknnvN-large.png,408 N Main St,"Evansville, IN",Indiana,47710,37.977294,-87.563993,(812) 424-9871,,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,,
zLCcMb,Turoni's Pizzery & Brewery,"Turoni's Pizzery & Brewery takes great pride in serving you, and we thank you. We are dedicated to warm and friendly service to our guests by employees who give a damn. We pledge to provide the best products at the best value. If we are not proud of it we WILL NOT serve it!",http://www.turonis.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/HQrlRz/upload_AgA85B-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/HQrlRz/upload_AgA85B-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/HQrlRz/upload_AgA85B-large.png,408 North Main Street,Evansville,Indiana,47711,37.98119,-87.563889,(812) 424-9871,Mon - Thurs: 11:00am-11:00pm   Fri: 11:00am-Midnight  Sat: Noon-Midnight  Sunday: 4:00pm-11:00pm,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,,
Jpiq8l,Turoni's Pizzery & Brewery,"Turoni's Pizzery & Brewery takes great pride in serving you, and we thank you. We are dedicated to warm and friendly service to our guests by employees who give a damn. We pledge to provide the best products at the best value. If we are not proud of it we WILL NOT serve it!",http://www.turonis.com/,1963,N,https://s3.amazonaws.com/brewerydbapi/brewery/2SuKYt/upload_j5FeN2-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/2SuKYt/upload_j5FeN2-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/2SuKYt/upload_j5FeN2-large.png,408 North Main Street,Evansville,Indiana,,37.9814226,-87.5639123,812-424-9871,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,1963,
vfNxhc,Turtle Anarchy Brewing Company,"Turtle Anarchy Brewing Company is a family owned microbrewery in Franklin, TN specializing in craft brewed ales.",http://www.turtleanarchy.com/,2012,N,https://s3.amazonaws.com/brewerydbapi/brewery/gPIMJE/upload_e8bL2F-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/gPIMJE/upload_e8bL2F-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/gPIMJE/upload_e8bL2F-large.png,216 Noah Drive,Franklin,Tennessee,37064,35.895023,-86.866865,(615) 595-8855,Thu - Fri: 5:00 pm - 10:00 pm  Sat: 4:00 pm - 10:00 pm,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
w9ReIC,Turtle Dist Co/Jalehouse Beers,,http://www.jalehousebeer.com/,,N,,,,3816 Flamingo Ave,Sarasota,Florida,34242,27.299152,-82.553994,941-993-4046,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
YTASRd,Turtle Mountain Brewing Company,"he Story Behind Turtle Mountain Brewing Company  TMBC is the end result of way too much dreaming (and drinking) on the part of the proprietor, Nico Ortiz. Starting with a student exchange to Germany when he was 16, he has dedicated his life to the pursuit of good beer. This brewpub is the result of over 23 years of ""market research"" in hundreds of bars, brewpubs, breweries, garages, and beer festivals all over the world.    The name "" Turtle Mountain"" comes from the Tewa name for Sandia Peak. Alfonso Ortiz (Nico's father) was born and raised at Oke Owingeh, north of Espanola, and one of six Pueblos that speak Tewa. Nico's father's Indian name was ""Oku Pin"", which translates as "" Turtle Mountain"". As a tribute to his father, who provided the inspirational and financial means to open the pub, Nico has named it Turtle Mountain Brewing Company.",http://www.turtlemountainbrewing.com/,1999,N,https://s3.amazonaws.com/brewerydbapi/brewery/emd8iK/upload_WFiEor-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/emd8iK/upload_WFiEor-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/emd8iK/upload_WFiEor-large.png,905 36th Place SE,Rio Rancho,New Mexico,87124,35.242565,-106.664416,505-994-9497,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,1999,
AmtGb4,Turtle Stone Brewing Co,,http://www.turtlestonebrewery.com/,2011,N,https://s3.amazonaws.com/brewerydbapi/brewery/UCNQUJ/upload_cvRzES-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/UCNQUJ/upload_cvRzES-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/UCNQUJ/upload_cvRzES-large.png,,Vineland,New Jersey,,39.48619,-75.026144,,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2011,
n6c4kV,Tustin Brewing Company,"Tustin Brewery began in 1996 and is Tustin's most popular place to meet, eat and drink the best brews in Orange County. Our mug club is over 1200 members strong!",http://www.tustinbrewery.com/,1996,N,https://s3.amazonaws.com/brewerydbapi/brewery/jdCivW/upload_5PqX1P-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/jdCivW/upload_5PqX1P-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/jdCivW/upload_5PqX1P-large.png,13011 Newport Ave,Tustin,California,92780,33.7493994,-117.8110242,714-665-2337,"Monday-Friday 3-6  Thursday 6 - Close 	  Sunday-Thursday 10 pm - Close",Y,N,N,Y,micro,Micro Brewery,US,United States,USA,1996,
PQKstw,Twain's Billiards and Tap,"We are a full service brewpub, restaurant, and poolhall located in downtown Decatur, GA. Open since 1996, we have been brewing our own crafted ales since November 2006, with Jordan Fleetwood on board as our brewmaster. Join us soon for a pint or two, some fresh, tasty grub, and few friendly games. We look forward to seeing you!",http://www.twains.net/,1996,N,https://s3.amazonaws.com/brewerydbapi/brewery/0dpo7z/upload_et9IqC-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/0dpo7z/upload_et9IqC-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/0dpo7z/upload_et9IqC-large.png,211 East Trinity Place,Decatur,Georgia,30030,33.772582,-84.2946768,404-373-0063,,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,1996,
noyvVJ,Twelve Bar Brews,"Balanced. Finessed. Pleasant. Yeah, not so much.    Our beers are dry-tasting and dry-hopped, with a flavor profile that is anything but 'balanced.'  Our beers are like us; boisterous, unpretentious, and fun.",http://www.twelvebarbrews.com/,2012,N,https://s3.amazonaws.com/brewerydbapi/brewery/h6TO1Z/upload_kE8OAO-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/h6TO1Z/upload_kE8OAO-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/h6TO1Z/upload_kE8OAO-large.png,12826 NE 178th St Suite C,Woodinville,Washington,98072,47.756435,-122.169157,425.482.1188,11-6 Friday  11-3 Saturday  Closed Sunday through Thursday,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2012,
8DIUrT,Twelve Degree Brewing,"Twelve Degree Brewing is an artisanal, Belgian-inspired brewery located in the heart of Old Town Louisville, Colorado.",http://www.twelvedegree.com/,2013,N,https://s3.amazonaws.com/brewerydbapi/brewery/Cg12u5/upload_gtKOCb-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/Cg12u5/upload_gtKOCb-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/Cg12u5/upload_gtKOCb-large.png,820 Main Street,Louisville,Colorado,80027,39.9779783,-105.1321147,(720) 638-1623,Mon - Thu: 4:00 pm - 10:00 pm  Fri: 3:00 pm - 12:00 am  Sat: 12:00 pm - 12:00 am  Sun: 12:00 pm - 9:00 pm,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2013,
AQE3Sx,Twelve Rounds Brewing Company,"Our passion for great brews and great food both began in the kitchen. Dan started brewing around 1990, using extracts. He took up the hobby in earnest which meant taking over the garage 5 years ago and transitioning to all-grain brewing. Both Dan and Elle love to cook and brewing days became a natural outlet for hosting all days BBQs with family and friends. The 5-gallon kettle over the kitchen stove grew to a half-barrel, propane-fueled brew rig. And the backyard gained a pellet-smoker alongside the Weber grill. That’s what we call going the distance with brewing and charcuterie!    With family and friends raving about our creation, it’s time to take it seriously. We entered the 2011 California State Fair and won three medals including first place for our Knock-Out Stout and second place for The Contender – our Pale Ale. The following year we won first place for our Scottish Ale which we plan on featuring as one of our seasonal brews.    In early 2012 we decided to pursue opening our own microbrewery. Our first challenge seemed almost insurmountable: finding a name! We hit trademark snags with our first three names and finally scored with Twelve Rounds.",http://www.twelveroundsbrewing.com/,2012,N,https://s3.amazonaws.com/brewerydbapi/brewery/hLGKwV/upload_n6jGiw-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/hLGKwV/upload_n6jGiw-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/hLGKwV/upload_n6jGiw-large.png,866 57th St.,Sacramento,California,95819,38.566033,-121.433545,(916) 500-1059,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2012,
5ac2lB,Twelve String Brewing Company,"Located in Spokane Valley, WA, 12 String Brewing Company marries the brewer’s love of music, especially the 12 string guitar, with his passion for brewing spectacular beer. Our goal is to craft a variety of great beer in the Northwest tradition. We will also feature several other beers from our brewing friends.    Yes, 12 string brewing company crafts great beer in the Northwest tradition. This is an example of a small scale brewing company at its best! The brewery includes an onsite tap room with plenty of seating and from time to time, great live music.  And when not brewing one of his great beers, you just may just find the brewer hanging out, playing his 12 string guitar.",http://www.12stringbrewingco.com/,2011,N,,,,11616 E. Montgomery Dr.,Spokane Valley,Washington,99206,47.677217,-117.24856,,"Tue - Thu:	3:00 pm - 10:00 pm  Fri:	3:00 pm - 11:00 pm  Sat:	12:00 pm - 11:00 pm",Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2011,
1k3h3N,Twin Lakes Brewing Company,"In 1985, while attending the University of California at Berkeley, Samuel Hobbs wrote a chemistry paper, for a laugh, on “aqueous beer foam” (the head of a beer). It would take 21 years for that initial interest to manifest itself into something drinkable. The spark would come after 9/11 while he drank homebrewed stout with five of his friends. Motivated by patriotic feelings and the American dream of creating a business, the energy was set in motion to start Twin Lakes Brewing Company. Weeks later, Sam and his longtime friends Matt Day, Jack Wick, and Mark Fesche developed a unique 15 gallon gravity fed pilot system and began working to create their first signature brews.    They decided to locate the brewery at the beautiful “Twin Lakes Farm” in Greenville, Delaware. This historic 252 acre farm has been in Sam’s family for seven generations and has a deep rock well aquifer which supplies perfect water for brewing. Local artisans converted an old tractor barn and art studio to accommodate a five vessel, gravity fed brewery and tasting room. Finally, on April 13, 2006, the first two brands, Greenville Pale Ale and Route 52 Pilsner, were launched.     Today Twin Lakes Brewery also produces Tweed’s Tavern Stout, Caesar Rodney Golden Ale and Winterthur Wheat, as well as seasonal styles Oktoberfest and Jublicious. Currently, Twin Lakes beer is available on tap at many fine restaurants and taverns in Delaware and Southeastern Pennsylvania. Growlers (half gallon jugs of beer) can be purchased at the brewery and kegs are available at most regional beer and liquor stores.",http://twinlakesbrewingcompany.com/,2006,N,https://s3.amazonaws.com/brewerydbapi/brewery/VcP5iA/upload_AT5fnN-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/VcP5iA/upload_AT5fnN-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/VcP5iA/upload_AT5fnN-large.png,4210 Kennett Pike,Greenville,Delaware,19807,39.785885,-75.602527,302-658-1826,,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,2006,
yJ1zJK,Twin Leaf Brewery,,http://www.twinleafbrewery.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/s5lxSd/upload_cr3g0w-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/s5lxSd/upload_cr3g0w-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/s5lxSd/upload_cr3g0w-large.png,144 Coxe Avenue,Asheville,North Carolina,28801,35.5894369,-82.554528,,,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,2014,
BJKbGa,Twin Peaks Brewing and Malting Co.,,(360) 452-2802,,N,,,,2506 W. 19th St.,Port Angeles,Washington,98362,48.121731,-123.49474,,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
o4xhSi,Twin Peaks Brewing Co.,"Located inside the Twin Peaks restaurant at the N. Irving, Texas location. This system has a 10,000 bbl. annual capacity and will supply all of the Twin Peaks locations in Texas.",http://www.twinpeaksrestaurant.com/locations/north-irving/,2013,N,https://s3.amazonaws.com/brewerydbapi/brewery/woTHSe/upload_RRxRzj-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/woTHSe/upload_RRxRzj-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/woTHSe/upload_RRxRzj-large.png,1500 Market Place Blvd.,Irving,Texas,75063,32.9190721,-96.9674403,(496)-420-9216,Sunday-Thursday:  11am-midnight  Friday-Saturday  11am-1am,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,,
QOgVc9,Austin,,http://www.twinpeaksrestaurant.com/locations/austin/,,,,,,701 E. Stassney Ln.,Austin,Texas,78745,30.2002471,-97.7677763,(512) 383-9699,Daily: 11am-midnight,N,N,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
2iPJla,Harker Heights,,http://www.twinpeaksrestaurant.com/locations/harker-heights/,,,,,,401 West Central Texas Expy,Harker Heights,Texas,76548,31.0724046,-97.6745841,254-213-1333,Mon-Thur: 11AM-12AM  Fri-Sat: 11AM-2AM  Sunday: 11AM-11PM,N,N,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
f287v1,Round Rock,,http://www.twinpeaksrestaurant.com/locations/roundrock/,,,,,,100 Louis Henna Blvd.,Round Rock,Texas,78664,30.481658,-97.672903,(512) 238-7325,Sunday-Friday:  11am-midnight  Saturday:  11am-1am,N,N,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
HLqw4S,Waco,,http://www.twinpeaksrestaurant.com/locations/waco/,,,,,,4671 South Jack Kultgen Exwy,Waco,Texas,76711,31.5111286,-97.1421265,254-662-9333,Sun-Thurs 11AM-Midnight  Fri-Sat 11AM-2AM,N,N,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
tfZkDt,Addison,,http://www.twinpeaksrestaurant.com/locations/addison/,,,,,,5260 Belt Line Rd.,Addison,Texas,75254,32.9536142,-96.8193653,(972) 503-7325,Sunday-Thursday:  11am-midnight  Friday-Saturday:  11am-2am,N,N,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
VzIYNK,Fort Worth Fossil Creek,,http://www.twinpeaksrestaurant.com/locations/fossil-creek/,,,,,,6650 North Freeway,Fort Worth,Texas,76137,32.8656195,-97.3151828,817-766-7462,Mon–Thurs 11am-midnight  Fri–Sat 11am-2am  Sun 11am–11pm,N,N,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
8J1MWl,Frisco,,http://www.twinpeaksrestaurant.com/locations/frisco/,,,,,,3475 Preston Rd.,Frisco,Texas,75034,33.1081019,-96.8064051,(972) 668-4732,Sunday-Friday:  11am-midnight  Saturday  11am-1am,N,N,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
kckAgC,Lewisville,,http://www.twinpeaksrestaurant.com/locations/lewisville/,,,,,,2601 Stemmons Frwy. #100,Lewisville,Texas,75067,32.9996822,-96.9637089,(214) 488-7222,Sunday-Wednesday:  11am-midnight  Thursday-Saturday:  11am-2am,N,N,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
MwSypd,Mesquite,,http://www.twinpeaksrestaurant.com/locations/mesquite/,,,,,,18995 Lyndon B Johnson Fwy,Mesquite,Texas,75150,32.7979604,-96.6270537,(972) 270-7625,Sunday-Thursday:  11am-midnight  Friday-Saturday:  11am-2am,N,N,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
zGBmz4,Mockingbird,,http://www.twinpeaksrestaurant.com/locations/mockingbird-station/,,,,,,5321 E Mockingbird Ln.,Dallas,Texas,75206,32.8381459,-96.7751526,469-206-3678,Mon-Thurs: 11am-midnight  Fri-Sat: 11am-1am  Sun: 11am-11pm,N,N,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
bZub8V,Plano,,http://www.twinpeaksrestaurant.com/locations/plano/,,,,,,1700 N. Central Expy.,Plano,Texas,75074,33.0234581,-96.7089934,(972) 881-1601,Sunday-Friday:  11am-midnight  Saturday:  11am-1am,N,N,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
DtdPHw,South Fort Worth,,,,,,,,5651 SW Loop 820,Fort Worth,Texas,76132,32.681536,-97.409756,,,N,Y,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
qDMDRN,Houston -290,,http://www.twinpeaksrestaurant.com/locations/houston-290/,,,,,,12830 Northwest Frwy.,Houston,Texas,77040,29.84363,-95.494395,(713) 939-8946,Sunday-Wednesday:  11am-midnight  Thursday-Saturday  11am-2am,N,N,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
SX51ao,Houston - Kirby,,http://www.twinpeaksrestaurant.com/locations/houston/,,,,,,4527 Lomitas Ave.,Houston,Texas,77098,29.7314739,-95.4172099,(713) 520-7730,Sunday-Wednesday:  11am-midnight  Thursday-Saturday  11am-2am,N,N,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
4qnpkF,I-10 & Kirkwood,,http://www.twinpeaksrestaurant.com/locations/i-10-kirkwood/,,,,,,11335 Katy Freeway,Houston,Texas,77079,29.7836199,-95.5830956,(281) 888-3724,Sun-Wed 11am - 12am  Thur-Sat 11am - 2am,N,N,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
hAWdtg,Shenandoah,,http://www.twinpeaksrestaurant.com/locations/shenandoah/,,,,,,18310 Interstate 45,Shenandoah,Texas,77381,30.192334,-95.4550227,936-273-8946,Sun–Wed: 11am–midnight  Thurs–Sat: 11am – 2am,N,N,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
