"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","numberCode","extendedAddress","yearOpened","hoursOfOperation","mailingListUrl","yearClosed"
"cwMnEx","Barley John's Brewpub","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","781 Old Highway 8 SW","New Brighton","Minnesota","55112","1-651-636-4670","45.03614","-93.198674","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"jpqHIZ","Barley Mow Brewing Company","The BMBC is a nanobrewery and tavern in downtown Largo, FL. For all the non-Floridians out there, Largo is located in Pinellas County just north of St Petersburg. We have a 2 BBL system, which means we're able to produce about 4 kegs at a time. We started out with 3-80 gallon fermenters and have already added a 4th, 3 BBL fermenter!  Our tavern has 14 constantly rotating taps. We try to keep a many of our own beers on tap at all times, when we can't fill them, the rest are reserved for only American brews, most of which are Florida born. We also have an awesome wine list.","http://www.barleymowbrewingco.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/Rw6eIT/upload_CZ4THu-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Rw6eIT/upload_CZ4THu-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Rw6eIT/upload_CZ4THu-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","518 West Bay Drive","Largo","Florida","33770","(727) 584-7772","27.916999","-82.794134","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","","","","Mon - Sat: 3:00 pm - 2:00 am  Sun: 3:00 pm - 12:00 am","",""
"rHCSHp","Barley Station Brewpub","Welcome to the Barley Station Brew Pub...come enjoy our fine food and some of the best beer found anywhere.    Our head brewer uses recipes created exclusively for us using the finest ingredients available. We start with water that has been purified by our in-house reverse osmosis system and then add the right amount of minerals specific to each style beer. This water is combined with the finest malted grain from Europe and North America.    The addition of hops chosen for their aroma and bitterness and the best yeast for each style of beer all mean that you can now enjoy a variety of tastes in beers that will tempt you to try them all. During the year we will introduce some very special limited edition beers that will be on tap for a short time only. Be sure to ask your server for these seasonal beers when available.    All of our beers are made in house using the best ingredients available. We don't filter or add any preservatives to our beer. By drinking our beers you are greatly reducing the impact on the environment. Our beer only has to travel 50 ft. to get to your table, so feel good about doing your part to save the world one beer at a time. Relax and Enjoy Our Beer!","http://www.barleystation.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/zC8X6x/upload_I03Fup-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/zC8X6x/upload_I03Fup-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/zC8X6x/upload_I03Fup-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","20 Shuswap Street SE","Salmon Arm","British Columbia","V1E 4H7","250-832-0999","50.698983","-119.285022","N","N","N","Y","brewpub","Brewpub","CA","Canada","CAN","124","","","Open every day at 11:00 am  Sunday & Monday until 10:00 pm  Tuesday to Thursday until 11:00  Friday & Saturday until midnight","",""
"ixDWFe","Barley's Ale House #1","The oldest brewpub in the area, opening in 1992. Award-winning craft ales alongside hearty, satisfying pub cuisine. Ale! Ale! The Gang's All Here!","http://barleysbrewing.com/","1992","N","https://s3.amazonaws.com/brewerydbapi/brewery/RRoiAq/upload_zHrOeY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/RRoiAq/upload_zHrOeY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/RRoiAq/upload_zHrOeY-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","467 North High Street","Columbus","Ohio","43215","614-228-2537","39.971947","-83.002538","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","1992","","",""
"kVpTyR","Barley's Ale House #2","","http://barleysbrewing.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1130 Dublin Road","Columbus","Ohio","43215","614-485-0227","39.973942","-83.048991","Y","N","N","Y","restaurant","Restaurant/Ale House","US","United States","USA","","","","","",""
"FG5bOO","Barley's Casino & Brewing Company","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4500 East Sunset Road #30","Henderson","Nevada","89014","1-702-458-2739","36.072078","-115.075353","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"LGwKP5","Ale House No. 2","","http://barleysbrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/p85u1P/upload_iweK0q-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/p85u1P/upload_iweK0q-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/p85u1P/upload_iweK0q-large.png","deleted","Deleted","2012-01-03 02:41:33","2014-07-23 19:11:34","1130 Dublin Road","Columbus","Ohio","43215","614-485-0227","39.973942","-83.048991","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"EA5y03","Barnaul Brewery","""Barnaul Brewery"" - a modern and powerful enterprise producing the market only natural products: more than 25 varieties of beer, brew drinks and iced tea, which are presented in Siberia, the Urals and Central region.","http://www.bpz.su/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Traktovaya, 35","","Barnaul","656022","(3852) 30-28-94","53.319258","83.618334","Y","N","N","Y","micro","Micro Brewery","RU","Russian Federation","RUS","643","","","","",""
"CYcZRc","Barnhouse Brewery","We are a small nano sized brewery that focuses on making great beer for our local community.  We make every effort to use locally grown ingredients from our home grown hops to fruit and honey from our local farmers.     We work hard on our 20 Gallon brewing system and two 80 Gallon Fermenters to bring you beer that is designed to be tasty but not over the top with weird ingredients and trendy gimmicks, just simple tried and true processes with a spark of creativity thrown in resulting in laid back beers for laid back people!","http://www.barnhousebrewery.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/sWUQSr/upload_CmYvNE-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/sWUQSr/upload_CmYvNE-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/sWUQSr/upload_CmYvNE-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","13840 Barnhouse Place","Leesburg","Virginia","20176","(703) 675-8480","39.232017","-77.551595","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2013","Check Website","",""
"PjB5gz","Barnstormer Brewing & Pizzeria","We are Barrie's only brew pub producing great local craft beer with all natural ingredients. Our menu includes a mix of artisan pizzas, salads, pastas, wings, and hot sandwiches. Stop in today for a pint!","http://www.barnstormerbrewing.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/GsH2Ea/upload_RtcMqW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/GsH2Ea/upload_RtcMqW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/GsH2Ea/upload_RtcMqW-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","384 Yonge Street","Barrie","Ontario","L4N 2Z6","+1 705-481-1701","44.3667944","-79.6630802","Y","N","N","Y","brewpub","Brewpub","CA","Canada","CAN","124","","2013","Mon - Wed: 11:00 am - 6:00 pm  Thu - Sat: 11:00 am - 9:00 pm  Sun: 11:00 am - 6:00 pm","",""
"uJtL6a","Barnstormer Winery & Brewery","","http://www.barnstormerwinery.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/lSzHeB/upload_6HklXH-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/lSzHeB/upload_6HklXH-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/lSzHeB/upload_6HklXH-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4184 State Route 14","Rock Stream","New York","14878","(607) 243-4008","42.4350497","-76.9072862","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"rZoPXp","Barnyard Brewing","","http://www.barnyardbeer.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","314 E 15th Pl","Lawrence","Kansas","66044","","38.95563","-95.231142","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"TtXDhG","Baron Brewing Company","Mike Baker and Jeff Smiley founded Baron Brewing in the beginning of 2003. A brewery has been in the works for sometime. Lots of discussions on what if we had a brewery were had, over lots of good German beer. The opportunity came for us to travel to Germany to really get involved with the German brewing process and ideology - as well as sample the best beer on earth. After that trip, the direction of the brewery was set. German beer had to be re-discovered by the population. After many discussions on opening a brewery and a trip to Germany, the dream became reality. We found an existing brewery to purchase - Lunar Brewing. After purchasing Lunar and getting approved for all the necessary licensing, Baron is ready to go. On June 14th, the world of Seattle will have the chance to finally taste and purchase Baron Beer. The first style of many to be released is our flagship beer - Munich Lager.That is all for the history. We are growing on a daily basis and plan to be around for quite some time.","http://www.baronbeer.com/","2003","N","https://s3.amazonaws.com/brewerydbapi/brewery/g5GKTi/upload_MXWIS5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/g5GKTi/upload_MXWIS5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/g5GKTi/upload_MXWIS5-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1605 S 93rd Building E","Seattle","Washington","98108","206.764.1213","47.520289","-122.3124918","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Unit L","2003","","",""
"A9lUkq","Barracks Brewing Company","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Fairfax Station","Virginia","22039","","38.8015452","-77.3254485","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"6DG1qh","Barrage Brewing Company","Barrage Brewing Company is a 1 BBL capacity Brewery, but soon to become a 3 BBL Brewery. The Brewery was Started in 2010 with it's roots in Nassau County. Distribution will only be through out the Long Island and Manhattan areas.     Quality Brewed Craft Beers for the common person as well as the Beer Connoisseur.","http://www.barragebrewing.com/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/lQbdZF/upload_UEFsV1-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/lQbdZF/upload_UEFsV1-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/lQbdZF/upload_UEFsV1-large.png","deleted","Deleted","2012-01-03 02:41:33","2014-07-23 19:11:34","431 North Main St","Freeport","New York","11520","631-335-7981","40.670971","-73.588434","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","Unit G5","2010","","",""
"vyhxFN","","","http://www.barragebrewing.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","32 Allen Blvd Unit E","Farmingdale","New York","11735","631-335-7941","40.716112","-73.424747","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","","","2012","","",""
"Rfe5aM","Barrel Harbor Brewing","We at Barrel Harbor Brewing are passionate about brewing craft beers that are simply exceptional. We draw inspiration from our home brewing roots and the vibrant Vista, California brew culture. Using only the finest ingredients available, our Brewmaster draws from a decade of experience to deliver a variety of hand crafted beers. Barrel Harbor represents old world antiquity and celebrates centuries of quality brewing, so sail in and enjoy complex, flavorful beers that are sure to satisfy.","http://barrelharborbrewing.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/DE7zMm/upload_VBX4f2-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/DE7zMm/upload_VBX4f2-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/DE7zMm/upload_VBX4f2-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2575 Pioneer Ave.","Vista","California","92081","(760) 734-3949","33.148382","-117.220471","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Suite 104","","Mon-Thurs 3 - 9 PM  Fri 3 - 10 PM  Sat 12 - 10 PM   Sun 12 - 6 PM","",""
"iWyq08","Barrel House Brewing Company","Established as a brewpub in 1995 in the historic Over-The-Rhine neighborhood of Cincinnati, The BarrelHouse Brewing Company has since transitioned into a regionally distributed microbrewery offering an impressive selection of both innovative styles of ales and traditional lagers. Brewed and bottled in small batches with only honest ingredients, BarrelHouse beers are extremely fresh and exceptionally flavorful. Thank you for embracing our fiercely independent vision of a hand-crafted future for all! Operating as a brewpub from August 1995 until February 2005, The BarrelHouse Brewing Company recently relocated to our current location in the West End of downtown Cincinnati. We officially reopened with a completed expansion plan in April 2005. Our expansion included almost doubling our fermentation capacity as well as the addition of a brand new bottling line. Our first order of bottled beer hit Ohio area stores in June 2006 and we have subsequently begun to enter markets that were previously unavailable. The BarrelHouse Brewing Company brews on a 15 BBL brewhouse manufactured by Century. One BBL equals 31 gallons therefore; our beers are hand-crafted in 465 gallon batches. Our ales are ready after approximately fourteen days while our lagers are conditioned for upwards of six weeks. By brewing in small batches, our brewers are able to achieve an optimal level of quality control while creating a consistently flavorful product. While our brewing process is quite labor intensive, we believe that hand-crafting our beers sets us apart from the majority of breweries in the U.S. today. Our dedication is unparalleled and quite evident in the final packaged product.","","1995","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","544B W. Liberty St.","Cincinnati","Ohio","45214","513-421-2337","39.1135967","-84.526017","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"nMaqhu","Main Office","Barrel Trolley Beer harkens back to the days of secret handshakes and a flourishing underground world. During the days of prohibition when revelers crowded into hidden saloons, getting a beer was a clandestine process — the result of sharing a discreet password or speaking softly to avoid detection. Bootleggers flourished as they stealthily transported the prized cargo to thirsty revelers!     Using a seamless network of tracks, the covert trolley system of the 1920s was a bootleggers dream. This transport system was the ticket to an American revolution and the revolt against Prohibition. As the trolley’s connected underground speakeasies, mobsters teamed with bootleggers to distribute barrels of their precious brew. In a tribute to those brave soldiers of salvation, we bring you Barrel Trolley Pale Ale, Amber Ale, IPA, Nut Brown Ale and Belgian White Ale.","http://www.barreltrolley.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/EZcbxo/upload_VBtxUH-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/EZcbxo/upload_VBtxUH-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/EZcbxo/upload_VBtxUH-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","500 Redwood Blvd","Novato","California","94947","(415) 382-6900","38.074044","-122.5428851","Y","N","N","N","office","Office","US","United States","USA","","","","","",""
"UukHF7","Brewery and Beer Gardens!","Barrelhouse Brewing Co. is nestled in the rolling hills of San Luis Obispo County on the edge of Paso Robles and in the heart of wine country…what will our neighbors think?    As you turn off Ramada Drive and onto Marquita Way, you will meander around a majestic oak tree.  This majestic white oak stands in the middle of where the road would have gone, if not for this tree’s historical significance.  If you look closely at the trunk of this old oak, you will notice the mark of an equal armed cross carved into its bark. The cross was carved sometime between 1775 and 1776 when Spanish Lt. Colonel Juan Batista de Anza led more than 240 men, women and children on an overland journey from the frontier New Spain to settle in Alta California. During that 1,200 mile journey, the very thirsty Colonel carved the cross to signify the perfect location for a brewery…well, that’s our story at Barrelhouse and we can’t exactly prove it, but we’re sticking to it!  Historians believe that Juan Batista de Anza or someone on his team carved the cross to indicate a safe place to camp.  We think it makes a sweet logo, too!    After you pass the old oak, make a left on Limestone Way and look for the dragon fly…you can’t miss it.     Stop by, grab a brew or two and relax.  Enjoy our glorious beer gardens with friends while you listen to the waterfall and experience the central coast the way it was meant to be enjoyed…outside.  You can also pull up to the bar inside the brewery where you’ll feel like you’re part of the brewing action. Along with our amazing line-up of beers, we will also feature our very own custom crafted rootbeers.  If you ask nicely, we can even float a scoop of ice cream in your favorite sarsaparilla or stout.","http://www.barrelhousebrewing.com","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/rT7yN7/upload_BGEfmi-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/rT7yN7/upload_BGEfmi-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/rT7yN7/upload_BGEfmi-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3055 Limestone Way","Paso Robles","California","93446","(805) 296-1128","35.575975","-120.690655","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2012","Monday-Tuesday: Closed  Wednesday-Thursday: 2-8  Friday-Saturday: 11-9  Sunday: 11-8","http://barrelhousebrewing.us5.list-manage1.com/subscribe/?u=ea30d6d47dfb4ee86877ced94&id=24c2c6c1e3",""
"BP3Svs","Barrels & Bottles Brewery","Barrels and Bottles is a nanobrewery that offers craft beer, wines and tapas in Golden, CO.    22 beers on tap  24 wines on tap  Colorado's 1st Fusion Tower  Wine Slushies  Delicious fresh food","http://www.barrelsbottles.com","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/tVJpvm/upload_c24koB-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/tVJpvm/upload_c24koB-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/tVJpvm/upload_c24koB-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","600 12th Street","Golden","Colorado","80401","(720) 328-3643","39.756562","-105.2192598","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","Mon: 12:00 pm - 9:00 pm  Wed - Thu: 12:00 pm - 9:00 pm  Fri - Sat: 12:00 pm - 10:00 pm  Sun: 12:00 pm - 8:00 pm","",""
"adwcVE","Barren Hill Tavern & Brewery","A brewpub in Lafayette Hill, PA with 30 drafts featuring on average of 10 house beers along with a selection of the best craft & imported beers","http://www.barrenhilltavern.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/4vKsN4/upload_PNsiRy-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/4vKsN4/upload_PNsiRy-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/4vKsN4/upload_PNsiRy-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-25 13:47:41","646 Germantown Pike","Lafayette Hill","Pennsylvania","19444","(484) 344-5438","40.084106","-75.250293","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","Mon:  11:00am - 2:00am Tue:  11:00am - 2:00am Wed:  11:00am - 2:00am Thu:  11:00am - 2:00am Fri:  11:00am - 2:00am Sat:  11:00am - 2:00am Sun:  10:30am - 2:00am  ","",""
"Kqhe9Z","Barrier Brewing Company","Barrier Brewing Co. is a 1bbl brewery operated by Evan Klein and Craig Frymark located in Oceanside, NY. The focus is small scale production of a breadth of styles and flavors brewed for the local market. The first batches were released to the public in June 2010.    ""Brewing For Quality Not Quantity""","http://www.barrierbrewing.com/","2009","N","https://s3.amazonaws.com/brewerydbapi/brewery/vYTGzr/upload_IfpFkO-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/vYTGzr/upload_IfpFkO-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/vYTGzr/upload_IfpFkO-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3865 Lawson Blvd","Oceanside","New York","11572","516-316-4429","40.6211618","-73.6502941","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2009","","",""
"xAQSJ0","Barrington Brewery and Restaurant","Welcome to the homepage of the Barrington Brewery & Restaurant. Our casual dining atmosphere is located at 420 Stockbridge Road (Route 7) in the Jenifer House Commons, Great Barrington, Massachusetts. We offer the freshest, handcrafted food and beer made right here.    Since 1995 the Barrington Brewery has been serving our own Barn Brewed Beer and food made from scratch and we were the first brewery on the east coast to install a solar panel system that supplies solar-heated hot water for brewing and restaurant use.","http://barringtonbrewery.net/","1995","N","https://s3.amazonaws.com/brewerydbapi/brewery/moxgzv/upload_oWYjHs-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/moxgzv/upload_oWYjHs-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/moxgzv/upload_oWYjHs-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","420 Stockbridge Road","Great Barrington","Massachusetts","01203","413-528-8282","42.2134704","-73.3443739","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","1995","Mon - Thurs:	11:30 am - 9:30 pm  Fri:	11:30 pm - 10:00 pm  Sat:	11:30 am - 10:00 pm  Sun: 11:30 am - 9:00 pm","",""
"ZU9GSR","Barrio Brewing Company","We are proudly located at the corner of Toole and 16th St. Come on down and try any or all of our fresh microbrews, we have up to 12 on tap for all of your drinking pleasure. Combine the beer with our food, and you’ll have the recipe for a great night.","http://www.barriobrewing.com/","2007","N","https://s3.amazonaws.com/brewerydbapi/brewery/ZNwc2R/upload_V6ToR9-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZNwc2R/upload_V6ToR9-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZNwc2R/upload_V6ToR9-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","800 East 16th St.","Tucson","Arizona","85719","520-791-2739","32.2147011","-110.9597785","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2007","Mon - Tue:	11:00 am - 11:00 pm  Wed - Sat:	11:00 am - 12:00 am  Sun:	11:00 am - 11:00 pm","",""
"grgR6d","Barther Brauerei","","http://www.brauerei-barth.de/","2007","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","On Concrete Plant 6","","Barth","18356","038231-450052","54.358158","12.723545","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","","","",""
"Bns4bs","Barts Tap Room & Brewery","Our brewery, produced by DME Engineering from Prince Edward Island, Canada, consists of a 15 barrel system (465 gallons per brew) and has a fermentation capacity of 135 barrels.    Ice-cold beer is served from ten 15 barrel serving vessels located behind our main bar.    You can also buy our brew to enjoy at home!  Purchase party pigs(2.25 gallons), growlers (64 oz.) or 1/4 and 1/2 barrels for your next party or event.","http://www.bartsbaycity.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","804 E Midland St","Bay City","Michigan","48706","989-891-0100","43.6019076","-83.8981088","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","",""
"tL3vdf","Base Camp Brewing Company","Base Camp Brewing Company is the result of brewmaster Justin Fay’s determined vision and years of hard work.  His and brewer Paul Thurston’s combined decades of professional brewing experience are evident in each of Base Camp’s recipes.  Each of our beers have been crafted with an eye toward innovation and creativity as well as consistency and balance, making for awesome brewskies that are at once approachable for any beer drinker and satisfying for the most adventure-minded palate.","http://basecampbrewingco.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/BceaoL/upload_8CgIPL-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/BceaoL/upload_8CgIPL-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/BceaoL/upload_8CgIPL-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","930 SE Oak St","Portland","Oregon","97214","(503)  477-7479","45.51989","-122.656377","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","Sunday-Wednesday noon to 9pm,  Thursday-Saturday 11am to midnight!","",""
"3Vmztv","Basement Brewing Company","","http://www.basementbrewing.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/CkY5Wu/upload_DP2fKg-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/CkY5Wu/upload_DP2fKg-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/CkY5Wu/upload_DP2fKg-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Portland","Oregon","","(503) 830-7738","45.5234515","-122.6762071","Y","N","N","N","micro","Micro Brewery","US","United States","USA","","","2012","","",""
"o7aslJ","Bases Loaded Brewing Co.","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Santa Clarita","California","","661-360-9417","34.413448","-118.551875","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"QRJguk","Basil T's Brewery & Italian Grill","In the Rallo family, cooking isn't merely about food, it's a way of life. Victor Sr. and Jr. have spent the majority of their lives perfecting the art of fine cuisine. The Rallo's time tested recipes are showcased regularly at the Original Basil T's. Their famous Pizza Napolitana, authentic Italian, and original recipes are a feast for the body and soul.    The Original Basil T's is all about tradition. Everything is homemade, from the sauces and dressings to the mozzarella cheese, as well as the spectacular desserts and award winning beers. Come and enjoy truly unequaled culinary delights that only generations of dedication can produce. To the Rallo family, the Original Basil T's is much more than a restaurant. . .it is life itself.","http://www.basilt.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/uihwma/upload_6vfqkA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/uihwma/upload_6vfqkA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/uihwma/upload_6vfqkA-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","183 Riverside Avenue","Red Bank","New Jersey","07701","732-842-5990","40.353228","-74.074719","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","",""
"eCMnhk","Basket Case Brewing Company","Basket Case Brewing Company is a nanobrewery in Jasper, IN. We are located in The Mill House Restaurant where we make and sell our beer.","http://www.basketcasebeer.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/YngH1r/upload_fu8B00-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/YngH1r/upload_fu8B00-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/YngH1r/upload_fu8B00-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1340 1/2 Mill St.","Jasper","Indiana","47546","(812) 482-4345","38.398281","-86.928361","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","","","","","",""
"2l2V4B","Bass Brewery","The Bass Brewery was founded as a brewery in 1777 by William Bass in Burton upon Trent, England. The main brand was Bass Pale Ale. The company became one of the main breweries in the UK, and Bass Pale Ale was exported throughout the British Empire, the distinctive red triangle becoming the UK's first registered trademark.","http://www.bassale.com/","1777","N","https://s3.amazonaws.com/brewerydbapi/brewery/X2Qkw1/upload_ODtJwo-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/X2Qkw1/upload_ODtJwo-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/X2Qkw1/upload_ODtJwo-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","137 High Street","Burton-upon-Trent","Staffordshire","","44-(01283)-513347","52.8045853","-1.6281372","Y","N","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","826","","1777","","",""
"f4lJDc","Bastone Brewery","Bastone first opened its doors in May of 2004. It is named and styled after the famous Belgian city (though the spelling has been simplified). This unique restaurant and brewery is housed in a 1930’s era building, the exterior of which has been restored to it’s original art deco look in association with the State of Michigan Historical Society. Inside, the high arched ceiling, wood floors and white subway wall tiles create the comfortable yet sophisticated atmosphere of a European brasserie.","http://bastone.net/","2004","N","https://s3.amazonaws.com/brewerydbapi/brewery/sPZjl6/upload_TLI0hP-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/sPZjl6/upload_TLI0hP-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/sPZjl6/upload_TLI0hP-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","419 S Main St","Royal Oak","Michigan","48067","248-544-6250","42.486561","-83.143995","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","2004","","",""
