"id","name","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","extendedAddress","locality","region","postalCode","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","website","established","phone","numberCode","images__icon","images__medium","images__large","description","hoursOfOperation","yearOpened","mailingListUrl","isoCode","yearClosed"
"ndXCAj","McKenzie Brew House","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","451 Wilmington-West Chester Pike","","Glen Mills","Pennsylvania","19342","39.8658291","-75.5442279","N","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.mckenziebrewhouse.com/","","610.361.9800","","https://s3.amazonaws.com/brewerydbapi/brewery/lWoHzF/upload_X9IKy6-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/lWoHzF/upload_X9IKy6-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/lWoHzF/upload_X9IKy6-large.png","McKenzie Brew House is a restaurant, brewery and night spot serving up fresh, upscale cuisine; creative, hand-crafted brews; and fun at its three PA locations!","","","","",""
"EcU2nS","Devon","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","324 West Swedesford Road","","Berwyn","Pennsylvania","19312","40.0697908","-75.4443434","N","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.mckenziebrewhouse.com/","","610.407.4300","","","","","","","","","",""
"qwCqwt","Malvern","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","240 Lancaster Ave","","Malvern","Pennsylvania","19355","40.039943","-75.542978","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.mckenziebrewhouse.com/","","610.296.2222","","","","","","","","","",""
"zUGhcF","McKenzie Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4175 Campus Drive","","Irvine","California","92612","33.649967","-117.839463","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.steelheadbrewery.com","1995","949-856-2227","","https://s3.amazonaws.com/brewerydbapi/brewery/X3cZyU/upload_3Rh9lL-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/X3cZyU/upload_3Rh9lL-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/X3cZyU/upload_3Rh9lL-large.png","All of our beers are brewed in very small batches so they are always fresh and at their peak. Our brewers consistently bring home awards from the Great American Beer Festival, 24 medals so far. Our award-winning beers are brewed at all three locations, where our brewers strive to push the creative envelope.  Our beer selection is both consistent, with four flagship brands, and fresh with new offerings of seasonal and dark beers.    Unfortunately we can not go under the Steelhead name due to Trademark issues so we will be McKenzie Brewing Company.","Open daily at 11:30am","1995","","",""
"5czgq7","Burlingame","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","333 California Drive","","Burlingame","California","94010","37.5799956","-122.3457559","N","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.steelheadbrewery.com/","","650-344-6050","","","","","","","1995","","",""
"hwiUzY","Eugene","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","199 East 5th Avenue","","Eugene","Oregon","97401","44.0544163","-123.0901954","N","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.steelheadbrewery.com/","","541-686-2739","","","","","","","1995","","",""
"ikoDPe","McKenzie's Hard Cider","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3300 Transit Road","","West Seneca","New York","14224","42.857749","-78.69779","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.mckenziesbeverages.com/","2011","(716) 965-0010","","https://s3.amazonaws.com/brewerydbapi/brewery/UJI7C4/upload_szNgxq-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/UJI7C4/upload_szNgxq-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/UJI7C4/upload_szNgxq-large.png","McKenzie’s Hard Cider was founded in 2011 by Lenny Ciolek in Buffalo, New York. Lenny played a crucial role in the success of the Mike’s Hard Lemonade brand and was able to secure distribution for McKenzie’s utilizing existing relationships and a grassroots method of marketing.    McKenzie’s currently produces 5 different varieties of hard cider; Original, Black Cherry, Green Apple, Seasonal Reserve (cinnamon and nutmeg) and Lazy Lemon (lemonade blend). Its varieties have received several awards including Double Gold Medal for Black Cherry, and Silver Medals for Original and Green Apple at the 2012 New York Wine & Food Classic.    McKenzie’s can be found at a bar near you, or at Wegmans and Tops grocery stores, where it is the best‐selling hard cider.","","2011","","",""
"udDKeL","McLaren Vale Beer Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","McLaren Vale","South Australia","5172","-35.211062","138.532265","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","http://www.mvbeer.com","2008","+61 1300 682 337","36","https://s3.amazonaws.com/brewerydbapi/brewery/cjTheF/upload_KnEOQR-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/cjTheF/upload_KnEOQR-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/cjTheF/upload_KnEOQR-large.png","McLaren Vale Beer Company was founded by a couple of Craft Beer loving, proud South Australian mates, who enjoyed decades of heading down to the Vale from Adelaide for summer holidays and long weekends. Being lovers of great food and beverage and local produce, the rich tapestry of McLaren Vale always delivered. As the boys got to know the wine community and gained a deeper understanding of the region, they realised there was a tremendous opportunity for a beer producer to add another dimension to the local offering. Beer has long been a popular post-work refreshment for the wine community and we like to think that behind every great wine is great beer.  Us South Aussies are spoilt for choice when it comes to great food, beverage and produce. We have an appreciation for the good things in life, having grown up with such quality at our fingertips. This is the reason we started a beer company in this great state. We feel at home here and with that comes a responsibility to play a part in the great food and beverage offering.","","2008","","",""
"PxG0KA","McMenamins Mill Creek Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","13300 Bothell-Everett Highway #304","","Mill Creek","Washington","98012","47.8763353","-122.2124833","N","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.mcmenamins.com/","1985","1-425-316-0520","","https://s3.amazonaws.com/brewerydbapi/brewery/NqX68g/upload_5Snu9o-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/NqX68g/upload_5Snu9o-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/NqX68g/upload_5Snu9o-large.png","Since our first brew at the Hillsdale Brewery & Public House in 1985, McMenamins has produced more than 57,600 batches. In 2011 our breweries collectively crafted 3302 batches of beer (including over 250 new and unusual house-specific recipes) more than 47,263 kegs of beer or an astounding 5.8 million pints!    In keeping with McMenamins' company philosophy, our breweries believe that brewing ""green"" is brewing responsibly.    Many beer lovers are familiar with our ales, such as Terminator Stout, Hammerhead, Ruby, Edgefield Wheat, Black Rabbit Porter, Sunflower IPA and others. Read more about these ""standards"" and dozens of others, including our beloved seasonal ales.    Due to the nature of handcrafting, it's safe to say that no two McMenamins batches are identical. Science and technology provide the backbone for our craft, but it is the unique qualities of each brew house, and the individual brewer's ale-crafting style, that ensure you will enjoy liquid refreshments that are truly special and made with every care for the environment. Cheers!","","","","",""
"KrPgRK","Concordia Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5736 NE 33rd","","Portland","Oregon","97211","45.564106","-122.630641","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(503) 249-7459","","","","","","","1997","","",""
"xB8Ual","Cornelius Pass Roadhouse Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4045 NW Cornelius Pass Rd","","Hillsboro","Oregon","97124","45.548912","-122.899899","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(503) 640-6174","","","","","","","","","",""
"ZUrIkC","Crystal Ballroom Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1332 West Burnside","","Portland","Oregon","97205","45.522929","-122.684721","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(503) 225-0047","","","","","","","","","",""
"Boa6td","Edgefield Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2126 SW Halsey Street","","Troutdale","Oregon","97060","45.538464","-122.408256","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(503) 667-4352","","","","","","","","","",""
"o8Iv34","Fulton Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","0618 SW Nebraska Street","","Portland","Oregon","97201","45.47724","-122.672857","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(503) 246-4363","","","","","","","","","",""
"QS1jCV","Highland Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4225 SE 182nd Street","","Gresham","Oregon","97030","45.491984","-122.475544","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(503) 661-7538","","","","","","","","","",""
"2lkXLw","High Street Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1243 High Street","","Eugene","Oregon","97401","44.046201","-123.088201","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(541) 345-4913","","","","","","","","","",""
"f5TLVN","Hillsdale Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1505 SW Sunset Blvd.","","Portland","Oregon","97201","45.478886","-122.693616","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(503) 293-1753","","","","","","","","","",""
"HPC9eo","John Barleycorns Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","14610 SW Sequoia Parkway","","Tigard","Oregon","97223","45.414278","-122.746923","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(503) 684-6253","","","","","","","","","",""
"tiuxoF","Lighthouse Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4157 North Highway 101","","Lincoln City","Oregon","97367","44.997162","-124.001199","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(541) 994-9678","","","","","","","","","",""
"W2dlxg","McMenamins on Monroe Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2001 N.W. Monroe Avenue","","Corvallis","Oregon","97330","44.56796","-123.275199","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(541) 758-0080","","","","","","","","","",""
"8MMa77","Oak Hills Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","14740 NW Cornell Rd, Ste 80","","Portland","Oregon","97229","45.53173","-122.829545","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(503) 645-0117","","","","","","","","","",""
"kg5OGY","Old St. Francis School Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","700 NW Bond Street","","Bend","Oregon","97701","44.056708","-121.314786","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(541)382-5174","","","","","","","","","",""
"MzoCPz","Roseburg Station Brewery","","verified","Verified","2012-01-03 02:41:33","2014-10-29 16:07:55","700 SE Sheridan","","Roseburg","Oregon","97470","43.209146","-123.348227","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(541) 672-5565","","","","","","","","","",""
"zJX0ZQ","Thompson Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3575 Liberty Rd South","","Salem","Oregon","97302","44.903691","-123.051097","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(503) 371-2945","","","","","","","","","",""
"bdFoir","West Linn Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2090 SW 8th Avenue","","West Linn","Oregon","97068","45.345889","-122.652273","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(503) 656-2935","","","","","","","","","",""
"DwycsI","Wilsonville Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","30340 SW Boones Ferry Road","","Wilsonville","Oregon","97070","45.300855","-122.773377","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(503) 427-2505","","","","","","","","","",""
"qGhR1j","East Vancouver Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1900 NE 162nd, Bldg. 107","","Vancouver","Washington","98684","45.636961","-122.506119","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(360) 254-3992","","","","","","","","","",""
"SaQFBA","McMenamins on the Columbia Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1801 SE Columbia River Dr.","","Vancouver","Washington","98661","45.615604","-122.653216","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(360) 699-1521","","","","","","","","","",""
"4u93Kb","McMenamins Mill Creek Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","13300 Bothell-Everett Hwy, Ste. 304","","Mill Creek","Washington","98012","47.876421","-122.21237","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(425) 316-0520","","","","","","","","","",""
"hDrrU2","McMenamins Queen Anne","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","200 Roy Street, Ste. 105","","Seattle","Washington","98109","47.625476","-122.352649","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(206) 285-4722","","","","","","","","","",""
"JXafdT","Olympic Club Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","112 North Tower Ave.","","Centralia","Washington","98531","46.716442","-122.954259","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(360) 736-5164","","","","","","","","","",""
"vrJTmu","Six Arms Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","300 E. Pike Street","","Seattle","Washington","98122","47.61396","-122.327721","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(206) 223-1698","","","","","","","","","",""
"YB2HwL","Spar Brewery","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","114 4th Ave. E.","","Olympia","Washington","98501","47.04493","-122.901399","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(360) 357-6444","","","","","","","","","",""
"2GyoTb","McMullen & Sons","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","26 Old Cross","","Hertford","Hertfordshire","","51.7974573","-0.080624","Y","N","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","","","44-(01992)-584911","826","","","","","","","","",""
"eahcd2","McNeill's Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","90 Elliot Street","","Brattleboro","Vermont","05301","42.851552","-72.560164","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.mcneillsbrewery.com/","1992","802-254-2553","","https://s3.amazonaws.com/brewerydbapi/brewery/i7SC2N/upload_5oI075-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/i7SC2N/upload_5oI075-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/i7SC2N/upload_5oI075-large.png","Since 1992, McNeill’s brewery has consistently offered some of the Northeast’s finest beers. Brewmaster Ray McNeill has won accolades far and wide, including thirteen national and international awards.  Critics and food writers alike have praised McNeill’s products, including the Albany Times Union, “McNeill may be the best brewer in America,” or All About Beer Magazine, “The jewel in the crown of Vermont’s many fine beers.”  In 2008 McNeill opened the long rumored packaging facility just north of the venerable brewpub.  Today, McNeill’s packages ten different beers plus seasonals.","","1992","","",""
"GuQQmT","Meantime Brewing Company Limited","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2 Penhall Road","","Greenwich","London","SE7 8RX","51.4912436","0.036963","Y","N","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","http://www.meantimebrewing.com/","2000","44-(020)-8293-1111","826","","","","Based in Greenwich and fiercely proud of its London roots, Meantime has won a worldwide reputation for beers of great quality and provenance.    Meantime was the first British brewery to win any medals at the World Beer Cup in 2004 and is the only British brewery to have won medals at every World Beer Cup since. It was the first British brewery to produce a Fairtrade beer and is the only British brewey that can put a champagne cork in a beer bottle. It is also the sole beer supplier tot he Saisnbury's Taste the Difference Range.    Four of its beers were rated in the World Top 50 by the International Beer Challenge 2007 and 2008","","2000","","",""
"tE9Evu","Meckatzer Lwenbru","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Meckatz 10","","Heimenkirch","Bayern","","47.63083","9.88885","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","","49-(0)8381-/-504-0","276","","","","","","","","",""
"b0bpdL","Mecklenburgische Brauerei Lübz","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Eisenbeissstraße 1","","Lübz","","19386","53.461838","12.019509","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","http://www.luebzer.de/","1877","","276","","","","","","","","",""
"BlEtJH","Main Cidery","N","verified","Verified","2012-01-03 02:41:33","2014-09-21 15:09:01","10951 S Jackson Rd","","Somerset Center","Michigan","49282","42.0577362","-84.4064581","Y","N","N","Y","cidery","Cidery","US","United States","USA","http://www.flavorfruitfarm.com","1956","(517) 688-3455","","https://s3.amazonaws.com/brewerydbapi/brewery/tMFkg8/upload_zqs1ft-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/tMFkg8/upload_zqs1ft-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/tMFkg8/upload_zqs1ft-large.png","","","1956","","",""
"FzAUQx","Medieval Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","479 S. Broad Street","","Mooresville","North Carolina","28115","35.576488","-80.82093","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","http://www.medievalbrewingcompany.com","","(704) 661-3834","","https://s3.amazonaws.com/brewerydbapi/brewery/vx2LSC/upload_UYX8cS-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/vx2LSC/upload_UYX8cS-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/vx2LSC/upload_UYX8cS-large.png","Medieval Brewing Company offers handcrafted beers, ciders, mead and wine brewed in the fashion of Medieval Europe with a modern twist!","","","","",""
"b58sGA","Meierhof Privatbrauerei","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Kirchwinkel 10","","Höxter-Ottbergen","Nordrhein-Westfalen","D-37671","51.707616","9.305322","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","1987","","276","","","","","","","","",""
"DKKdmm","Meierhof Privatbrauerei GmbH & Co. KG","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Kirchwinkel 10","","Höxter-Ottbergen","","37671","51.77347","9.38252","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","http://www.meierhof-brauerei.de/","1987","","276","","","","","","","","",""
"pe3RwD","Meiers Lebenslust","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Osterstraße 64","","Hanover","","30159","52.372278","9.738157","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","http://www.meiers-lebenslust.de/","2012","","276","","","","","","","","",""
"7rarEm","Melanie Brewery Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3110 W. 5th Ave","","Gary","Indiana","46406","41.601938","-87.377571","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","219-882-5367","","","","","We are a small contract brewer located in Gary, IN. We contract all of our brewing to City Brewing Co. in LaCrosse, WI.","Mon - Fri:	8:00 am - 3:00 am","","","",""
"F63wdK","Melvin Brewing","N","verified","Verified","2012-01-03 02:41:33","2014-07-25 14:06:38","75 East Pearl St.","","Jackson Hole","Wyoming","83001","43.4786711","-110.7612312","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.melvinbrewing.com","2010","(307) 733-0005","","","","","This is the home of The Melvin Brewing Company. We are beer lovers that specialize in IPAs, but believe in crafting the best beer in any style. Accept for you know, like German and English beers and whatnot. Ok, Europe in general we reckon.  We are located in Thai Me UP Restaurant in Hole, Wyoming","","","","",""
"Hsm3Ug","Memphis Made Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","768 S. Cooper","","Memphis","Tennessee","38104","35.1248259","-89.9907745","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.memphismadebrewing.com/","","(901) 207-5343","","https://s3.amazonaws.com/brewerydbapi/brewery/Wi9Bsq/upload_WSscMW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Wi9Bsq/upload_WSscMW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Wi9Bsq/upload_WSscMW-large.png","","","","","",""
"gfH8Gd","Maggie's Pub","N","verified","Verified","2012-01-03 02:41:33","2014-10-01 14:06:11","2030 Main St","","Ferndale","WA","98248","48.846824","-122.591466","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","https://s3.amazonaws.com/brewerydbapi/brewery/mRoh76/upload_ChKVBa-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/mRoh76/upload_ChKVBa-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/mRoh76/upload_ChKVBa-large.png","Menace Brewing is a small craft brewery operating out of Ferndale, WA. We pride ourselves in producing high quality ales of wide varieties.","","","","",""
"8GdiRp","Mendocino Ale House","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1252 Airport Park Blvd.","","Ukiah","California","95482","","","N","N","N","N","tasting","Tasting Room","US","United States","USA","http://www.mendobrew.com/alehouse/mendocino-brewing-ale-house.html","1983","1-707-467-2337","","https://s3.amazonaws.com/brewerydbapi/brewery/TR98tr/upload_daDGEN-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/TR98tr/upload_daDGEN-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/TR98tr/upload_daDGEN-large.png","We take great pride in being pioneers in the American Craft Brewing Renaissance and even greater pride in our range of ales that beer lovers all over the country have made Legends.","Monday - Saturday 11am - 10pm    Sunday 12pm - 9pm","","","",""
"kaMWbG","Mendocino Brewing Company","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1601 Airport Road","","Ukiah","California","95482","39.1326173","-123.2005307","N","N","N","N","micro","Micro Brewery","US","United States","USA","http://www.mendobrew.com/","","1-707-463-2627","","","","","","","1983","","",""
"oIYpLB","Mendocino Brewing Company","","deleted","Deleted","2012-01-03 02:41:33","2014-07-23 19:11:34","1601 Airport Road","","Ukiah","California","95482","39.1326173","-123.2005307","Y","N","N","N","micro","Micro Brewery","US","United States","USA","http://www.mendobrew.com/","","","","","","","","","1983","","",""
"J0fYDF","Meridian Hive Meadery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","8120 Exchange Dr.,","Ste 400","Austin","Texas","78754","30.329828","-97.671725","Y","N","N","Y","production","Production Facility","US","United States","USA","http://www.meridianhive.com/","2013","","","https://s3.amazonaws.com/brewerydbapi/brewery/Xq2gbP/upload_1iMCzY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Xq2gbP/upload_1iMCzY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Xq2gbP/upload_1iMCzY-large.png","Artisan crafted honey wines in Austin, Texas. Filling your glass with history in the New World.","By Appt","2013","","",""
"oSojdI","Měšťanský pivovar Havlíčkův Brod","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Dobrovského 2027","","","Havlíčkův Brod","58001","","","Y","N","N","Y","micro","Micro Brewery","CZ","Czech Republic","CZE","http://www.hbrebel.cz/","","569 495 111","203","","","","","","","","",""
"MV2TXe","Methow Valley Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","201 N. Methow Valley Hwy","","Twisp","Washington","98856","48.366282","-120.123","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.methowbrewing.com/","","509-997-6822","","https://s3.amazonaws.com/brewerydbapi/brewery/IexuaY/upload_Q3WLi3-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/IexuaY/upload_Q3WLi3-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/IexuaY/upload_Q3WLi3-large.png","","","","","",""
"yolHh5","Metropolitan Brewing","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5121 N Ravenswood Ave","","Chicago","Illinois","60640","41.9749341","-87.6742738","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.metrobrewing.com/","","","","https://s3.amazonaws.com/brewerydbapi/brewery/wi2NVb/upload_g3d3NP-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/wi2NVb/upload_g3d3NP-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/wi2NVb/upload_g3d3NP-large.png","From day one, every drop of Metro beer has been brewed and packaged by us, in our warehouse production brewery in the Ravenswood Industrial Corridor of Chicago. We're proud Chicagoans, honored to be offering up fresh lagers to the Chicagoland area.","","","","",""
"RxmG5e","Mettlacher Abtei-Bräu","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Bahnhofstrasse 32","","Mettlach","","D-66693","49.497562","6.596316","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","http://www.abtei-brauerei.de/","","","276","","","","","","","","",""
"YCE6yo","Mexitaly","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2440 E Market St","","York","Pennsylvania","17402","39.9743226","-76.6792009","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.Mexitaly.com","2014","(717) 600-8226","","https://s3.amazonaws.com/brewerydbapi/brewery/CqGxCC/upload_NdA5DW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/CqGxCC/upload_NdA5DW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/CqGxCC/upload_NdA5DW-large.png","A fast casual restaurant specializing in fresh food served fast. NOT fast food. All of our food is made fresh on premise. Our goal is to have you say ""that was the best_______ I've ever had"". Hope to feed you soon!","Mon - Sun: 11:00 am - 10:00 pm","2014","","",""
"b8U5qW","Meyer Craft Brewing, LLC","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3103 Elm St","","St Charles","Missouri","63301","38.80465","-90.5079","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","","",""
"DSCtzx","Mia and Pia's Pizzeria and Brewhouse","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3545 Summers Lane (restaurant)","","Klamath Falls","Oregon","97603","42.194127","-121.737678","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","1-541-884-4880","","","","","","","","","",""
"jKalfW","MIA Brewing Co.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","10400 NW 33rd Street","Suite 150","Miami","Florida","33172","25.803728","-80.366022","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.MIAbrewing.com","2013","(305) 567-5550","","https://s3.amazonaws.com/brewerydbapi/brewery/7CnTbN/upload_iOP47q-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/7CnTbN/upload_iOP47q-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/7CnTbN/upload_iOP47q-large.png","M.I.A. is a production brewery in South Florida. We are inspired by our tropical environment and culture. We are dedicated to the production of the finest hand-crafted beer. Our brands will be available at local bars and restaurants this Fall.","","2013","","",""
"2JMSYX","Miami Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","30205 SQ 217th Avenue","","Homestead","Florida","33030","25.485508","-80.540285","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.schneblywinery.com/Brewery","2011","(305) 242-1224","","https://s3.amazonaws.com/brewerydbapi/brewery/2VHydp/upload_cVt0kJ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/2VHydp/upload_cVt0kJ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/2VHydp/upload_cVt0kJ-large.png","Miami's first production brewery.  After years of hard work we've finally started our own brewery. Using Miami as our inspiration we challenge ourselves daily by unlocking new tasty combinations using fruits, spices, and herbs. Built from scratch using local ingredients.","Monday-Thursday 10:00am – 5:00pm  Fridays 10:00am-11:00pm *Cover charge to attend nightime event  Saturday 10:00am-11:00pm *Cover charge to attend nightime event  Sunday 12:00pm-5:00pm","2012","","",""
