"id","name","website","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","description","numberCode","established","images__icon","images__medium","images__large","hoursOfOperation","extendedAddress","yearOpened","yearClosed","mailingListUrl","isoCode"
"iQmBa8","Jurnee Brews","http://www.jurneebeers.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","14233 Glade Spring Dr","Centreville","Virginia","20121","","38.830062","-77.44489","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","Jurnee Brewing Company (JBC) is a craft brewing partnership founded in 2010. Jurnee Brews has locations in Centreville, Virginia and Ewing, New Jersey.  This microbrewery is a collaboration of two men who themselves are on an exceptional journey to bring what was once an idea to your local watering hole. Jurnee is more than what is in the bottle, it's about how it came together...the journey. Just like in life, we have experiences throughout time that form who we are as people, it just so happens our journey culminates in a bottle.","","2010","","","","","","","","",""
"KkUzjZ","Jurupa Valley Brewing","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Riverside","California","","","33.98163","-117.373879","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","",""
"uqoSWo","Just Beer Brewing Co.","http://www.justbeer.us/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","98 Horseneck Rd","Westport","Massachusetts","02790","","41.566802","-71.054254","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Brewer of american grown beer.","","1997","https://s3.amazonaws.com/brewerydbapi/brewery/bevQW2/upload_mUoCkN-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/bevQW2/upload_mUoCkN-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/bevQW2/upload_mUoCkN-large.png","Store Hours: Saturdays from 11am to 5pm. Tastings, growler fills, bottle sales.","","","","http://www.mailermailer.com/x?oid=15385p",""
"JqufBE","Justice Brewing","http://www.justicebrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2414 Chestnut St.","Everett","Washington","98201","(425) 835-2337","47.985383","-122.18803","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","Established as Justice Brewing, LLC in 2009 I set out to open a small scale craft brewery. Having spent a few years as a homebrewer and always wanting to work for myself I attended Craft Brewing classes at Chemeketa Community College in Salem, OR and read as many books as I could on brewing. I searched for a long time trying to find a suitable place to open up and could be licensed as a Microbrewery. I finally found the location in 2011 and started the move. Then finally in 2012 went through all the legal red tape of opening Everett’s first Belgian Style brewery.    Due to current regulations in the City of Everett we are not open for retail sales. You can make an appointment if you would like a tour or make arrangements for a delivery.    Among other things we now brew AWARD WINNING BEER! Thats right our recipes are now the recipients of not only numerous Blue & Red Ribbons at the 2012 Evergreen State Fair but our “White & Nerdy” Belgian Wit won Best of Show.","","2009","https://s3.amazonaws.com/brewerydbapi/brewery/DdedKX/upload_YsF2vG-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/DdedKX/upload_YsF2vG-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/DdedKX/upload_YsF2vG-large.png","","","","","",""
"x4Dnt0","JW Lees and Co (Brewers) Ltd.","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Middleton Junction","Manchester","Manchester","","44-(0161)-6432487","53.479605","-2.248818","Y","N","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","","826","","","","","","","","","",""
"1pmYif","Kaiser-Brauerei Geislingen","http://www.kaiser-brauerei.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Schubartstraße 24-26","Geislingen/Steige","Baden-Württemberg","73312","","48.613445","9.841331","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","","","","","","","","","",""
"ZNwc2R","Kaiser-Bru","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Oberer Markt 1","Neuhaus","Bayern","","49-(0)9156-/-88-0","49.62828","11.54975","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","","","","","","","","","",""
"BhfQBs","Kaiserdom Privatbrauerei Bamberg","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Breitckerstrae 9","Bamberg","Bayern","","49-(0)951-/-60450","49.90425","10.85236","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","","","","","","","","","",""
"CbU0HG","Kaktus Brewing Company","http://kaktusbrewery.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","471 South Hill Rd","Bernalillo","New Mexico","87004","(505) 379-5072","35.3082539","-106.5386969","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","This is a nano-brewery   ​​Producing 500 barrels yearly   With 6-to-8 beers on tap    We shipped in German Made equipment to set ourselves apart in the local industry allowing us to specialize in lighter style lager beers while keeping the favorites such as Porter's, ESB's, IPA's and other classic Ales.    ​​  ​O​ur reverse osmosis water purifier allows us to control the quality of water during each and every brew. ​​​  ​  ​Mike Waddy, our brew master, has over years of experience creating beer recipes and hand crafting beers consumed by many New Mexican beer enthusiasts.","","2013","https://s3.amazonaws.com/brewerydbapi/brewery/y9xu3g/upload_gtUdAV-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/y9xu3g/upload_gtUdAV-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/y9xu3g/upload_gtUdAV-large.png","Mon - Thu: 11:30 am - 8:00 pm  Fri - Sun: 11:30 am - 10:00 pm","","2013","","",""
"o1OELJ","Kalamazoo Brewing","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","355 East Kalamazoo Avenue","Kalamazoo","Michigan","49007","1-269-382-2338","42.294894","-85.5787942","Y","N","Y","N","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","",""
"QL72Uk","Kalnapilis Brewery","http://www.kalnapilis.lt/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Taikos aleja 1","Panevys","","","370-45-505223","55.7379229","24.3534342","Y","N","N","Y","micro","Micro Brewery","LT","Lithuania","LTU","Kalnapilis is a Lithuanian brewery, established by Albert Foight in Panev?žys in 1902. A landowner of German origin, Foight named the brewery ""Bergschlösschen"", meaning a small castle on the hill. In 1918, the name was changed to a Lithuanian equivalent of Bergschlösschen, Kalnapilis.    Kalnapilis was taken over by Baltic Beverages Holding (established by Pripps of Sweden and Hartwall of Finland) in 1994. Ownership passed to Royal Unibrew in 2001, which merged the Kalnapilis with Tauras brewery in Vilnius into AB Kalnapilio-Tauro Grup?.    In April 1996, new fermentation and storage equipment enabled significantly different processing, the result being the introduction of three new brands. The brewery has an annual maximum capacity of 600,000 hectolitres.    Kalnapilis won 2 gold awards at the 2004 World Beer Cup, the Olympics of beer competitions; one in the German Style Heller Bock or Maibock category, for 'Kalnapilis 7.3', and one in the Muenchener style Helles category, for 'Kalnapilis Original'.    The brand has a significant presence in sports advertising, and promotes a sporty image.","440","1902","https://s3.amazonaws.com/brewerydbapi/brewery/7j0Yjq/upload_GjccLM-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/7j0Yjq/upload_GjccLM-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/7j0Yjq/upload_GjccLM-large.png","","","1902","","",""
"7N3NtU","Kalona Brewing Company","http://www.kalonabrewing.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-25 13:42:12","405 B Ave.","Kalona","Iowa","52247","(319) 656-3335","41.4831331","-91.7076176","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","We, at Kalona Brewing Company, are passionate for quality, are uniquely offbeat-but substantial, creative, warm and inclusive.     We believe you will find that reflected in both the products we brew and in the restaurant atmosphere we create for your dining and drinking enjoyment.   One of our goals is to be Kalona’s living room – a place where people can come to relax, relate, and have some recreation playing scrabble or dominos by the fireplace in the sofa area of the restaurant. Plus we have a fantastic beer garden to enjoy during the warmer weather.    Kalona Brewing Company and Eatery is strategically located in beautiful downtown Kalona at 405 B Avenue, a half hour drive south from Iowa City.    The brewery is home to a fifteen barrel brewing system from Newlands Systems Inc., which includes a three vessel brew house, four 15bbl fermenters, two 30bbl fermenters and two 15bbl bright tanks.","","2012","https://s3.amazonaws.com/brewerydbapi/brewery/beRdlK/upload_9H0f58-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/beRdlK/upload_9H0f58-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/beRdlK/upload_9H0f58-large.png","Wed:  11:00am - 10:00pm Thu:  11:00am - 10:00pm Fri:  11:00am - 11:00pm Sat:  11:00am - 11:00pm Sun:  11:00am - 10:00pm  ","","","","",""
"91s02H","Kamala Brewing at the Whip In","http://whipin.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1950 IH35 South","Austin","Texas","78704","(512) 442-5337","30.2456728","-97.7688358","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","We’ve been retailing here since 1986, the Topiwala family with mom and pop and three brothers as well as the help of a handful of invaluable staff members. Pop started in the recession years of Reaganomics, thru the boom of Clintonia and still strong despite George II & the current class wars. Starting as a convenience store & gas station, we’ve been evolving from pretty much day one, trying to offer quality and service like our friendly Travis Heights neighbors and fellow Austinites deserve.    We are committed to sustainable, local, and organic & natural produce and groceries with our offerings on the shelf as well as our kitchen menu (No high fructose corn syrup or MSG!!!) With 72 taps of beer available, we are quite picky on what we present with only quality brews that go with our food.    We also enjoy giving back to the community with nonprofit fundraisers and support for grassroots organizations.    We serve our very own authentic and unique Gujarati-style Indian food, mom approved.    Beer by the pint & wine by the glass make it that much more of a yummy pairing.    Our own brews are specifically designed for our menu items!    Also enjoy live music in our unique intimate and awesome music room, or at least our staff selections of eclectic tunes.","","","https://s3.amazonaws.com/brewerydbapi/brewery/NrF8QR/upload_dudMzd-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/NrF8QR/upload_dudMzd-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/NrF8QR/upload_dudMzd-large.png","Mon - Sun: 10:00 am - 12:00 am","","","","http://whipin.com/join-our-mailing-list/",""
"iEMsk8","Kamloops Brewing Company","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","965 McGill Pl","Kamloops","British Columbia","V2C 6N9","250-851-2543","50.669153","-120.373711","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","","124","","","","","","","","","",""
"2epqeB","Kane Brewing","http://www.kanebrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1750 Bloomsbury Avenue","Ocean Township","New Jersey","","917-359-9427","40.2368095","-74.0442545","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Kane Brewing Company is a new craft brewery located on the coast of New Jersey. Our focus will be on American style and Belgian influenced ales. All of our handcrafted beers will be unfiltered and brewed locally in our custom built two-vessel brew house located in Ocean in Monmouth County. Our beers will be self-distributed and available on draft at restaurants and bars in coastal and northern New Jersey. We plan to launch in the spring of 2011.","","2011","https://s3.amazonaws.com/brewerydbapi/brewery/XqWTM7/upload_pzUvUb-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/XqWTM7/upload_pzUvUb-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/XqWTM7/upload_pzUvUb-large.png","","","2011","","",""
"eyYenc","Kannah Creek Brewing Company","http://kannahcreekbrewingco.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1960 N. 12th Street","Grand Junction","Colorado","81501","970-263-0111","39.085288","-108.5522844","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","Our journey began in 2005 in Grand Junction, Colorado, when we opened a small brewpub Kannah Creek Brewing Company.  During the first seven years of brewing our focus was always on quality as we developed seven traditional beer styles and multiple seasonal and specialty beers.  With several awards to our name and a growing demand for our beer, we took a huge leap and expanded into a brand new 12,000 square foot 30 barrel production facility in the south downtown area of Grand Junction near the Colorado River.  This new restaurant that also houses our production facility is known as Edgewater Brewery.    Throughout our growth we have invested our time, energy, and resources reflecting our passion and devotion to maintain the highest standard quality.  We currently bottle three of our mainstays in additional to seasonal selections.  Plus limited release bomber bottles of a select variety.  We pride ourselves in making beer that is true to its style, pleasing to the palate and very drinkable.","","2005","https://s3.amazonaws.com/brewerydbapi/brewery/d9U8Mi/upload_jsr7l6-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/d9U8Mi/upload_jsr7l6-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/d9U8Mi/upload_jsr7l6-large.png","SUN - THURS 11AM - 10PM  FRI - SAT 11AM - 11PM  Phone: 970-263-0111","","2005","","",""
"u56OBe","Kansas City Bier Company","http://kcbier.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","310 W. 79th Street","Kansas City","Missouri","64114","","38.9850373","-94.5934373","Y","Y","N","N","micro","Micro Brewery","US","United States","USA","Authentic German-style lagers and ales available in local taverns, restaurants, and the brewery tasting room.","","2013","https://s3.amazonaws.com/brewerydbapi/brewery/WakiQN/upload_7MIkPN-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/WakiQN/upload_7MIkPN-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/WakiQN/upload_7MIkPN-large.png","","","","","",""
"isCgs7","Kapsreiter","http://www.kapsreiter.at/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Linzer Strasse 1","","Schärding","4780","43 (7712) 4 77 40","","","Y","N","N","Y","micro","Micro Brewery","AT","Austria","AUT","","40","","https://s3.amazonaws.com/brewerydbapi/brewery/GboTWT/upload_MVZSoH-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/GboTWT/upload_MVZSoH-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/GboTWT/upload_MVZSoH-large.png","","","","","",""
"HIHSx3","Karbach Brewing Company","http://www.karbachbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2032 Karbach Street","Houston","Texas","77092","","29.80585","-95.460598","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","We like beer. A lot.     Our background is in the beer biz. Everything from distribution and importing to German training and brewery operations. A few years ago we had an opportunity that would allow us to open up our own brewery. We jumped on it.    We’re extremely excited about this project, and we think it shows in everything we do. This is just plain fun for us. The day it starts to feel like a job is the day when lightning shall strike us dead. Cause, hey, at the end of the day we're making beer. And beer is fun.    Join us, it should be a kick ass ride with some cool stops along the way!","","2011","https://s3.amazonaws.com/brewerydbapi/brewery/gJZUdw/upload_o7uwfI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gJZUdw/upload_o7uwfI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gJZUdw/upload_o7uwfI-large.png","","","","","",""
"Kyo9tn","Karben4 Brewing","http://www.karben4.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3698 Kinsman Blvd.","Madison","Wisconsin","53704","","43.125762","-89.3252504","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2012","https://s3.amazonaws.com/brewerydbapi/brewery/UDZFWm/upload_gQpziW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/UDZFWm/upload_gQpziW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/UDZFWm/upload_gQpziW-large.png","Sunday: Closed  Monday-Wednesday: 3pm - 10pm   Thursday: 3pm - 12am  Friday: 3pm - 2am  Saturday: 11am - 2am","","2012","","",""
"tc0H6U","Karl Strauss Brewing Company","http://www.karlstrauss.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-26 00:31:18","5985 Santa Fe Street","San Diego","California","92109","858-273-2739","32.8320492","-117.2312344","Y","N","N","Y","tasting","Tasting Room","US","United States","USA","Karl Strauss Brewing Company has pioneered the San Diego beer scene since 1989 with innovative beer releases like Big Barrel IIPA, Wreck Alley Imperial Stout and Mosaic Session Ale. The brewery has won 64 medals over the past four years and its Red Trolley Ale is one of the most award winning beers in the world. The company is currently ranked #41 on the list of the country’s top craft breweries with sole distribution in California. 2014 is on pace to be another exciting year of double-digit sales growth, with the main brewery tasting room and newly remodeled brewery restaurant in Sorrento Mesa now open. For more information visit www.karlstrauss.com or call the brewery at (858) 273-2739. Share it. Cheers.","","1989","https://s3.amazonaws.com/brewerydbapi/brewery/mtUjck/upload_ibc3gu-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/mtUjck/upload_ibc3gu-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/mtUjck/upload_ibc3gu-large.png","","","1989","","",""
"HJTHzW","Sorrento Mesa","http://www.karlstrauss.com/PAGES/Eats/SorrentoMesa.html","","verified","Verified","2012-01-03 02:41:33","2014-07-26 00:31:42","9675 Scranton Road","San Diego","California","92121","858-587-2739","32.8965882","-117.2018129","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","1994","","",""
"UY5470","Downtown","http://www.karlstrauss.com/breweryrestaurants/downtown.html","","verified","Verified","2012-01-03 02:41:33","2014-07-26 00:26:59","1157 Columbia Street","San Diego","California","92101","6192342739","32.71745","-117.167106","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","Mon:  11:00am - 10:00pm Tue:  11:00am - 10:00pm Wed:  11:00am - 10:00pm Thu:  11:00am - 10:00pm Fri:  11:00am - 11:00pm Sat:  11:30am - 11:00pm Sun:  11:30am - 10:00pm  Monday-Thursday —  Bar Closes at 11:00p  Friday— Bar Closes at Midnight  Saturday— Bar Closes at Midnight","","1989","","",""
"6rnsGR","La Jolla","http://www.karlstrauss.com/breweryrestaurants/lajolla.html","","verified","Verified","2012-01-03 02:41:33","2014-07-26 00:26:11","1044 Wall Street","La Jolla","California","92037","858-551-2739","32.8469857","-117.2735723","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","Mon:  11:00am - 10:00pm Tue:  11:00am - 10:00pm Wed:  11:00am - 10:00pm Thu:  11:00am - 10:00pm Fri:  11:00am - 10:00pm Sat:  11:00am - 10:00pm Sun:  11:00am - 10:00pm  ","","","","",""
"jBWgPs","Carlsbad","http://www.karlstrauss.com/breweryrestaurants/carlsbad.html","","verified","Verified","2012-01-03 02:41:33","2014-07-29 13:38:06","5801 Armada Drive","Carlsbad","California","92008","760-431-2739","33.1244883","-117.3140585","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","Mon:  7:00am - 10:00pm Tue:  7:00am - 10:00pm Wed:  7:00am - 10:00pm Thu:  7:00am - 10:00pm Fri:  7:00am - 11:00pm Sat:  7:00am - 11:00pm Sun:  7:00am - 10:00pm  Monday-Thursday - Bar Closes at 11:00pm  Friday-Saturday - Bar Closes at Midnight  Sunday - Bar Closes at 11:00p","","","","",""
"LVFUZJ","4S Ranch","http://www.karlstrauss.com/breweryrestaurants/4sranch.html","","verified","Verified","2012-01-03 02:41:33","2014-07-26 00:28:41","10448 Reserve Drive","San Diego","California","92127","858-376-2739","33.021301","-117.113249","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","Sun:  11:00am - 10:00pm Mon:  11:00am - 10:00pm Tue:  11:00am - 10:00pm Wed:  11:00am - 10:00pm Thu:  11:00am - 10:00pm Fri:  11:00am - 11:00pm Sat:  11:00am - 11:00pm  Monday - Thursday - bar open til 11:00pm  Friday-Saturday - bar open til midnight","","","","",""
"xoyIik","Temecula","http://www.karlstrauss.com/breweryrestaurants/temecula.html","","verified","Verified","2012-01-03 02:41:33","2014-07-26 00:25:45","40868 Winchester Rd","Temecula","California","92591","951-225-7960","33.524807","-117.1590379","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","Sun:  11:00am - 10:00pm Mon:  11:00am - 10:00pm Tue:  11:00am - 10:00pm Wed:  11:00am - 10:00pm Thu:  11:00am - 10:00pm Fri:  11:00am - 11:00pm Sat:  11:00am - 11:00pm  Monday - Thursday bar open til 11:00pm  Friday-Saturday - bar open til midnight","","","","",""
"a8h6sB","Costa Mesa","http://www.karlstrauss.com/breweryrestaurants/costamesa.html","","verified","Verified","2012-01-03 02:41:33","2014-07-26 00:27:42","901A S Coast Dr","Costa Mesa","California","92626","714-546-2739","33.6890819","-117.8952442","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","Mon:  11:30am - 10:00pm Tue:  11:30am - 10:00pm Wed:  11:30am - 10:00pm Thu:  11:30am - 10:00pm Fri:  11:30am - 11:00pm Sat:  11:30am - 11:00pm Sun:  11:30am - 10:00pm  Monday-Thursday - Bar Closes at Midnight  Friday-Saturday - Bar Closes at 1:00am","","","","",""
"CSPv1c","Universal CityWalk","http://www.karlstrauss.com/breweryrestaurants/citywalk.html","","verified","Verified","2012-01-03 02:41:33","2014-07-26 00:24:50","1000 Universal Studios Blvd","Universal City","California","91608","818-753-2739","34.1360834","-118.3527568","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","Sun:  11:00am - 9:00pm Fri:  11:00am - 11:00pm Sat:  11:00am - 11:00pm  ","","","","",""
"Vvj5Fv","Karlovacka Pivovara","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Dubovac 22","Karlovac","","","385-47-451-300","45.259998","17.229059","Y","N","N","Y","micro","Micro Brewery","HR","Croatia","HRV","","191","","","","","","","","","",""
"TymIbq","Karls Brauhaus","http://www.karls-brauhaus.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Brückenstraße 17","Chemnitz","Sachsen","09111","","50.834911","12.92517","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","1997","","","","","","","","",""
"nhaS2q","Karlsberg Brauerei","http://www.karlsberg.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Karlsbergstraße 62","Homburg","Saarland","66424","","49.319652","7.334932","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","1878","","","","","","","","",""
"8FRtPM","Kassik's Brewery","http://www.kassikskenaibrewstop.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","47160 Spruce Haven Street","Kenai","Alaska","99611","907-776-4055","60.663935","-151.30604","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Kassik's Kenai Brew Stop is housed in a small warehouse, nestled in a clearing in the woods, adjacent to the Kassik’s home in Nikiski.   Frank's passion for brewing began when his wife Debara, bought him a home brew kit for Christmas. Frank was hooked and soon became a proficient home brewer.  They built a 36 X 50 shop in hopes to someday have a brewery.  In May of 2005 Kassik's purchased a used seven barrel system, and then remodeled their building to accommodate the equipment with the help of family and friends.  The brewery opened Memorial Weekend 2006 with their first brew Beaver Tail Blonde, their Moose Point Porter was on tap a few weeks later.    Kassik’s has 8 brews on tap.  We are open 6 days a week during the winter, and daily during the summer (May - August).","","2004","https://s3.amazonaws.com/brewerydbapi/brewery/gqUc4A/upload_BHssMI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gqUc4A/upload_BHssMI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gqUc4A/upload_BHssMI-large.png","Tue - Sat:	12:00 pm	-	7:00 pm  Sun:	12:00 pm	-	5:00 pm","","2004","","",""
"5A7pI0","Kasteel Inglemunster","","N","new_unverified","New, Unverified","2014-11-03 15:29:06","2014-11-03 15:29:06","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pGCPld","Kat Daddy Brewery","http://katdaddybreweries.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","14300 Elsworth St.","Moreno Valley","California","92553","909-437-1476","33.913853","-117.270049","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","Suite 106","","","",""
"ycLyr5","Katahdin Beers","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","649 Pinkham Brook Rd","Durham","Maine","04222","","43.9501139","-70.0662684","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","",""
"BuIyYv","Kauai Beer Company","http://www.kauaibeercompany.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4265 Rice Street","Lihue,","Hawaii","96766","(808) 245-2337","21.9721315","-159.3648757","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Opened in 2013, the Kauai Beer Company is a neighborhood microbrewery producing artisan batches of high-quality craft beer to enjoy in a welcoming atmosphere. Our beer is available in our tasting room, as well as for sale to-go in durable, refillable growlers.","","2013","https://s3.amazonaws.com/brewerydbapi/brewery/oPxIne/upload_s5YmkH-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/oPxIne/upload_s5YmkH-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/oPxIne/upload_s5YmkH-large.png","Wed: 12:00 pm - 6:00 pm  Thu: 3:00 pm - 8:00 pm  Sat: 12:00 pm - 6:00 pm","","2013","","",""
"37vxjL","Kauai Island Brewery & Grill","http://www.kauaiislandbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4350 Waialo Road","Port Allen","Hawaii","96705","808.335.0006","21.9033748","-159.594645","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","Located in downtown Port Allen, “The Worlds Westernmost Brewery” and Kauai’s only brewpub, Kauai Island Brewery & Grill is open for business and eager to serve the Island of Kauai’s craft beer drinkers!    Kauai Island Brewing Company (KIBC) has its origins in Waimea Brewing Company, which had been located on the historic Waimea Plantations. When the lease was up, owners Bret and Janice Larson, along with their brewmaster Dave Curry and his wife Christina, decided to come together and become co-owners of their newly created Kauai Island Brewing Company, moving locations to Port Allen where they would have more space to brew the delicious beers they were known for.     After eight months of renovation, Kauai Island Brewing Company has its home in the industrial building complex of Port Allen Center, with an industrial theme to go along with both its surroundings and purpose of crafting quality beers. Its 35-foot high corrugated metal ceilings and walls give it an open and spacious feel. The retro atmosphere with chandelier lights hanging from the ceiling, a catwalk leading to the second story mezzanine over the entrance, and picture perfect views of the sunset over Port Allen bay from the second story window makes it hard to say goodbye to this beautiful place.    We offer up to 10 of our own handcrafted in-house beers as well as several guest microbrewed beers, all on draft. If you can't stay for a pint, that's okay! We sell 64-ounce growlers that you can fill and take with you, as well as kegs available for customer pickup.","","2012","https://s3.amazonaws.com/brewerydbapi/brewery/fdaHy4/upload_z7Q2gb-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/fdaHy4/upload_z7Q2gb-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/fdaHy4/upload_z7Q2gb-large.png","Mon - Sun: 11:00 am - 9:30 pm","","2012","","",""
"SqsntH","Kavalierhäuser Schloss Königs Wusterhausen","http://www.schloss-koenigs-wusterhausen.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Schloßplatz 1","Königs Wusterhausen","Brandenburg","15711","","52.284485","13.6193","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","2004","","","","","","","","",""
"57GOSM","Kaweah Brewing Co.","http://www.kaweahbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1054 E. Walnut Ave.","Tulare","California","93274","","36.1930718","-119.3320736","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Kaweah brewing Co. is a small scale hand crafted brewery! Every batch is made with finest ingredients available!","","2013","https://s3.amazonaws.com/brewerydbapi/brewery/hcuih5/upload_1jCsuk-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/hcuih5/upload_1jCsuk-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/hcuih5/upload_1jCsuk-large.png","","","","","",""
