"id","name","description","isOrganic","status","statusDisplay","createDate","updateDate","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","website","established","images__icon","images__medium","images__large","streetAddress","numberCode","yearOpened","hoursOfOperation","extendedAddress","yearClosed","mailingListUrl","isoCode"
"pCrCBH","Out of Bounds Brewing Company","Out of Bounds Brewing Company brings 16 years of Pacific Northwest brewing experience to Placer County and celebrates the Northern Californian lifestyle at it’s best. Chico-native and Head Brewer, Bruce MacPhee spent 10 years at the famed, Deschutes Brewing Company in Bend, Oregon before being hired by a Portland start-up, Coalition Brewing. Bruce has built a reputation for innovative handcrafted ales with English-style methodology and only using the finest ingredients from around the Pacific Northwest. The result is an extremely well balanced finished beer. It is for this reason, he has received numerous awards and recognition for his brewing techniques and recipes. Bruce brings his latest and greatest creations to Placer County and to his new Out of Bounds home. Come have a pint!  Setting trends, not following!","N","verified","Verified","2012-01-03 02:41:33","2014-10-07 16:56:33","Rocklin","CA","95677","916-259-1511","38.7990066","-121.2294821","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://outofboundsbrewing.com/","","https://s3.amazonaws.com/brewerydbapi/brewery/PIScgl/upload_QFcMnC-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/PIScgl/upload_QFcMnC-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/PIScgl/upload_QFcMnC-large.png","4480 Yankee Hill Road","","","Mon:  4:00pm - 9:00pm Tue:  4:00pm - 9:00pm Wed:  4:00pm - 9:00pm Thu:  4:00pm - 9:00pm Fri:  3:00pm - 11:00pm Sat:  12:00pm - 11:00pm Sun:  12:00pm - 6:00pm  TRIVA TUESDAYS, PING PONG WEDNESDAYS, CORN HOLE THURSDAYS, FOOSBALL FRIDAYS","Suite 100","","",""
"3ryQHK","Out.Haus Ales","The name came from friends in Massachusetts. Because our house was so far away from everyone we were named the Out.Haus. When I started labeling my homebrew, that was the name I decided to use.    I quit my full-time job on Friday, January 13, 2012 to focus all of my time and energy in creating a commercial brewery. After looking at various locations and out-buildings on the property I finally decided to convert part of the garage to the brewery.    On June 28 I finally got approval from the town to convert the garage. In July of 2013 I got a Certificate of Occupancy for the brewery from the town. On October 21, 2013 I got my federal approval. On November 8, I got my state approval. I have a fully licensed brewery.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Northwood","New Hampshire","03261","(603) 548-2151","43.1834799","-71.1629309","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","","2013","https://s3.amazonaws.com/brewerydbapi/brewery/gNckW3/upload_KuvHnq-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gNckW3/upload_KuvHnq-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gNckW3/upload_KuvHnq-large.png","49 Lucas Pond Rd","","2013","","","","",""
"41WIHg","Outer Banks Brewing Station","To continually strive to offer unique quality food and beverages in a comfortable, festive setting. We will strive to create a feeling of comradery between and among employees and patrons in a safe and noncompetitive working environment that allows for continued personal and professional growth.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Kill Devil Hills","North Carolina","27948","252-449-2739","36.009996","-75.658754","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://obbrewing.com/","2001","https://s3.amazonaws.com/brewerydbapi/brewery/Rew3Ib/upload_Q02KAH-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Rew3Ib/upload_Q02KAH-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Rew3Ib/upload_Q02KAH-large.png","600 South Croatan Hwy","","2001","Open 7 days a week!  Mon – Thurs at 3:00 pm  Fri – Sun at 11:30 am  Brunch on Sat and Sun til 4 pm","","","",""
"A6u3vC","Brewery & Pub","We are a very small-scale brewery and pub specializing in foreign and unique beers and eats.  Our brewery is a 1 barrel system (two kegs) which we use to create hand-crafted, more often than not, specialty ales.  Our brewery is based around experimentation, so our taps change frequently.  We usually do not brew the same beer twice, but will do so if enough people ask.    By definition, an outlander is a stranger, a foreigner, but here he is much more. This is how we see him: The outlander is the innovator; he is the one who drives change. It is the outlander, whether in mind or origin, who represents the ambitious, passionate pioneer who is willing to put everything on the line in order to make his dream come true. It’s often a simple dream, a dream to share his knowledge, his expertise with the ones who call him stranger. And certainly the public may reject his ideas, they may cast him back to where he came from. But does this ever worry the outlander? Never. Because the outlander believes in his ideas. He knows what he is offering is great and he knows others, once they put aside their prejudice, will know this too. He knows that someone who has invested their time, their life, their hopes and dreams behind something cannot fail. And he knows one last vital piece of information– that there have been many outlanders in this world before him and there will be many more to come.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Seattle","Washington","98103","(206) 486-4088","47.652227","-122.3555637","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://outlanderbrewing.com/","2012","https://s3.amazonaws.com/brewerydbapi/brewery/4iDXFJ/upload_pLt4tJ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/4iDXFJ/upload_pLt4tJ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/4iDXFJ/upload_pLt4tJ-large.png","225 N.36th St.","","2012","Monday – Closed  Tuesday – 4pm – 10pm  Wednesday – 4pm – 10pm  Thursday – 4pm – 12am  Friday – 4pm – 1am  Saturday – 2pm – 1am  Sunday – 2pm– 10pm","","","",""
"gLF6R7","Outlaw Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Alpharetta","Georgia","30004","404-514-8575","34.078998","-84.325509","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","1700 Harvest Cir","","","","","","",""
"ofE2TI","Outlaw Brewing","Small batch brewery paired with ""Bar 3 BBQ"" restaurant in Belgrade, MT.  Our 2 BBL kettle and 7 BBL fermenters allow us the flexibility to make many seasonal beers.  We pride ourselves on producing a ""new"" or seasonal beer every month.  Currently with 8 beers on tap, plan on always finding our Session Pale Ale, Chocolate Porter, Amber Ale, Irish Cream Ale, along with our current seasonals.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Belgrade","Montana","59714","406-388-9182","45.775047","-111.178327","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","2011","https://s3.amazonaws.com/brewerydbapi/brewery/dTzwww/upload_8iEzwT-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/dTzwww/upload_8iEzwT-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/dTzwww/upload_8iEzwT-large.png","100 South Broadway","","2011","Open 7 days a week.  11am to 8pm","","","",""
"FbJSGN","Outliers Brewing Company","Exceptional Indiana Beer","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Indianapolis","Indiana","46204","","39.775265","-86.1474455","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.outliersbrewing.com","","https://s3.amazonaws.com/brewerydbapi/brewery/1yMrDb/upload_YmGGb6-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/1yMrDb/upload_YmGGb6-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/1yMrDb/upload_YmGGb6-large.png","534 E North St","","","","","","",""
"liG1Jp","Oval Brewing Company","Oval Brewing is a start-up commercial brewery and tap-room, once open it will operate as a “social brewery” in Columbus, Ohio. It will be a production facility producing kegs and cans of craft beer for the local market. Attached to the brewery will be a tasting room where patrons can interact with the brewers, hang out, learn and -of course- taste.    OBC will have various social functions beyond creating excellent beer; the brewery space will be available as an event space for both public and private functions, a small entertainment venue, team building events, home-brewing classes and team-building workshops. We are also creating a “virtual boardroom” where customers can vote on upcoming beers and styles. These pieces will allow us to communicate directly with the our customers and community.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Columbus","Ohio","","","39.96196","-83.002984","Y","N","N","N","micro","Micro Brewery","US","United States","USA","http://www.ovalbrewing.com/","2012","https://s3.amazonaws.com/brewerydbapi/brewery/AD6iLC/upload_lD2ge9-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/AD6iLC/upload_lD2ge9-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/AD6iLC/upload_lD2ge9-large.png","","","2012","","","","http://ovalbrewing.com/contact/subscribe/",""
"IexuaY","OverGaard Brewhouse","Brewery is In Planning","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Yardley","Pennsylvania","19067","","40.241337","-74.83738","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","","",""
"uygijz","Overshores Brewing Co","Connecticut's own Belgian style brewery.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Killingworth","Connecticut","06419","206-948-1044","41.3316496","-72.589705","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.overshores.com/","2011","https://s3.amazonaws.com/brewerydbapi/brewery/EYQmvL/upload_urX0ZD-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/EYQmvL/upload_urX0ZD-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/EYQmvL/upload_urX0ZD-large.png","154 River Rd","","2011","","","","",""
"2uKpqs","Owl's Orchard Brewery","Beer-to-go in the Southeast Valley?  Yes!  Wait … based on the address, it appears to be located in a neighborhood.  Located approximately 25 minutes from Downtown Chandler, Owl’s Orchard Brewery is a normal but very friendly dude selling beer out of his garage in Queen Creek.  If you’re at all interested in how beer is made — just ask.  He’s got an easy to see setup and is more than happy to tell you about it (as time permits).","N","verified","Verified","2012-01-03 02:41:33","2014-08-14 11:24:48","Queen Creek","Arizona","85142","(480) 254-4070","33.213626","-111.639527","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","2013","https://s3.amazonaws.com/brewerydbapi/brewery/HESSbz/upload_Ducufr-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/HESSbz/upload_Ducufr-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/HESSbz/upload_Ducufr-large.png","20518 E Orchard Ln","","","","","","",""
"XIPWtQ","Oxbow Brewing Company","OXBOW is an American Farmhouse Brewery, specializing in traditional Belgian farmhouse beers with contemporary American influence.     We brew small batches of beer in a renovated barn on an 18 acre property in Newcastle, Maine.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Newcastle","Maine","04553","207-586-5211","44.082862","-69.562662","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.oxbowbeer.com","2011","https://s3.amazonaws.com/brewerydbapi/brewery/qs9b4m/upload_zLTXC1-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/qs9b4m/upload_zLTXC1-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/qs9b4m/upload_zLTXC1-large.png","","","2011","Growler fill on Friday afternoons from 2pm to 6pm","274 Jones Woods Road","","",""
"e0RHcS","Oxford Brewing Company","Crafting Beer for the South's New Generation of Beer Connoisseur","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Oxford","Mississippi","38655","","34.3658547","-89.5521987","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://oxfordmsbrewing.com/","","https://s3.amazonaws.com/brewerydbapi/brewery/gKlJgP/upload_9GX0QP-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gKlJgP/upload_9GX0QP-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gKlJgP/upload_9GX0QP-large.png","1613 Jackson Ave W.","","","","","","",""
"9c8L2r","Oy Sinebrychoff AB","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Kerava","","","358-(09)-294-991","60.3815304","25.1102488","Y","N","N","Y","micro","Micro Brewery","FI","Finland","FIN","","","","","","Sinebrychoffinaukio 1","246","","","","","",""
"lvr9CI","Oyster Bar Bistro and Brewery","(No longer brewing)","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Fort Wayne","Indiana","46825","1-260-490-6755","41.15578","-85.12368","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","","",""
"OFZxLj","OysterHouse Brewing Company","The Oyster House is a small micro brewery devoted to producing high quality, unique ales for beer and seafood lovers.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Asheville","North Carolina","28801","828-350-0505","35.594816","-82.553198","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.oysterhousebeers.com/","2009","https://s3.amazonaws.com/brewerydbapi/brewery/zCcJrf/upload_wQbT82-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/zCcJrf/upload_wQbT82-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/zCcJrf/upload_wQbT82-large.png","35 Patton Ave","","2009","","","","",""
"fjJ9dM","Ozark Beer Company","We strive to make great beer. Beer that speaks to the quality and character of who we are and also to the region that we represent. We are proud to be in the Ozark Mountains, with its relaxed atmosphere and eclectic population of farmers, craftsmen, and captains of industry. At Ozark Beer Company, we make beer that brings neighbors together, and that all people lucky enough to call the Ozarks home can be proud of.","N","verified","Verified","2012-01-03 02:41:33","2014-07-28 11:09:23","Rogers","Arkansas","72756","(479) 636-2337","36.316827","-94.117821","N","N","N","Y","micro","Micro Brewery","US","United States","USA","http://ozarkbeercompany.com","2013","https://s3.amazonaws.com/brewerydbapi/brewery/MVkVpP/upload_0NbOCM-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/MVkVpP/upload_0NbOCM-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/MVkVpP/upload_0NbOCM-large.png","1700 S 1st St","","2013","","","","",""
"0ZIlVA","P.D. Grant LLC","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","San Antonio","Texas","78249","210-381-8706","29.578368","-98.616304","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","13915 Bent Ridge Dr","","","","","","",""
"ct1Zeb","Pabst Brewing Company","At Pabst Brewing Company, we make beer with history, with a sense of place. From Milwaukee to Motown, through the Pacific Northwest and back East again, our brands are like family and hometown friends. And we should know a little something about regional pride: Since we started in 1844, we've welcomed 24 new states into the Union. Today, Pabst crafts over 25 classic brews with strict adherence to original standards of quality. Our brands rack up national and international festival awards. Most important, they continue to make memories in the places that mean a lot to our consumers.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","San Antonio","Texas","78296","1-800-935-2337","29.4497864","-98.5386319","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.pabst.com/","1844","https://s3.amazonaws.com/brewerydbapi/brewery/AKyyYN/upload_zUKMjt-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/AKyyYN/upload_zUKMjt-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/AKyyYN/upload_zUKMjt-large.png","PO Box 1661","","1844","","","","",""
"FCkNo2","Pacific Beach Alehouse","PB AleHouse is the perfect place to catch a game, relax with friends, or enjoy a romantic evening out.We're also a great place for parties. Give us a call to book your event!","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","San Diego","California","92109","(858) 581-2337","32.7942279","-117.255257","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.pbalehouse.com/","","https://s3.amazonaws.com/brewerydbapi/brewery/mehmho/upload_RzzCqi-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/mehmho/upload_RzzCqi-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/mehmho/upload_RzzCqi-large.png","721 Grand Ave.","","","Mon - Fri: 11:00 am - 2:00 am  Sat - Sun: 9:00 am - 2:00 am","","","",""
"FhW6gN","Pacific Breach","We are a Hawaiian craft brewery with a solid lineup that covers a wide range of styles. Some examples are: Hawaiian Pale Ale (finishes with hints of Hawaiian orange peel), Wai Meli (Spiced mead made from macadamia nut honey, which is produced *only* in Hawaii), and Green Tea Ginger, a light beer that starts with the smoothness of four kinds of green tea and finishes with a hint of ginger spice.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Pearl City","Hawaii","96782","(855) 710-BEER","21.407531","-157.976223","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://pacificbreach.com/","2012","https://s3.amazonaws.com/brewerydbapi/brewery/AIpa0U/upload_3maP6g-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/AIpa0U/upload_3maP6g-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/AIpa0U/upload_3maP6g-large.png","96-1233 Waihona St.","","","","","","",""
"hj7N75","Pacific Brewing Laboratory","Pac Brew Lab started in a garage as a place for Patrick and Bryan to experiment with new beer flavors, styles, and brewing techniques.  What started out as a place to share new creations with friends grew into a bi-monthly, totally free event with hundreds of our “new” friends and great local street food vendors.     Patrick and Bryan brew small batches which allows for constant beer experimentation.  They have been known to create exotic beer styles such as their Hibiscus Saison, Squid Ink Black IPA, Chamomile Ale, Lemongrass IPA, and Szechwan Peppercorn Red ale, wine soaked oak aged Brown Ale.  Pac Brew Lab is always on the lookout for new ingredients and inspirations that will help them create new and tantalizing yet pleasing and palatable beers for the public.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","San Francisco","California","","(415) 937-7843","37.777125","-122.419644","Y","N","N","N","micro","Micro Brewery","US","United States","USA","http://www.pacbrewlab.com/","2010","https://s3.amazonaws.com/brewerydbapi/brewery/BBw7o7/upload_vI6r1D-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/BBw7o7/upload_vI6r1D-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/BBw7o7/upload_vI6r1D-large.png","","","2010","","","","",""
"rWTBxT","Pacific Coast Brewing","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Oakland","California","94607","1-510-836-2739","37.8015971","-122.2743922","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","906 Washington Street","","","","","","",""
"uVorBs","Pacific Plate Brewing Company","Pacific Plate Brewing Company will create a unique canon of historic and Latin-American inspired Ales and Lagers. We utilize a combination of age-old techiques and modern scientific approaches to create a premium artisan product. Ultimately, we will beget a new reign of beer drinking experiences. After all, our motto is Nil Satis Nisi Optimum.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Monrovia","California","91016","(626) 239-8456","34.128471","-118.0020923","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://pacificplatebrewing.com/","2012","https://s3.amazonaws.com/brewerydbapi/brewery/g4IkyI/upload_BorQ1Z-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/g4IkyI/upload_BorQ1Z-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/g4IkyI/upload_BorQ1Z-large.png","1999 S Myrtle Ave","","2012","Monday & Tuesday: Closed  Wed. - Fri. 4pm - 10pm  Saturday 12pm - 10pm  Sunday 12pm - 6pm","","","",""
"TqC06u","Pacific Rim Brewing","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Seattle","Washington","98106","1-206-764-3844","47.514331","-122.352784","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","9832 14th Avenue SW","","","","","","",""
"CmDhK5","Burnaby","Canada’s longest running, British Columbian-owned brewery was established in 1957 on a fresh water spring in Prince George, BC. Originally named Caribou Brewing, Pacific Western Brewing Company (PWB) has had seven owners over it's storied past and achieved many milestones. Including, being the first Canadian brewer to export to mainland China in 1991 and then to Russia in 1996. Along the way these achievements have shaped the BC beer backbone for over fifty years.    PWB Accomplishments    2005 - First Canadian Gold Medal Winner, Industry International Awards in Munich  2003 - First ISO 9001 Certified Brewery in North America  1997 - First Certified Organic Lager Beer in Canada  1996 - First North American Brewery Certified to ISO 9002  1996 - First Lager and Lime Beer  1995 - First Malted Herb Beer  1993 - First Ice Beer in Canada  1988 - First Dry Beer in Canada  1983 - First Brewery Operated Beer Store in BC  1982 - First Dark Mild Beer in Canada  1969 - First Malt Liquor in Canada  1965 - First Canned Beer in BC","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Burnaby","British Columbia","V5G 4T9","(604) 421-2119","49.249219","-122.974695","Y","N","N","N","micro","Micro Brewery","CA","Canada","CAN","http://www.pwbrewing.net/","1957","https://s3.amazonaws.com/brewerydbapi/brewery/bSzuQk/upload_PMtfDd-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/bSzuQk/upload_PMtfDd-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/bSzuQk/upload_PMtfDd-large.png","3876 Norland Avenue","124","","","","","",""
"p5wVTW","Prince George","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Prince George","British Columbia","V2K 4M4","(250) 562-2424","53.931261","-122.783412","N","N","N","N","micro","Micro Brewery","CA","Canada","CAN","","","","","","641 North Nechako Road","124","","","","","",""
"9UG4pg","Packinghouse Brewing Company","More than a century ago the California citrus industry was born in our own city of Riverside. The citrus boom rapidly brought much prosperity and attention to the entire region. The Packinghouse Brewing Company name is a nostalgic tribute to the area’s original citrus packinghouses and the hard working laborers that brought about California’s “Second Gold Rush”.    PBCo. is honored to carry on the same tradition of a strong work ethic and support to our community.    The founders of PBCo. have blended a respect for our local cultural heritage with a passion for finely crafted micro brews. The result is an offering of signature styles that are as rich as the cultural backdrop in which they were conceived.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Riverside","California","92504","(951) 688-2337","33.954341","-117.440946","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.pbbeer.com/","","https://s3.amazonaws.com/brewerydbapi/brewery/QxHEpY/upload_Xxr9Xh-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/QxHEpY/upload_Xxr9Xh-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/QxHEpY/upload_Xxr9Xh-large.png","6421 Central Ave. 101-A","","","Tue - Sat:	1:00 pm - 8:00 pm  Sun:	1:00 pm - 5:00 pm","","","",""
"pPGV1H","Paderborner Brauerei Haus Cramer GmbH & Co. KG","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Paderborn","Nordrhein-Westfalen","D-33106","","51.73393","8.684877","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","1825","","","","Halberstädter Straße 45","276","","","","","",""
"69uoGL","Padre Island Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","South Padre Island","Texas","78597","956-761-9585","26.109362","-97.168222","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://pibrewingcompany.com/","1995","https://s3.amazonaws.com/brewerydbapi/brewery/YmURzO/upload_2KUO6Z-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/YmURzO/upload_2KUO6Z-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/YmURzO/upload_2KUO6Z-large.png","3400 Padre Boulevard","","","","","","",""
"iTdcPm","Pagosa Brewing Company","Pagosa Brewing Company™ & Grill is Pagosa Springs' Award-Winning Brewery, recommended by Sunset Magazine, National Geographic & The New York Times. We feature Local, Regional & Wild-Caught Pub Fare available in our dining room as well as 10,000 square feet of tree-covered Beer Garden with festival tent, full sized-stage, professional lighting & sound system. Hope you can join us!","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Pagosa Springs","Colorado","81147","970-731-2739","37.255196","-107.07996","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.PagosaBrewing.com/","1996","https://s3.amazonaws.com/brewerydbapi/brewery/At5v14/upload_77l9Tc-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/At5v14/upload_77l9Tc-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/At5v14/upload_77l9Tc-large.png","118 North Pagosa Boulevard","","","","","","",""
"eFEEXO","Pair O’ Dice Brewing","Our mission is to brew the beers WE like to drink, keeping them NON-CONFORMING, UNYIELDING, and always INTERESTING. Remaining environmentally and socially RESPONSIBLE as well as LOCALLY inspired and MOTIVATED. Always brewing the FRESHEST, highest QUALITY beer one can find resulting in CREATIVELY DAMN GOOD BEER.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Clearwater","Florida","33762","","27.878021","-82.693651","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","http://www.pairodicebrewing.com","","https://s3.amazonaws.com/brewerydbapi/brewery/VOKB4z/upload_ytWuxq-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/VOKB4z/upload_ytWuxq-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/VOKB4z/upload_ytWuxq-large.png","4400 118th Ave N","","","","Ste. 208","","",""
"gQxy6P","Pale Ale Brewing Company","Formerly Tom Cat Brewing - segued into Rock Creek Brewing in 1999.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Raleigh","North Carolina","27604","","35.809712","-78.618223","Y","N","Y","N","micro","Micro Brewery","US","United States","USA","","1997","","","","1249-A Wicker Drive","","1998","","","2000","",""
"KnMQZD","Pale Horse Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Salem","Oregon","97301","503-585-4369","44.9804976","-123.0002423","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://palehorsebrewing.com/","","","","","2359 Hyacinth St. NE","","","","","","",""
"x75Eie","Palisade Brewing Company","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Palisade","Colorado","81526","(970) 464-1462","39.1112068","-108.3532894","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.palisadebrewingcompany.com","","https://s3.amazonaws.com/brewerydbapi/brewery/nPw4IG/upload_BDLtxc-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/nPw4IG/upload_BDLtxc-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/nPw4IG/upload_BDLtxc-large.png","200 Peach Avenue","","","Mon - Tue: 12:00 pm - 10:00 pm  Wed: 12:00 pm - 11:00 pm  Thu: 12:00 pm - 10:00 pm  Fri: 12:00 pm - 11:00 pm  Sat: 11:00 am - 11:00 pm  Sun: 11:00 am - 9:00 pm","","","",""
"ZQo2s5","Palm Breweries","Brouwerij Palm is the brewery of the top-fermented beers from Brabant; in the rural settings of Steenhuffel between Antwerp and Brussels. The duchy of Brabant has a tradition of using all the best ingredients nature has to offer. The Brabant draught horse once was Belgium's most important export product. To emphasise how proud they are of their region of Brabant, Brouwerij Palm uses the Brabant draught horse as a logo for its top-fermented beer Special Palm.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Steenhuffel","Brabant","1840","+32 (0)52 31 74 11","50.9952837","4.2835005","Y","N","N","Y","micro","Micro Brewery","BE","Belgium","BEL","http://www.palmbreweries.com/","","","","","Steenhuffeldorp 3","56","","","","","",""
"WV1ql5","Palmbräu Zorn Söhne","","N","deleted","Deleted","2012-01-03 02:41:33","2014-07-23 19:11:34","Eppingen","Baden-Württemberg","D-75031","","48.761009","8.23147","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","1835","","","","Brettener Straße 12","276","","","","","",""
"G9uBTm","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Eppingen","Baden-Württemberg","D-75031","","48.761009","8.23147","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","","","","","Brettener Straße 12","276","","","","","",""
