"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","extendedAddress","locality","region","postalCode","phone","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","numberCode","mailingListUrl","yearClosed","currentPage","numberOfPages","totalResults"
"0hPHFO","Wop's Hops Brewing Company","Wop's Hops Brewing Co. is Sanford, Florida's first microbrewery. Come sample our fine Ales in our tasting room and beer garden. Dog friendly.","","","N","https://s3.amazonaws.com/brewerydbapi/brewery/ykwHM1/upload_rl3qKD-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ykwHM1/upload_rl3qKD-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ykwHM1/upload_rl3qKD-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-28 20:11:21","419 South Sanford Ave","","Sanford","FL","32771","407-8787819","Thurs,Fri and Sat 4pm Till Closing","28.8083298","-81.2648608","N","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"kDhJT9","Working Man Brewing Company","Working Man Brewing is Livermore’s newest brewery, located at 5542 Brisa Street, just off of Vasco Road.  Getting the brewery up and running has been a labor of love for the owners, taking the better part of 18 months to turn the space into a full production brewery.  We are excited to finally bring our love of beer and commitment to quality to Livermore, the Tri-Valley, and beyond.    Our story is one of two independent breweries, Mt. Diablo Brewing and Working Man Brewing Company, coming together to work on one common goal.  Both companies were founded by award-winning home brewers who have a passion to bring high quality, well crafted beer that is fresh and local.  A chance meeting brought these working men together; a shared vision now combines forces under one name, Working Man Brewing Company.    The company’s brewers have each have spent years working to perfect great beer recipes.  Beer geeks at heart, both will tinker and tweak the ingredients until the product is just right.  The main goal always being to make a beer they could be proud to share and proud to drink. We never let a beer go out the door that we don’t believe in.","http://www.workingmanbrewing.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/H8jawh/upload_zvrjZf-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/H8jawh/upload_zvrjZf-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/H8jawh/upload_zvrjZf-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5542 Brisa Street","Suite F","Livermore","California","94550","(925) 269-9622","Friday 4-7PM  Saturday 12-6PM  Sunday 12-4PM","37.697526","-121.725189","Y","N","N","Y","micro","Micro Brewery","US","2013","United States","USA","","http://beer.wickedcode.com/?page_id=641","","","",""
"KSMpEH","Workshop Brewpub","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2524 Southeast Clinton Street","","Portland","Oregon","97202","503-954-1606","","45.5033671","-122.6398102","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","","","",""
"wm5dNi","Wormtown Brewery","Worcester's only brewery.  Winner of numerous awards including the 2014 US Open Grand National Champion.","http://www.wormtownbrewery.com/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/bKPbvo/upload_Nepk2I-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/bKPbvo/upload_Nepk2I-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/bKPbvo/upload_Nepk2I-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-26 14:01:11","455 Park Ave","","Worcester","Massachusetts","01610","774-239-1555","Mon - Sun: 12:00 pm - 10:00 pm","42.254511","-71.8259346","Y","N","N","Y","micro","Micro Brewery","US","1978","United States","USA","","","","","",""
"Z5oRX9","Worth Brewing Company","Backed by the support of countless friends and neighbors, Worth Brewing Company opened on March 17, 2007. Its owners, the husband-and-wife team of Peter Ausenhus and Margaret Bishop, have lived near Northwood since their purchase of a nearby farmhouse and acreage in 1998. Nebraska natives, Peter and Margaret lived and worked in Minneapolis for many years before moving to Worth County, where Peter’s grandparents had lived and farmed and where Peter had spent much time as a boy.     Having already established Margaret’s engineering business in downtown Northwood, the couple turned next to Peter’s passion – brewing great beer. For 24 years, Peter has brewed award-winning beer, winning contests, teaching others and perfecting classic recipes along the way. He’s a BJCP National Beer Judge, has brewed professionally with Summit Brewing Company of St. Paul, Minn., and worked on staff at one of the country’s most popular brewing supply shops.    Worth Brewing Company is Peter and Margaret’s way of helping to reintroduce a great tradition – the locally owned brewery serving hand-crafted, high-quality, distinctive beers for the enjoyment of locals and lucky visitors. The nation’s small and mid-sized towns were once dotted with such breweries. Today, Worth Brewing – perhaps one of the world’s smallest craft brewers – brings a bit of those days back to delight the growing number of those who appreciate fine, locally brewed beers.","http://www.worthbrewing.com/","2007","N","https://s3.amazonaws.com/brewerydbapi/brewery/5hWjSw/upload_Khe2DC-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/5hWjSw/upload_Khe2DC-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/5hWjSw/upload_Khe2DC-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","826 Central Ave","","Northwood","Iowa","50459","641-324-4991","Tap Room Hours:   Wed: 5 to 9 p.m.  Fri: 5 to 11 p.m.  Sat: noon to 11 p.m.","43.444055","-93.220486","Y","N","N","Y","micro","Micro Brewery","US","2007","United States","USA","","","","","",""
"RC4BkU","Worthy Brewing","Worthy Brewing is going big.  We hit the ground running as a production brewery with the capacity to brew 60,000 barrels from the get go.  With about 22,000 square feet of  floor space and an average ceiling height of 35 feet, we’ll have plenty of room to grow in.","http://www.worthybrewing.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/LnNf4b/upload_f7xPLI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/LnNf4b/upload_f7xPLI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/LnNf4b/upload_f7xPLI-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","495 NE Bellevue Ave.","","Bend","Oregon","97701","(541) 639-4776","Mon - Thu: 11:00 am - 10:00 pm  Fri - Sat: 11:00 am - 11:00 pm  Sun: 11:00 am - 10:00 pm","44.0548956","-121.2613389","Y","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","","","","","",""
"xd2mdS","Wrecker Brewing","","","","N","https://s3.amazonaws.com/brewerydbapi/brewery/fE3e0J/upload_U4jxQS-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/fE3e0J/upload_U4jxQS-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/fE3e0J/upload_U4jxQS-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-05 12:26:32","","","New Albany","Indiana","","","","38.2856247","-85.8241312","Y","Y","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"eGtqKZ","Wrecking Bar Brewpub","The most exciting new brewpub in Atlanta! A cornerstone of both Little Five Points and Inman Park at the corner of Moreland and Austin Ave. Brewpub on lower level facing Austin.","http://www.wreckingbarbrewpub.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/GmYAZI/upload_jgE51A-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/GmYAZI/upload_jgE51A-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/GmYAZI/upload_jgE51A-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","292 Moreland Avenue NE","","Atlanta","Georgia","30307","(404) 221-2600","Mon - Thu:	4:00 pm - 11:00 pm  Fri:	4:00 pm - 12:00 am  Sat:	12:00 pm - 12:00 am  Sun:	12:00 pm - 11:00 pm","33.763276","-84.349233","Y","N","N","Y","brewpub","Brewpub","US","2011","United States","USA","","","","","",""
"3LX5bo","Wuppertaler Brauhaus","","http://www.wuppertalerbrauhaus.de/","1997","N","https://s3.amazonaws.com/brewerydbapi/brewery/O4qGIu/upload_hnoeh5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/O4qGIu/upload_hnoeh5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/O4qGIu/upload_hnoeh5-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Kleine Flurstraße 5","","Barmen","Nordrhein-Westfalen","D-42275","","","51.271556","7.19657","N","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","","","",""
"BPXFga","Würzburger Hofbräu AG","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Hchberger Strae 28","","Wrzburg","Bayern","","49-(0)931-/-4109-0","","49.7918864","9.9150578","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","","","",""
"njG3q1","Wychwood Brewery","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","The Eagle Maltings","","Witney","Oxford","","44-(01993)-890800","","33.613075","-85.835699","Y","N","N","Y","micro","Micro Brewery","GB","","United Kingdom","GBR","826","","","","",""
"2Mhg8t","Wyder's Cider Company","Wyder's® Cider was formulated in 1987 by cider master Ian Wyder who learned his craft in England at one of the UK's premier ciderys.    Wyder's Cider was first sold in Vancouver, Canada and was later introduced into the US market in Washington and Oregon. Northern California's Bay Area got a taste in 1993 and Wyder's Cider is now widely available throughout the Western US.","http://www.wyders.com/","1987","N","https://s3.amazonaws.com/brewerydbapi/brewery/22BrYf/upload_bYKHGR-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/22BrYf/upload_bYKHGR-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/22BrYf/upload_bYKHGR-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","153 Pond Lane","","Middlebury","Vermont","05753","802-388-0700","","44.034351","-73.173546","Y","N","N","Y","micro","Micro Brewery","US","1987","United States","USA","","","","","",""
"egQUIK","Wye Valley Brewery","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Stoke Lacy HR7 4HG","","Stoke Lacy","Hereford and Worcester","","44-(01885)-490505","","52.146875","-2.550715","Y","N","N","Y","micro","Micro Brewery","GB","","United Kingdom","GBR","826","","","","",""
"tZqsYb","Wylam Brewery","A well established successful brewery in Northumberland, UK.","http://www.wylambrewery.co.uk/","2000","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","South Houghton Farm,","Heddon on the Wall","Northumberland","","NE15 0EZ","+44 1661 853377","Monday	9:00 am – 4:00 pm  Tuesday	9:00 am – 4:00 pm  Wednesday	9:00 am – 4:00 pm  Thursday	9:00 am – 4:00 pm  Friday	9:00 am – 3:00 pm  Saturday	Closed  Sunday	Closed","54.9949878","-1.805779","Y","N","N","Y","micro","Micro Brewery","GB","2000","United Kingdom","GBR","826","","","","",""
"H09IRl","Wynkoop Brewing Company","Colorado’s first brewpub, Wynkoop Brewing Company was founded in 1988 by a group of young entrepreneurs and urban pioneers led by current Denver Governor John Hickenlooper.    Our brewpub’s hallmarks -- highly acclaimed small-batch beers, high quality food & service, the city’s best pool hall and our glorious 1888 building -- helped make us a major catalyst for the revival of Lower Downtown Denver.    Today Wynkoop Brewing Company is a beer-blessed Denver institution, a must-visit Colorado landmark and one of the nation’s most revered craft breweries.    We’re also one of the city’s best places for private and corporate events. We’ve hosted everything from Democratic National Convention parties to beer festivals, weddings and company conferences. (All with great beer and food.)    Today we’re expanding our downtown brewing efforts to deliver more of our ambitious, artisan-style craft beer to Denver’s best beer outlets. Look for cans of our beer in local stores and kegs of all of our beers at the area’s top bars and restaurants.","http://www.wynkoop.com/","1988","N","https://s3.amazonaws.com/brewerydbapi/brewery/GfdTrX/upload_oxC8S0-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/GfdTrX/upload_oxC8S0-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/GfdTrX/upload_oxC8S0-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1634 18th Street","","Denver","Colorado","80202","303-297-2700","Mon - Sun: 11:00 am - 2:00 am","39.753509","-104.998505","Y","N","N","Y","micro","Micro Brewery","US","1988","United States","USA","","","","","",""
"tJs6bC","Wynwood Brewing Company","Wynwood Brewing Company is Miami’s first craft production brewery in the heart of Wynwood Art District, featuring a tap room. We are family owned and operated with the simple objective of bringing fresh, delicious, and creative beers to thirsty South Floridians and tourists alike. We operate a 15-barrel brewhouse and distribute our blond ale, IPA, Porter, barrel aged Strong Ales and seasonal offerings.","http://www.wynwoodbrewing.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/i1FXcN/upload_aklOyy-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/i1FXcN/upload_aklOyy-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/i1FXcN/upload_aklOyy-large.png","deleted","Deleted","2012-01-03 02:41:33","2014-10-18 07:59:55","3232 Coral Way","#1708","Miami","Florida","33145","305-434-0323","","25.7500026","-80.2472165","N","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"PhVTto","Wynwood Brewing Company","","http://wynwoodbrewing.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-10-18 07:59:25","565 NW 24 Street","","Miami","Florida","33127","(305) 640-5043","Tue:  2:00pm - 11:00pm Wed:  2:00pm - 11:00pm Thu:  2:00pm - 11:00pm Fri:  2:00pm - 12:00am Sat:  12:00pm - 12:00am Sun:  12:00pm - 10:00pm  ","25.800161","-80.20435","Y","N","N","Y","micro","Micro Brewery","US","2013","United States","USA","","","","","",""
"EiCuSk","WYOld West Brewing Company","WYOld West Brewing Company features goods from Wyoming's sun-kissed harvest. Located in the heart of downtown Powell, Wyoming.","http://wyoldwest.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/hfm9Wj/upload_HCrzk0-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/hfm9Wj/upload_HCrzk0-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/hfm9Wj/upload_HCrzk0-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-24 19:16:07","221 N Bent St","","Powell","Wyoming","82435","","","44.7546391","-108.7569372","Y","Y","Y","N","brewpub","Brewpub","US","","United States","USA","","","","","",""
"Vdaukd","Wyoming State Brewing Company","The World Famous Wonder Bar is home to the Wyoming State Brewing Company, Casper’s only premium microbrewery.    Brewmaster Ty Martinez handcrafts brews from the finest ingredients and leaves the beer unfiltered, resulting in nothing but pure, bold flavors. Our taps rotate constantly, so you always have something new to try.    Over the past few years, we have grown, but we’re still a small-town business with a few local employees who are as passionate about their beer as they are about the Wyoming lifestyle. They work hard  and are dedicated to the unofficial drink of our great state.    Craving an amazing small-batch beer? We make over 15 styles of beer—from Big Horn Black Ale with toasted malt to Oil City IPA, and Grandma Betty’s Pale Ale made with apricots—and we hope you enjoy them as much as we do.    Take home a fresh Wyoming State Brewing Company growler from our huge selection. Our brew flavors rotate regularly, so be sure to check out our Facebook page or website for the daily picks. And don’t forget your punch card. Fill 9 and get the 10th free.","http://www.thewonderbar.com/wyoming-state-brewing-company/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/YyPy4g/upload_tE0KDV-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/YyPy4g/upload_tE0KDV-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/YyPy4g/upload_tE0KDV-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-18 17:18:15","256 South Center","","Casper","Wyoming","82601","307-234-4110","","42.847645","-106.325566","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"7xJiu4","Wyoming Territory Brewing Company","","http://www.buffalobillcodybeer.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","Cody","Wyoming","","","","44.526084","-109.057264","Y","N","N","N","micro","Micro Brewery","US","","United States","USA","","","","","",""
"cAAw95","Main Office","","http://www.xbeeriment.dk/","2008","N","https://s3.amazonaws.com/brewerydbapi/brewery/Qywqcj/upload_vxDAAV-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Qywqcj/upload_vxDAAV-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Qywqcj/upload_vxDAAV-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Højmosevej 42","","2400 København NV","København","","+45 23 84 73 62","","38.502045","-117.022583","Y","N","N","N","office","Office","DK","2008","Denmark","DNK","208","","","","",""
"BsdMlk","XII Tribes Brewing Company","Dedicated to quality craft beer, & creating a culture of integrity for the everyday go-getter. Experience the weekend everyday. High Point, NC. 2015.","http://twelvetribesbrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/dD3bU7/upload_6Yc9Bv-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/dD3bU7/upload_6Yc9Bv-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/dD3bU7/upload_6Yc9Bv-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-29 12:19:12","","","High Point","North Carolina","27260","","","35.9623181","-79.9752212","N","Y","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"kH2X3V","Yak & Yeti Brewpub","The Yak and Yeti Brewpub is located in Olde Town Arvada and resides in an 1864 haunted Victorian brick mansion. Our 7 barrel brewhouse can be seen from the lobby near the bar.     All our beers are handcrafted by our brewmaster, Adam Draeger. Seasonals beers are released monthly and sometimes weekly. Stop by for pint of craft beer or take home a growler today.","http://www.theyakandyeti.com/","2008","N","https://s3.amazonaws.com/brewerydbapi/brewery/De8Q5F/upload_BrArvM-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/De8Q5F/upload_BrArvM-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/De8Q5F/upload_BrArvM-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","8665 N Sheridan Bvld","","Westminster","Colorado","80003","303-426-1976","","39.8536985","-105.0529843","N","N","N","Y","restaurant","Restaurant/Ale House","US","2001","United States","USA","","","","","",""
"RzRrsp","","","http://www.theyakandyeti.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7803 Ralston Road","","Arvada","Colorado","80002","303-431-9000","Mon - Sat: 11:00 am - 9:30 pm  Sun: 11:00 am - 9:00 pm","39.802325","-105.084091","Y","N","N","Y","brewpub","Brewpub","US","2008","United States","USA","","","","","",""
"O0JDg5","Yakima Craft Brewing Co.","Yakima Craft Brewing Co. is a craft beer brewery located in the heart of North America's leading producer of hops, the Yakima Valley in the state of Washington. We produce high-quality craft ales and lagers with an emphasis on full-bodied taste and unique character.     YCBC labels are available in the greater Yakima Valley and in many locations in the state of Washington (and occasionally, beyond).","http://www.yakimacraftbrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/ey4s2u/upload_TqFwzI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ey4s2u/upload_TqFwzI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ey4s2u/upload_TqFwzI-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2920 River Road (#6)","","Yakima","Washington","98902","509-654-7357","Mon - Thu:	4:00 pm - 8:00 pm  Fri:	3:00 pm - 8:00 pm  Sat:	1:00 pm - 10:00 pm","46.617979","-120.548065","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"yuU9MN","Yaletown Brewing","The Yaletown Brewing Company is Vancouver's original and best Brewpub. Founded in 1994, just as the former warehouse district of Yaletown was just beginning to emerge as a destination for businesses and residents, the YBC was built with the vision of being a true neighbourhood pub - a welcoming gathering place whether you arrived dressed in a suit or flip-flops.","http://www.markjamesgroup.com/yaletown.html","1994","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1111 Mainland Street","","Vancouver","British Columbia","V6B 2T9","604-688-0039","Sun - 11:30am - Midnight  Mon - 11:30am - Midnight  Tues - 11:30am - Midnight  Wed - 11:30am - Midnight  Thur - 11:30am - 1am  Fri - 11:30am - 3am  Sat - 11:30am - 3am","49.2754449","-123.1207075","Y","N","N","Y","brewpub","Brewpub","CA","1994","Canada","CAN","124","","","","",""
"5h2wiE","Yalobusha Brewing Company","Brewed In The Red Clay Hills Of North Mississippi","http://www.yalobushabrewing.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/rFWqUe/upload_sGv7uO-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/rFWqUe/upload_sGv7uO-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/rFWqUe/upload_sGv7uO-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","102 South Main","","Water Valley","Mississippi","38965","(855) 925-6273","Mon - Sat: 9:00 am - 6:00 pm","34.1445677","-89.6353293","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"bECxVo","Yamhill Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","Portland","Oregon","","","","45.511795","-122.675629","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"T5fkoD","Yard Owl Craft Brewery","YARD OWL ales are brewed in a traditional European style. Hand crafted exclusivly by James Walsh and Kristop Brown, YARD OWL brews will be available at fine pubs, bodegas, farm markets, and local stores in the summer of 2012, the dawn of wisdom (by the pint.)","http://www.yardowlcraftbrewery.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/KElhLo/upload_uW4SDM-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/KElhLo/upload_uW4SDM-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/KElhLo/upload_uW4SDM-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","New Paltz","New York","","(845) 633-1325","","41.746115","-74.078459","Y","Y","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"DXvlfF","Yards Brewing Company","In 1988, two cash-strapped collegiate wrestlers realized that they could sustain their thirst for quality beer without spending their modest savings at the local liquor store by brewing beer themselves. So began the friendship of Tom Kehoe and Jon Bovit.    As they made their way through college they continued to experiment with homebrewing and formulating new recipes. Proud of their product, they were eager to share it with friends. An instant favorite, it wasn't long until they realized their modest homebrewing operation wasn't going to be enough to satisfy the growing demand.    During the early 1990s, many breweries opened, and craft brewing started to gain popularity. Working in a small English-style brewery in Western Maryland, Tom Kehoe and Jon Bovit decided to take matters into their own hands, and in 1994, they founded Yards Brewing Company.","http://www.yardsbrewing.com/","1994","N","https://s3.amazonaws.com/brewerydbapi/brewery/jwWiTH/upload_pXUGPy-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/jwWiTH/upload_pXUGPy-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/jwWiTH/upload_pXUGPy-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","901 N. Delaware Avenue","","Philadelphia","Pennsylvania","19123","215-634-2600","Mon: 12:00 pm - 7:00 pm  Tues - Wed: 12:00 am - 7:00 pm  Thurs - Sat: 12:00 pm - 7:00 pm  Sun: 12:00 pm - 4:00 pm","39.962616","-75.136253","Y","N","N","Y","micro","Micro Brewery","US","1994","United States","USA","","","","","",""
"preZog","Yazoo Brewing Company","Yazoo Brewing began as just a dream, stoked by years of homebrewing in the basement. Linus and Lila Hall moved to Nashville from Mississippi in 1996, with Linus going to work as a tire engineer for Bridgestone and Lila as a curator for the Parthenon. Trying to make tires more round proved to be less fulfilling than making great beer, so with the encouragement of Lila, Linus quit his job, got a business degree from Vanderbilt and a craft-brewing education through a course at the American Brewer's Guild, and did an internship under Garrett Oliver at Brooklyn Brewery. Linus found a used 10 bbl brewing system from a brewpub in Iowa that had gone out of business, and went to work restoring a corner of the old Marathon Motorworks building for their brewery. Yazoo Brewing opened for business in Oct 2003, and quickly gained an enthusiastic local following.","http://www.yazoobrew.com/","2003","N","https://s3.amazonaws.com/brewerydbapi/brewery/gUJBgl/upload_P8vokp-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gUJBgl/upload_P8vokp-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gUJBgl/upload_P8vokp-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-23 15:00:53","910 Division St","","Nashville","Tennessee","37203","615-891-4649","Thu:  4:00pm - 8:00pm Fri:  4:00pm - 8:00pm Sat:  2:00pm - 8:00pm Wed:  4:00pm - 6:00pm  Wednesday are Growler fills only","36.1509754","-86.7821302","Y","N","N","Y","micro","Micro Brewery","US","2003","United States","USA","","","","","",""
"b80J5o","Yeastie Boys","","http://www.yeastieboys.co.nz/","2008","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","","Wellington","","(27) 4186639","","-41.280515","174.767121","Y","N","N","Y","micro","Micro Brewery","NZ","2008","New Zealand","NZL","554","","","","",""
"4JAg2G","Dallas","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2920 North Henderson Ave","","Dallas","Texas","75206","214-824-2739","","32.820959","-96.784845","Y","N","N","N","micro","Micro Brewery","US","","United States","USA","","","","","",""
"SBNNy7","Yellow House Canyon Brew Works","YHCBW is a production brewery, sitting on the edge of our namesake, bringing craft brewing to the plains in an exciting way. Saddle up and help us bring this new ride to West Texas. Drink deeply and enjoy!","http://www.yellowhousecanyonbrewworks.com/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/KKyLlo/upload_bSrWNu-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/KKyLlo/upload_bSrWNu-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/KKyLlo/upload_bSrWNu-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","601 North University Ave.","","Lubbock","Texas","79415","806-744-1917","","33.6052477","-101.870499","Y","N","N","Y","micro","Micro Brewery","US","2010","United States","USA","","","","","",""
"nrqMKx","Yellow Springs Brewery","Yellow Springs Brewery is about creating more than just great tasting beer. We’re about Crafting Truth To Power. It’s a pretty simple concept, one that holds within it the purpose of self-expression and the promise of a stronger community.","http://yellowspringsbrewery.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/CYcZRc/upload_ut3YQZ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/CYcZRc/upload_ut3YQZ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/CYcZRc/upload_ut3YQZ-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","305 Walnut St","","Yellow Springs","Ohio","45387","(937) 767-0222","Wednesday through Friday 3-10pm  Saturday 1-10pm  Sunday 1-6pm","39.8101503","-83.8898334","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"lKOz9F","Yellow Truck Brewing Company","Yellow Truck Brewing Company's owners, Ross and Amanda Franklin, aspire to have their brewery be among Asheville's great craft breweries!","http://yellowtruckbrewingcompany.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4 Marjorie Street","","Asheville","North Carolina","28801","828-712-3546","","35.594923","-82.549525","Y","Y","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"plRvOg","YellowBelly Brewery & Public House","","http://www.yellowbellybrewery.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","288 Water Street & 1 George Street","","St. John's","Newfoundland","A1C 1B7","709 757 3784","","47.56238","-52.70915","Y","N","N","Y","micro","Micro Brewery","CA","","Canada","CAN","124","","","","",""
