"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","numberCode","extendedAddress","yearClosed","mailingListUrl"
"RJwRxf","Salem Beer Works","When you're in the area for a visit or a resident of the NorthShore, Salem Beer Works is the spot to enjoy Bold American Food and Award Winning Beer. Along with the stellar service, warm inviting interior, seasonal patio and proximity to the Salem waterfront, Salem Beer Works will make your day or evening a memorable one.    Salem franchise of Boston Beer Works.","http://www.beerworks.net/html/locations_salem.html","1996","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","278 Derby Street","Salem","Massachusetts","01970","978-745-BEER","","42.520383","-70.8909666","Y","N","N","Y","brewpub","Brewpub","US","1996","United States","USA","","","",""
"RDG0mx","Salish Sea Brewing","Salish Sea Brewing Co. is focused on providing the best the region has to offer in fine hand-crafted ales and lagers.    Jeff and Erika are regular people with real dreams. Erika and Jeff were friends in early college years who found each other later, dated, got married, started a family, then asked each other, “What do you really want to do in life…(when you grow up)?”  They liked beer, liked making beer, liked having a good time, and liked sharing their likes with others.    Their first homebrew settings were humble: Jeff’s nose sticking deep into a carboy of fermenting beer in a friend's small apartment.    They evolved from the stove top with extract batches, to setting up a small, all-grain batch brewery (8 gallon kettles - Thanksgiving turkey frying pots -  on propane burners with converted coolers for mash tuns) on the back porch,  to bigger and bigger goals.  From a 5 gallon pot on the stove (with a batch of extract syrup), to a 10 gallon converted cooler (with cracked grain), and kegs turned to kettles, to working on a 15 barrel brewery creating batches that go state to state, national, international...  They made batches at home for themselves, their friends, for weddings, parties, etc..  and realized this is what they wanted to do for a job.   Jeff apprenticed with a professional brewer (local celebrity Skip Madsen of Pike, Boundary Bay, American, etc…) and learned the pro angle of the trade.   They have seen the evolution, gone through it, appreciate it, and are happy to be where they are today.    Salish Sea Brewing Co. is a 10 bbl (310 gallon per batch) establishment.  We hope to brew twice a week, offering a variety of ales and the occasional lager and pilsner.     Jeff and Erika have a  6-year-old little girl and a 2-year-old son.  They are family oriented and hope for the brewery to be family approachable.   Families are welcome, but this is a brewery with a tasting room, not a playground (we do not cater to children).  Please respect our space and the space of others.  Minors must be accompanied by an adult.     Our roots are solid, our goals are lofty, but our dreams, aspirations, and hopes are high.  We want to create a place to showpiece our beers, invite your friends and families, and for you all to have a great time.    The Salish Sea Brewing Company is the real deal!    We have three 10bbl fermenters in place, the 10bbl bright tank, kettle, and mash up and running!  Please join us for a beer soon.","http://salishbrewing.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/s2QjsH/upload_KihU2P-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/s2QjsH/upload_KihU2P-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/s2QjsH/upload_KihU2P-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-24 13:41:23","518 Dayton Street","Edmonds","Washington","98020","425-582-8474","Wed:  3:00pm - 10:00pm Thu:  3:00pm - 10:00pm Fri:  12:00pm - 11:00pm Sat:  12:00pm - 11:00pm Sun:  12:00pm - 8:00pm  Closed on Mondays.","47.8096929","-122.3767578","Y","N","N","Y","tasting","Tasting Room","US","","United States","USA","","Suite 104","",""
"3dfG76","Salmon Creek Brewery & Pub","We are located in downtown Vancouver, WA. The brick building is covered with ivy and has an open patio where, in warm weather, you can relax and enjoy one of our many fine hand crafted brews. Salmon Creek Brewery has brewed exceptional handcrafted ales since 1994. Starting as a small brewery and distributor in Woodland, WA, Salmon Creek Brewery now continues to offer artistically handcrafted  beers of European inspiration with a personal touch given by our Master Brewer. Over the years, Salmon Creek has maintained its commitment to innovation, exceptional quality and customer service.","http://salmoncreekbrewpub.com/","1994","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","108 West Evergreen Boulevard","Vancouver","Washington","98660","360-993-1827","Tuesday – Saturday: 3pm to 10pm","45.628786","-122.6718","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"fxO4GX","Salmon River Brewery","","http://www.salmonriverbrewery.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","300 Colorado St","McCall","Idaho","83638","208-634-4772","","44.9058916","-116.0991461","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"IH6sPy","Salopian Brewery","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","67 Mytton Oak Road","Shrewsbury","Shropshire","","44-(01743)-248414","","52.7068608","-2.7870462","Y","N","N","Y","micro","Micro Brewery","GB","","United Kingdom","GBR","826","","",""
"jcF9Q6","Salt Creek Brewery","Salt Creek Brewery in Bedford, Indiana is Lawrence County's first and only craft brewery. Located in a comfortable and uniquely converted service garage north of Bedford on East Trogdon Lane.    This state of the art brewery was once a popular service garage. The former ""alignment pit"" at Salt Creek Brewery now serves as what may be the only open pit brewery in the U.S.","http://www.saltcreekbrewery.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/BlEtJH/upload_vm5Csx-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/BlEtJH/upload_vm5Csx-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/BlEtJH/upload_vm5Csx-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-07 14:01:31","466 Old State Rd. 37","Bedford","Indiana","47421","812-277-(8277)","Wed:  4:00pm - 9:00pm Thu:  4:00pm - 9:00pm Fri:  4:00pm - 11:00pm Sat:  11:00am - 11:00pm Sun:  11:00am - 9:00pm  ","38.92471","-86.526938","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"LvxxZX","Salt Creek Tap Room","","https://www.facebook.com/pages/Salt-Creek-Tap-Room/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-10-07 14:06:09","3876 W. 3rd Street","Bloomington","Indiana","47404","","Mon:  3:00pm - 10:00pm Tue:  3:00pm - 10:00pm Wed:  3:00pm - 10:00pm Thu:  3:00pm - 10:00pm Fri:  3:00pm - 10:00pm Sat:  3:00pm - 10:00pm Sun:  3:00pm - 10:00pm  Mon - Sun: 3:00pm - 10:00pm","39.1646532","-86.5811954","N","N","N","Y","tasting","Tasting Room","US","","United States","USA","","","",""
"LI89RY","Saltwater Brewery","Saltwater Brewery is more than a craft brewing company, it's a way of life. We are a team of native Floridians whose roots and values spur from a lifestyle that revolves around the Ocean.  This attachment and desire to maintain the world's greatest wonder, is what drove us to pursue a way to give back while continuing to refine our taste for our unique quality craft beers.","http://www.saltwaterbrewery.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/dZiocE/upload_7enSb6-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/dZiocE/upload_7enSb6-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/dZiocE/upload_7enSb6-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1701 W. Atlantic Avenue","Delray Beach","Florida","33444","(561) 450-9519","","26.4616614","-80.0907739","Y","Y","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"Ork9gX","Salty Nut Brewery","","http://www.saltynutbrewery.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/KHd8BS/upload_9emvkU-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/KHd8BS/upload_9emvkU-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/KHd8BS/upload_9emvkU-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Huntsville","Alabama","35816","","","34.7438027","-86.6157527","Y","Y","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"9wAMsN","Salud Beer Shop","Our 1-barrel system nanobrewery will feature rotating brewers from local homebrewer clubs and local breweries. We’re excited to source local ingredients and work with experimental hops to create unique beer recipes. As always, we will do our best to include sour and wild ales into the mix.  Beers produced by the system will only be available in-house at Salud Beer Shop.","http://www.saludbeershop.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/9wAMsN/upload_zIySQ5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/9wAMsN/upload_zIySQ5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/9wAMsN/upload_zIySQ5-large.png","verified","Verified","2014-10-29 12:05:49","2014-10-29 12:05:49","","","","","","","","","","","","","","","","","","","","","",""
"uapgZP","Sam Choy's Breakfast, Lunch, Crab & Big Aloha Brewery","","http://www.samchoy.com/","1997","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","580 North Nimitz Highway","Honolulu","Hawaii","96817","808-545-7979","","21.313594","-157.869608","Y","N","N","Y","brewpub","Brewpub","US","1997","United States","USA","","","",""
"btEagG","samara beer","","","","N","","","","new_unverified","New, Unverified","2014-11-01 20:55:42","2014-11-01 20:55:42","","","","","","","","","","","","","","","","","","","","","",""
"WuYUiq","Sambrook's","","http://www.sambrooksbrewery.co.uk","2008","N","https://s3.amazonaws.com/brewerydbapi/brewery/TzG5MY/upload_9nLguT-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/TzG5MY/upload_9nLguT-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/TzG5MY/upload_9nLguT-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Unit 1 & 2 Yelverton Road","London","London","SW11 3QG","+44 (0) 207 228 0598","(book in advance)  Monday – Thursday  7pm – 8.30pm    Saturdays  1pm – 2.30pm  3pm – 4.30pm","51.4708458","-0.1757194","Y","N","N","Y","micro","Micro Brewery","GB","2008","United Kingdom","GBR","826","Battersea","",""
"ZjeFf8","Samoa Breweries Limited","","http://www.vailima.ws/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","Apia","","(685) 20 200, 20 201","","-13.8333333","-171.75","Y","N","N","Y","micro","Micro Brewery","WS","","Samoa","WSM","882","","",""
"9EHIsH","Samuel Smith Old Brewery","The Old Brewery at Tadcaster was established in 1758. It is Yorkshire’s oldest brewery. Traditional methods of brewing have been retained at The Old Brewery. The brewery still has its own cooper making and repairing all its oak casks. All Samuel Smith’s naturally conditioned draught beer is served from the wood. The original well at The Old Brewery, sunk in 1758, is still in use, with the brewing water being drawn from 85 feet underground.    Samuel Smith’s ales and stouts (except draught Sovereign and Extra Stout) are fermented in ‘stone Yorkshire squares’~ fermenting vessels made of solid slabs of slate ~ which give the beers a fuller bodied taste.     The yeast used to ferment Samuel Smith’s ales has been of the same strain since the nineteenth century.  Samuel Smith’s grey Shire horses are stabled behind the Angel & White Horse, the pub next to the brewery.","http://www.samuelsmithsbrewery.co.uk/","1758","N","https://s3.amazonaws.com/brewerydbapi/brewery/DbGzFb/upload_ugRsbR-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/DbGzFb/upload_ugRsbR-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/DbGzFb/upload_ugRsbR-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","High Street","Tadcaster","North Yorkshire","","44-(01937)-839201","","53.883845","-1.261709","Y","N","N","Y","micro","Micro Brewery","GB","","United Kingdom","GBR","826","","",""
"6Sl13O","San Biagio","","http://www.birramonasta.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Loc. Lanciano, 42","","Nocera Umbra","06025","+39 (0) 742 813515","","43.1134952","12.7875614","Y","N","N","Y","micro","Micro Brewery","IT","","Italy","ITA","380","","",""
"lY071i","San Diego Brewing","We are a multi-tap brew pub, pouring 8-10 house brews along with 40 guest brews.  We offer a pub style menu to accompany our great tap list.   We offer the NFL, MLB and NBA sports viewing with a multitude of large screen tv's.","http://www.sandiegobrewing.com","1993","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","10450-L Friars Road","San Diego","California","92120","1-619-284-2739","","32.792159","-117.098768","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"NrivB9","San Luis Valley Brewing Co","The San Luis Valley Brewing Company began with a desire to offer the finest in craft brews and fine food in an inviting atmosphere -- a place where community thrives. Scott and Angie Graber create the brews on the premise, our culinary staff prepares wonderful food, and local designer Kris Gosar has created a setting where it is easy to savor both. The Brewery opened in March, 2006. We invite you to browse around our website and learn more about us.","http://www.slvbrewco.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/Z5oRX9/upload_ekd8uJ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Z5oRX9/upload_ekd8uJ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Z5oRX9/upload_ekd8uJ-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","631 Main St","Alamosa","Colorado","81101","(719) 587-2337","Mon - Thu: 11:00 am - 9:00 pm  Fri - Sat: 11:00 am - 9:30 pm  Sun: 11:00 am - 9:00 pm","37.4683068","-105.8668257","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"0BRjKa","San Marcos Brewery & Grill","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1080 West San Marcos Boulevard","San Marcos","California","92069","1-760-471-0050","","33.134539","-117.190813","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"cVAXU1","San Miguel Corporation","Established in 1890, La Fabrica de Cerveza de San Miguel, Southeast Asia's first brewery produced and bottled what would eventually become one of the bestselling beers in the region. Within the span of a generation, San Miguel Beer would become an icon among beer drinkers.    By 1914, San Miguel Beer was being exported from its headquarters in Manila to Shanghai, Hong Kong and Guam. A pioneer in Asia, San Miguel established a brewery in Hong Kong in 1948, the first local brewer in the crown colony.    Today, San Miguel Beer--the Company's flagship product--is one of the largest selling beers and among the top 10 beer brands in the world. While brewing beer is the company's heritage, San Miguel subsequently branched out into the food and packaging businesses.","http://www.sanmiguelbeer.com.ph/","1890","N","https://s3.amazonaws.com/brewerydbapi/brewery/4YRPhu/upload_xLmBjy-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/4YRPhu/upload_xLmBjy-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/4YRPhu/upload_xLmBjy-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","40 San Miguel Avenue, Mandaluyong City","Metro Manila","","1550","632-632-2000","","14.59566","121.027813","Y","N","N","Y","micro","Micro Brewery","PH","1890","Philippines","PHL","608","","",""
"EotLdS","San Pedro Brewing Company","The San Pedro Brewing Company is owned and operated by James Brown. James opened the restaurant in November 1999, after four months of construction to expand the former John T's Tavern, which had been in operation from the early 1990's until its closure in 1998.    The restaurant features great food, fresh ales and lagers brewed on the premises, live entertainment weekly, the finest in spirits, a kids menu, catering and party facilities, and the friendliest staff in San Pedro! Please take some time to browse our web-site. Come visit us soon and let us know what you think!","http://sanpedrobrewing.com/","1999","N","https://s3.amazonaws.com/brewerydbapi/brewery/YBW4h3/upload_ARpxnk-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/YBW4h3/upload_ARpxnk-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/YBW4h3/upload_ARpxnk-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","331 West 6th Street","San Pedro","California","90731","310-831-5663","","33.738739","-118.2838236","Y","N","N","Y","micro","Micro Brewery","US","1999","United States","USA","","","",""
"r8c9mt","San Vicente Enterprises, LLC","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2310 W Bloomingdale Ave","Chicago","Illinois","60647","312-238-9886","","41.9141679","-87.685672","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"WznZdQ","Sanctum Brewing Company","The two founding members of this amazing endeavor began as homebrewers. They ate their barley, smelled their hops and eventually grew up to be big and strong! After winning a few awards and having accolades from just about every single person who ever drank their beer (they wish), they knew it was a calling and not just a hobby.   ​  Sanctum is the natural extension of the way Jason and Scott live their lives. Their value for community, giving back to those who need it and pursuing excellence in all their endeavors is reflected in Sanctum as a company. ""Why can't we use beer to help the world?"" has been a common thought throughout the building process. And that's why they have decided to consistently give a portion of proceeds to charity. Every pint. Every keg. Every brew . Now every Sanctum drinker can boldly proclaim they are the most generous beer drinkers in the world!  ​  Sanctum exists to be a light in the dreary world. To look mediocrity in the eye and say ""no sir, I don't like it!"" To push the limits of what being a craft brewery means, and to look spiffy doing it!","http://www.sanctumbrewing.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/hrhfc1/upload_MHJt8w-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/hrhfc1/upload_MHJt8w-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/hrhfc1/upload_MHJt8w-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-27 13:14:08","560 E Commercial St Unit 21","Pomona","California","91767","(909) 345-0253","Thu:  4:00pm - 9:30pm Fri:  4:00pm - 9:30pm Sat:  2:00pm - 9:30pm  ","34.0596385","-117.7402319","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"TSKxwK","Sand Creek Brewing Company","The Sand Creek Brewing Company began on a dairy farm in Downing, Wisconsin, about 20 miles northwest of the city of Menomonie. After homebrewing on the family farm for years, brewmaster Cory Schroeder teamed up with Jim Wiesender to found the brewery in 1999.    Using equipment scrounged from various industries, such as a converted pudding tank for the brew kettle, the pair launched a successful business, brewing the beer just steps away from the chicken coop and a busy dairy farm.    Their Sand Creek Golden Ale and English Style Special Ale, available only on draft and in half-gallon growlers, soon developed a reputation throughout Wisconsin's many brew fests. With a capacity of only about 150 barrels per year, the brewery, now with a third owner on board, quickly outgrew the little farm shed converted into a brewhouse.    Hoping to remain in the Dunn/St. Croix counties area, the company looked for a suitable place to relocate, but came up empty handed. Then opportunity knocked in the form of a phone call one evening from their friend in Black River Falls, Pioneer brewmaster Todd Krueger. The brewery was for sale.    In March of 2004 the combined forces of the two breweries officially formed the new Sand Creek Brewing Co. of Black River Falls, Wisconsin.","http://www.sandcreekbrewing.com/","1999","N","https://s3.amazonaws.com/brewerydbapi/brewery/gsADrL/upload_29jbgo-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gsADrL/upload_29jbgo-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gsADrL/upload_29jbgo-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","320 Pierce St","Black River Falls","Wisconsin","54615","(715) 284-7553","","44.2928569","-90.8510691","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"DGzQCQ","Main Cidery","Sandford Orchards is a traditional farm business, pressing juices and ciders for an ever growing market, both here and abroad. Our methods are simple and so is our ethos: we only bottle the best. We are enormously proud to have been recognized for our endeavors. We are a family business full of passion for our products, we believe that Devon ciders and juices are the best in the world – we want you to taste them!","http://www.sandfordorchards.co.uk","","N","https://s3.amazonaws.com/brewerydbapi/brewery/yKDoLn/upload_n4CH31-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/yKDoLn/upload_n4CH31-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/yKDoLn/upload_n4CH31-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-08 10:36:49","Lower Park Farm","Crediton","Devon","EX17 3PR","+44 1363 777822","","50.7826724","-3.654969","Y","N","N","Y","cidery","Cidery","GB","2003","United Kingdom","GBR","826","","",""
"5m3m5l","SandLot Brewery at Coors Field","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2145 Blake Street","Denver","Colorado","80205","1-303-298-1587","","39.7557343","-104.992483","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"i5maFC","Sandude Brewing Co","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1401 Freitas Park","Turlock","California","95380","209-678-1547","","37.47975","-120.860118","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"KPVOOd","Sanford's Grub and Pub Brewery","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5 East Alger Street","Sheridan","Wyoming","82801","1-307-674-1722","","44.8006868","-106.9556779","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"Ut4fRw","Sanitas Brewing","Founded in 2013, Boulder’s Sanitas Brewing Company is regarded for their signature blend of tradition and innovation as well as their use of only the finest ingredients. With a passion for exploration, Sanitas epitomizes the wild spirit of Colorado with a variety of premium beers.","http://sanitasbrewing.com","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/e7pl4v/upload_DurIdP-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/e7pl4v/upload_DurIdP-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/e7pl4v/upload_DurIdP-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3550 Frontier Ave","Boulder","Colorado","80301","(303) 442-4130","TUES thru FRI 3PM-10PM  SAT NOON-10PM  SUN NOON-8PM  CLOSED MONDAYS","40.02225","-105.247757","Y","N","N","Y","micro","Micro Brewery","US","2013","United States","USA","","Unit A","",""
"DgW4AB","Sankt Gallen Brewery","","http://www.sanktgallenbrewery.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Kaneda 1137-1","","Kanagawa-ken Atsugi-shi","243-0807","046-224-2317","","35.4582189","139.3718464","Y","N","N","Y","micro","Micro Brewery","JP","","Japan","JPN","392","","",""
"wjECY4","Santa Barbara Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","501 State Street","Santa Barbara","California","93101","1-805-730-1040","","34.416558","-119.696152","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"CzL2Rq","Santa Clara Valley Brewing","Santa Clara Valley Brewing is a brewery in San Jose, CA.  Currently brewing under contract, we will be building our brewery early in 2014.","http://scvbrewing.com","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/pUzMgZ/upload_Wr6UdO-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/pUzMgZ/upload_Wr6UdO-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/pUzMgZ/upload_Wr6UdO-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-25 18:40:44","101 E. Alma Ave.","San Jose","California","95112","(408) 288-5181","","37.3173389","-121.873057","Y","Y","N","N","micro","Micro Brewery","US","2013","United States","USA","","","",""
"Z2x0hV","Santa Cruz Aleworks","Located in beautiful Santa Cruz, Santa Cruz Aleworks makes some of the BEST beer.","http://www.santacruzaleworks.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/Q2yrzS/upload_7oFy6i-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Q2yrzS/upload_7oFy6i-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Q2yrzS/upload_7oFy6i-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","150 Dubois St","Santa Cruz","California","95060","(831) 425-1182","","36.9864923","-122.0388821","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","Ste. E","",""
"BMfoqw","Santa Cruz Mountain Brewing Company","","http://www.santacruzmountainbrewing.com/","2005","N","https://s3.amazonaws.com/brewerydbapi/brewery/A93ST5/upload_6p2OHJ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/A93ST5/upload_6p2OHJ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/A93ST5/upload_6p2OHJ-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","402 Ingalls St #27","Santa Cruz","California","95060","831-425-4900","","36.9586711","-122.0490396","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"ngOd0N","Santa Fe Brewing Company","The Santa Fe Brewing Company is a small operation with just a handful of friendly employees. Next time you are in the neighborhood, stop by, grab a cold one and say hello.    We are located in sunny Santa Fe, New Mexico right at the ""top of the Turquoise Trail.""","http://www.santafebrewing.com/","1988","N","https://s3.amazonaws.com/brewerydbapi/brewery/mSmGcW/upload_XRQSSh-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/mSmGcW/upload_XRQSSh-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/mSmGcW/upload_XRQSSh-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","35 Fire Place","Santa Fe","New Mexico","87508","505-424-3333","","35.596565","-106.052297","Y","N","N","Y","micro","Micro Brewery","US","1988","United States","USA","","","",""
"j04x5I","Eldorado Taphouse","","http://www.santafebrewing.com/tours/eldorado_taphouse","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7 Caliente Road","Santa Fe","New Mexico","87508","505-466-6938","Open 7 days a week. Monday - Friday, 3:00pm - 10:00pm, Saturdays 2:00pm - 10:00pm, and on Sundays 2:00pm - 9:00pm","35.536993","-105.891405","N","N","N","Y","tasting","Tasting Room","US","","United States","USA","","Unit A9","",""
"Q07R9o","Santa Maria Brewing Co","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","112 Cuyama Ln","Nipomo","California","93444","805-349-2090","","34.996242","-120.436427","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"edZ3Sg","SanTan Brewing Company","In 2007, the historic Valley National Bank, in Downtown Chandler was transformed into a destination for Craft Beer and food lovers alike with the opening of SanTan Brewing Company. Our goal at the brewpub is to provide a neighborhood spot where family, friends, and colleagues can gather and enjoy a cold pint of freshly brewed beer using only the finest malts, hops, and barley!    In addition to our core beers on draught year round, Brewmaster Anthony Canecchia keeps things exciting for SanTan fans by releasing specialty seasonal beers, small batch specialty beers, a weekly Cask Conditioned Ale as well as guest beers from brewers both local and around the nation. Like the Brewmaster says “Craft Beer for Beer Drinking”.","http://www.santanbrewing.com/","2007","N","https://s3.amazonaws.com/brewerydbapi/brewery/tqnE1Q/upload_QcJ86N-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/tqnE1Q/upload_QcJ86N-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/tqnE1Q/upload_QcJ86N-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-29 16:03:27","8 S. San Marcos Place","Chandler","Arizona","85225","480-917-8700","","33.303233","-111.842532","Y","N","N","Y","brewpub","Brewpub","US","2007","United States","USA","","","",""
