"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","numberCode","hoursOfOperation","extendedAddress","mailingListUrl","yearClosed"
"wKtNcm","Green Bench Brewing Co.","In the early 1900's St. Petersburg was known as ""the Green Bench City"". At their height some 2,500 benches lined the downtown sidewalks inviting passers-by to slow their pace and make friends of strangers. In the same way Green Bench beer will serve as a catalyst for community and cheer. People will gather around a pint (or two) to share in both good times and bad, to discuss business or tell a joke, to reminisce about life or dream about the future, to get up and dance to the music or to just sit back, relax, and enjoy the brew.","http://www.GreenBenchBrewing.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/nTzKAN/upload_kcNoME-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/nTzKAN/upload_kcNoME-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/nTzKAN/upload_kcNoME-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1133 Baum Avenue","North Saint Petersburg","Florida","33705","(727) 800-9836","27.7715129","-82.6500836","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","Wed - Thu: 3:00 pm - 10:00 pm  Fri: 2:00 pm - 12:00 am  Sat: 12:00 pm - 12:00 am  Sun: 12:00 pm - 10:00 pm","","",""
"6CISLH","Green Door Brewing Company","Green Door Brewing is a nano-brewery based in Attleboro MA. We specialize in pre-prohibition American style ales & lagers, and other eclectic zymurgic stylings.","http://greendoorbrewing.blogspot.com","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/Byq1Bk/upload_yuZwss-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Byq1Bk/upload_yuZwss-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Byq1Bk/upload_yuZwss-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Orange St","Attleboro","Massachusetts","02703","(508) 226-7946","41.934053","-71.281005","Y","N","N","Y","nano","Nano Brewery","US","","United States","USA","","","","",""
"hUoCwr","Green Flash Brewing Company","A small company with big ideas.    Mike and Lisa Hinkley took their interest in the craft beer industry to a new level in 2002 when they founded Green Flash Brewing Company. Former pub owners, Mike and Lisa jumped into brewing, and in 2004 renowned brewmaster Chuck Silva joined the team.    With Chuck on board we began brewing premium style beers, modern twists on traditional styles, and our beers began to develop a following. Cutting edge brews, Green Flash Brewing Company’s beers don’t fit traditional guidelines, instead we let our hybrid, benchmark beers blaze their own trail.    Located in San Diego, CA, we specialize in brewing assertive and distinctive beers, such as our West Coast I.P.A.: an award-winning beer whose wide acceptance has helped define a category. We also brew seasonal, collaborative and barrel-aged beers.    Our award-winning beers are on draft and bottled and are available throughout the United States in bars, restaurants and retail outlets.","http://www.greenflashbrew.com/","2003","N","https://s3.amazonaws.com/brewerydbapi/brewery/Nj8cgD/upload_s44nBX-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Nj8cgD/upload_s44nBX-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Nj8cgD/upload_s44nBX-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-13 14:41:50","6550 Mira Mesa Blvd","San Diego","California","92121","858-622-0085","32.9071241","-117.1778148","Y","N","N","Y","micro","Micro Brewery","US","2003","United States","USA","","","","",""
"Evo2LD","Green Lion Brewing Company","What is Green Lion Brewing Company?    GLBC is the manifestation of twelve combined years of experimentation in fermentation. More than this it is the product of passion and drive to improve community resilience, bolster local agriculture, and support local businesses.     Through our journey into brewing and fermentation we have discovered a world of endless possibility with beer. The spectrum of beers available today are just a fraction of a taste of what's possible. Beer has been around for thousands of years and with this come thousands of recipes, tales of yore, ancient forgotten knowledge, and a myriad of spices, herbs, and unique brewing styles that have been enjoyed throughout the ages. One of our goals is to rediscover these long forgotten recipes and styles and modernize them for today.    Our passion for knowledge and drive for quality keep us enthralled with the world of fermentation. It is our pleasure to craft quality beer not only for the palate but also to create beer for the mind.","http://greenlionbrewery.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/F7jYQV/upload_X0DW8v-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/F7jYQV/upload_X0DW8v-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/F7jYQV/upload_X0DW8v-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Pittsfield","Massachusetts","01201","413.841.1602","42.4500845","-73.2453824","Y","Y","N","Y","micro","Micro Brewery","US","2013","United States","USA","","","","",""
"JoX16I","Green Man Brewing Company","The ancient legend of the Green Man influenced our brewery's inception in 1997. As one of Asheville's oldest breweries, we are proud to craft some of the beer scene's most iconic ales. Loyalty to traditional brewing techniques while creating innovative ales is Green Man's constant quest.","http://www.greenmanbrewery.com/","1997","N","https://s3.amazonaws.com/brewerydbapi/brewery/kZAhYn/upload_uUoRbI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/kZAhYn/upload_uUoRbI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/kZAhYn/upload_uUoRbI-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","23 Buxton Ave","Asheville","North Carolina","28801","828-252-5502","35.5886188","-82.5531836","Y","N","N","Y","brewpub","Brewpub","US","1997","United States","USA","","The tasting room is open seven days a week at 4 o'clock, or maybe earlier","","",""
"XGjv6F","Saint Paul","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","57 Hamline Avenue South","Saint Paul","Minnesota","55105","1-651-698-0353","44.9398664","-93.1569991","Y","N","N","N","micro","Micro Brewery","US","","United States","USA","","","","",""
"YRydPA","Green Room Brewing","Microbrewery now open at 228 3rd Street N Jacksonville Beach, FL. Now on tap, Florida Brewed Craft beers. Coming soon, 6 in house brewed beers with 10 guest taps for other florida breweries.","http://www.greenroombrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/nzicY8/upload_nplTE2-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/nzicY8/upload_nplTE2-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/nzicY8/upload_nplTE2-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","228 3rd St N","Jacksonville Beach","Florida","32250","(904) 201-9283","30.290711","-81.392602","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","Tue - Fri: 4:00 pm - 12:00 am  Sat: 12:00 pm - 12:00 am  Sun: 2:00 pm - 10:00 pm","","",""
"HlNa2D","Green Room Burgers & Beer","People around here love a local, handcrafted beer, and that is what we aim to provide. Bringing you the freshest local ingredients we can get our hands on, we strive for flavor and good prices.","http://greenroomkc.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/uH1uGw/upload_BYeWSJ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/uH1uGw/upload_BYeWSJ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/uH1uGw/upload_BYeWSJ-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4010 Pennsylvania Avenue","Westport","Missouri","64111","816-216-7682","39.054494","-94.593105","Y","N","N","Y","brewpub","Brewpub","US","2012","United States","USA","","Monday - Tuesday: 11:00 AM - 11:00 PM  Wednesday - Saturday: 11:00 AM - 1:00 AM  Sunday: 11:00 AM - 10:00 PM","Suite D","",""
"qAUmbj","Green Wolf Brewing Co.","Green Wolf Brewing Company is a microbrewery located in scenic and historic Schoharie County. Our uncommon ales are crafted with love and attention to detail, using local ingredients whenever possible. Green Wolf strives to create an interconnected web of farmers, local businesses, and beer enthusiasts within New York State’s Capital Region, so that we can build a thriving market for our artisan ales. We are slated to open in May of 2014.","http://greenwolfales.com","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/biygO9/upload_SH4un0-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/biygO9/upload_SH4un0-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/biygO9/upload_SH4un0-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1234 Cotton Hill Rd","Berne","New York","12023","","42.6218557","-74.2284704","Y","Y","N","N","micro","Micro Brewery","US","","United States","USA","","","","",""
"pTJktO","Green's Brewery","Inspired by strong European beers and developed to a closely guarded secret recipe, the specialist beers are brewed with a strong body, crisp taste and a refreshing flavour, losing none of the taste but all of the allergens.    Where as most conventional brewing practices employ either Isinglass or gelatine based products in the clearing process, Green’s only uses natural tannins, which as well as giving them an attractive hazy body, makes them suitable for both Vegetarian and Vegan diets.    Green’s beers DO NOT contain any of the following allergens or products thereof: Gluten, Crustaceans, Eggs, Fish, Peanuts, Soya beans, Milk, Lactose, Nuts, Celery, Mustard, Sesame seeds, Sulphur dioxide and sulphites.","http://www.glutenfreebeers.co.uk/","2004","N","https://s3.amazonaws.com/brewerydbapi/brewery/0qTMV2/upload_3G1H9n-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/0qTMV2/upload_3G1H9n-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/0qTMV2/upload_3G1H9n-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","9 Briar Rhydding","Baildon Shipley","West Yorkshire","BD17 7JW","+44 (0)1274 714664","53.8446945","-1.7532886","Y","N","N","Y","micro","Micro Brewery","GB","","United Kingdom","GBR","826","","","",""
"AlhRYb","Greenbush Brewing Co","Good ideas often start over beer. Always looking to take a good thing too far, we sat down and over a beer (or two) decided that beer itself was a good idea. Of course, not just some easy-drinking institutional prole beer, but stuff like the beers we'd had at great bars. We had frequented places with extensive and varied beer lists. Places with lists 180 items long, all of which we tried twice (not in one night). In short, we wanted beer with flavor. Complexity. Character. Intensity. Not words found in the mass market lexicon.    So with a banjo burner, a bunch of industrial kitchen sized pots and as many buckets as we could find, we jumped in feet first. Once a week, every week. We tried to emulate the beers we liked, but soon we were adding a little of this, or some of that and after a while we started having a hard time pegging our beer in a style category. Our first success was a Porter that was mainly porter, slightly stout. We ran it blind with our friends against the porters we liked and people liked it. ""We're on to something"", we thought. Twenty iterations, modifications and tweaks later it is Distorter, and is still our favorite beer.    This led to twice a week brewing and handing out bottle after bottle to everyone we knew. Along the way we screwed up a wheat beer by accidentally making it into sort of a copper ale with a few too many hops. And so Red Bud Ale was born. We had some extra noble hops and threw them in the IPA, and with some tinkering we most certainly had a one-of-a-kind IPA. You get the picture. All of this has firmly cemented our ""anything goes"" approach to beer making. Our inability to ever get quite within the style guidelines means we may never win an award, but we're ok with that.    Now, several years later and with a 90% super-cool/10% Rube Goldberg 7 bbl version of our banjo burner and kitchen pots, we're befuddling the beer judges and converting the masses. One pint at a time.    Stop in the storefront and try our mainstays, seasonals and small-batch runs. Not to mention our lab beers, where we continue to screw up one thing or another in search of the next great beer.","http://www.greenbushbrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/QJRQhZ/upload_999gvA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/QJRQhZ/upload_999gvA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/QJRQhZ/upload_999gvA-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5885 Sawyer Rd.","Sawyer","Michigan","49125","269-405-1076","41.8856286","-86.5946671","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","Sunday - Thursday: 12-8  Friday and Saturday: 12-10","","",""
"n5QFi2","Greene King","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Westgate Street","Bury St. Edmunds","Suffolk","","44-(01284)-763222","52.240955","0.71297","Y","N","N","Y","micro","Micro Brewery","GB","","United Kingdom","GBR","826","","","",""
"PP93rT","Greenpoint Beer Works Inc","","http://www.kelsoofbrooklyn.com/","2006","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","529 Waverly Ave","Brooklyn","New York","11238","","40.6823455","-73.9655843","Y","N","N","Y","micro","Micro Brewery","US","2006","United States","USA","","","","",""
"1irs0u","Greenport Harbor Brewing Company","The idea began a long time ago over … well … a pretty terrible beer.  You see we (John from NY and Rich from Boston) met in college and had to drink what beer we could afford in those days.    As the years went by, the better the beer we consumed, the more we were consumed by it.  We tried every beer imaginable.  We read about beer. We talked about beer. We began making our own beer.  And finally we started talking and dreaming about opening a brewery on the North Fork.    In the Spring of 2008 the dream became a reality when Rich heard about an old firehouse for sale in the Village of Greenport.  Driven by thirst more than brains, we bought the building in the middle of what has been called a Global Economic Meltdown.  Next we started the renovation.  Did we mention Global Economic Meltdown?  We tried to do most of the work ourselves and luckily got a lot of help from some good friends and family.   The promise of beer can be powerful. Our luck continued when on a snowy January day, with no roof on our brewery, we got a visit from DJ Swanson and his 2 young children. No one in their right mind would have joined us. DJ did and agreed to be our new head brewer. In April with roof replaced, windows installed, and drains dug, our brew house arrived and the idea of making Greenport Harbor beer began. Four months later in July of 2009 we were officially shipping (hand truck and family cars) our beer.    Today our beer is served in over 200 places on Long Island (thank you Justin) and NYC.    We’re proud to say that since summer of 2009 we have been singled out for nearly every beer we have brewed from the Village Voice to the Tasting Table to TimeOut NY to Newsday to NY Examiner to Wall Street Journal to countless beer and food blogs.  We have a total of 13 employees if you include our forklift and delivery truck, which we do. We hope to add to this number in the next few months when we grow by 66 and 2/3’s percent by adding 2 new tanks. We are the only local brewery that brews 100% of our beer. We are small but hungry…we mean thirsty.","http://www.harborbrewing.com/","2009","N","https://s3.amazonaws.com/brewerydbapi/brewery/b15cO3/upload_F15kbe-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/b15cO3/upload_F15kbe-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/b15cO3/upload_F15kbe-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","234 Carpenter Street","Greenport","New York","11944","631-477-6681","41.1024718","-72.3589459","Y","N","N","Y","micro","Micro Brewery","US","2008","United States","USA","","Open for Tastings/Growlers/Retail:  Fri & Sat 12-7pm  Sun 12-6pm","","",""
"e2agAL","Greenshields Brewery and Pub","","http://www.greenshields.com/","1989","N","https://s3.amazonaws.com/brewerydbapi/brewery/r01rHx/upload_SnpMTI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/r01rHx/upload_SnpMTI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/r01rHx/upload_SnpMTI-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","214 E. Martin Street","Raleigh","North Carolina","27601","(919) 829-0214","35.776817","-78.635987","Y","N","Y","N","brewpub","Brewpub","US","1989","United States","USA","","","","","2004"
"GMJUJm","Grey Parrot Brewing Co","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1504 Pacific Ave","Long Beach","Washington","98631","360-642-4739","46.3617718","-124.0539396","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","","",""
"sg2ITD","Grey Sail Brewing of Rhode Island","Grey Sail Brewing of RI is southern Rhode Island's newest microbrewery.    Proudly located in the seaside city of Westerly, Grey Sail Brewing of RI is southern Rhode Island's premier microbrewery equipped to produce up to 4,000 barrels of handcrafted beer per year.","http://greysailbrewing.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/HGbr9s/upload_Pfd653-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/HGbr9s/upload_Pfd653-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/HGbr9s/upload_Pfd653-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","63 Canal Street","Westerly","Rhode Island","02891","(401) 315-2533","41.3849125","-71.8325378","Y","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","","Sat: 1:00 pm - 5:00 pm","","",""
"Uzl6ce","Griesedieck Brothers Brewery","Griesedieck Brothers Brewing Corporation has a long and distinguished tradition in Saint Louis and the Midwest.  From two brothers - young emigrants from Stromberg, Germany in the 1870s - came generations of brewers who have been dedicated to crafting high-quality beer.  We hope you enjoy our product and continue to make Griesedieck Brothers your beverage of choice.","http://www.gb-beer.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Saint Louis","Missouri","","314-966-6061","38.71183","-90.381439","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","PO Box 31203","",""
"daudeh","Griess Family Brews","Griess Family Brews is a micro brewery located in Grants Pass, Oregon. They have just recently opened a taproom, Griess Family Brews & Taproom located at 220 SW H Street, Grants Pass, Oregon.","http://www.gfbrews.com","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/Pxy2bv/upload_6DHkvp-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Pxy2bv/upload_6DHkvp-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Pxy2bv/upload_6DHkvp-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-25 19:25:42","220 SW H St","Grants Pass","Oregon","97526","(541) 450-9090","42.4390209","-123.329293","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","Tue:  4:00pm - 9:00pm Wed:  4:00pm - 9:00pm Thu:  4:00pm - 9:00pm Fri:  4:00pm - 10:00pm Sat:  12:00am - 10:00pm  ","","",""
"LWv6MU","Griffin Claw Brewing Company","Griffin Claw Brewing Company is a Michigan based Microbrewery focusing on top quality beer production using state-of-the-art equipment and technology. The first brewery to commision a Muera Micro Mash Filter to test the extreme efficiency and flexibility of the cutting edge technology already offered at Macro scales.","http://griffinclawbrewingcompany.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/aMIEke/upload_nyr2gu-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/aMIEke/upload_nyr2gu-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/aMIEke/upload_nyr2gu-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","575 S. Eton Street","Birmingham","Michigan","48009","(248) 712-4050","42.543358","-83.194927","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","Tue - Thu: 2:00 pm - 11:00 pm  Fri: 2:00 pm - 12:00 am  Sat: 12:00 pm - 12:00 am  Sun: 12:00 pm - 10:00 pm","","",""
"TIn5vy","Main Office","Our beers are artisanal and often Belgian-inspired. We aim to create elegant ales that are experimental and unique, balanced with complex flavors and aromas. From the recipes to the artwork on the labels, everything is designed by ourselves and our good friends.    Gypsy brewing means we are brewers without a permanent brewing home. We travel to other breweries, use their equipment to make something special, and bring the results back home to share. Think of Grimm Ales as a band, and the host brewery as a recording studio. We go into the studio from time to time and make an album (or a beer, rather!).    Each batch of beer will be a one-of-a-kind, seasonal, limited edition brew. If you like a particular beer we release, drink it up -- it may never come back around again!    Expect our first beers to pop up in New York in summer 2013. Some of our first batches might be a crisp, spicy rye abbey ale, a rich, golden Belgian tripel, and a hop-focused pale ale made with clean, slightly acidic champagne yeast.","http://grimmales.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/laNl6e/upload_ewSmJw-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/laNl6e/upload_ewSmJw-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/laNl6e/upload_ewSmJw-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Brooklyn","New York","11215","(678) 895-1489","40.6681669","-73.9800645","Y","N","N","N","office","Office","US","","United States","USA","","","PO Box 150472","",""
"7JTum5","Grimm Brothers Brewhouse","Grimm Brothers Brewhouse is a craft brewery in Loveland, Colorado! They feature German style beers and other unique flavors. Grimm Brothers Brewhouse is devoted to the art and science of beer and brewing. A passion for brewing and sharing of exciting flavors of beer are at the heart of this brewery’s values. Grimm Brothers Brewhouse was founded by avid home brewers and beer enthusiasts who love producing quality, flavorful beers.","http://www.grimmbrosbrewhouse.com/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/Vu3TSk/upload_4lcb5z-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Vu3TSk/upload_4lcb5z-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Vu3TSk/upload_4lcb5z-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","623 North Denver Avenue","Loveland","Colorado","80537","970-624-6045","40.3967058","-105.0469349","Y","N","N","Y","micro","Micro Brewery","US","2010","United States","USA","","Monday - Thursday: 1:00 PM to 8:00 PM  Friday: 12:00 PM to 9:00 PM  Saturday: 12:00 PM to 9:00 PM  Sunday: 1:00 PM to 5:00 PM","","",""
"f3njiC","Grist Brewing Company","Grist Brewing Company is located just south of C-470 and Santa Fe Boulevard across the street from Shea Stadium.    Our focus is simply to make ales and lagers that are of the highest quality, approachable, and true to style. We certainly will experiment, it’s in our nature. However, the primary focus at Grist will be to make consistently great beers to be enjoyed year round.  We balance creativity with science to make great beers.    While striving to make exceptional beer is our passion, we are equally committed to making a positive impact in our community. Rather than saving a couple dollars, Grist made a significant investment in our economy by purchasing a new, American made 20 barrel brewhouse. We feel it’s important to support the community and economy that is going to support us.","https://www.gristbrewingcompany.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/zTmurX/upload_Om5GxQ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/zTmurX/upload_Om5GxQ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/zTmurX/upload_Om5GxQ-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","9150 Commerce Center Cir","Highlands Ranch","Colorado","80129","(720) 360-4782","39.549058","-105.033849","Y","N","N","Y","micro","Micro Brewery","US","2013","United States","USA","","Mon - Thu: 2:00 pm - 9:00 pm  Fri: 2:00 pm - 10:00 pm  Sat: 12:00 pm - 10:00 pm  Sun: 12:00 pm - 8:00 pm","Suite 300","",""
"Zr2j7b","Grist House Brewing","Pittsburgh's newest microbrewery and tap house will be opening in late 2013 and is located in Millvale, just 5 minutes from downtown.      Grist House Brewing features high quality, ""salt of the earth"", American and English style ales.  Our passion for the art of brewing comes through in our beers and we hope you enjoy drinking them as much as we enjoy brewing them.    Grist House Brewing: Grinding Out Great Beers!","http://www.gristhousebrewing.com","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/ogPrVl/upload_FTke7e-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ogPrVl/upload_FTke7e-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ogPrVl/upload_FTke7e-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","10 Sherman Street","Pittsburgh","Pennsylvania","15209","","40.47886","-79.971985","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"jdCivW","Main Brewery & Brewpub","Established in 1988 as Maine's Original Brewpub-the first to open it's doors in the state of Maine since prohibition-Gritty's has been at the forefront of Maine's leading craft beer industry introducing fresh English ales either on tap or on cask everyday for the last 20+ years! With the long wooden tables and cobblestone streets, the ambiance matches those of the hometown pubs in England and the people are just as merry! Come in for a pint, leave a fan for life. Gritty's...for what ales ya!","http://www.grittys.com/","1988","N","https://s3.amazonaws.com/brewerydbapi/brewery/FmWw3u/upload_3XpjL0-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/FmWw3u/upload_3XpjL0-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/FmWw3u/upload_3XpjL0-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","396 Fore Street","Portland","Maine","04101","207-772-BREW","43.6563749","-70.2535061","N","N","N","Y","micro","Micro Brewery","US","","United States","USA","","Serving All Day 11am - CLOSING","","",""
"iNQxzm","Freeport","","http://www.grittys.com/freeport.php","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Lower Main Street","Freeport","Maine","04032","207-865-4321","43.847718","-70.112766","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","Serving All Day 11AM - CLOSING","","",""
"Kh9m9D","Lewiston/Auburn","","http://www.grittys.com/la.php","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","68 Main Street","Auburn","Maine","04210","207-376-BREW","44.096639","-70.225021","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","Serving All Day 11AM - CLOSING","","",""
"LwvX4x","Grizzly Bay Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Suisun City","California","","","38.238375","-122.036609","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"yGeLEO","Grizzly Peak Brewing Company","Welcome to Grizzly Peak Brewing Company, Ann Arbor’s landmark brew pub and premier place for families, students, and friends to gather.","http://www.grizzlypeak.net/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/5dTTap/upload_bkt9Lr-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/5dTTap/upload_bkt9Lr-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/5dTTap/upload_bkt9Lr-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","120 West Washington Street","Ann Arbor","Michigan","48104","734-741-PEAK","42.2805878","-83.749394","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","","",""
"aaN9Np","Grolsche Bierbrouwerij","Royal Grolsch B.V. is one of the largest breweries in the Netherlands. It is best known for its 'beugel' bottle design.","http://www.grolsch.com","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Brouwerslaan 1","Enschede","Overijssel","7548 XA","+31-(0)53-4833333","52.2070276","6.8171243","Y","N","N","Y","micro","Micro Brewery","NL","","Netherlands","NLD","528","","","",""
"QiUHuc","Gröninger Privatbrauerei","","","1722","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Willy-Brandt-Straße 47","","Hamburg","D-20457","","53.547245","9.996023","N","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","","",""
"CVl8by","Grönwohlder Hausbrauerei","","http://www.groenwohlder.de/","2009","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Poststraße 21","Grönwohld","","22956","","53.639496","10.409945","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","","",""
"Q1JGCH","Grosswald Brauerei-Bauer","","http://www.grosswald.de/","1860","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Grosswaldstraße 132","Heusweiler-Eiweiler","Saarland","66265","","49.337755","6.92892","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","","",""
"0bgPa6","Groundswell Brewing Company","So here’s what you need to know. We are brewers and culinarians.    We want our beer to taste good, but we also want it to taste good with food. We don’t want to blow-out your palate, we want you to explore the hidden flavors and understand the complexities of the taste.    We love beer. We want you to love beer.    We will focus on crafting beers between 4.5% and 7.0% ABV. Our goal is a well-balanced, well-crafted, session beer. We’ll do the hop-thing too, but always with an exciting and culinary-focused angle.    Here’s the other thing. We’re adventurous. San Diego is the brew capital of the world (are we exaggerating here… NO!) There’s lots of great brewers. We found a few of them and held them down, twisted their arm really hard and asked them to brew something new and out there for us. Then, we found a few chefs who thought brewing was good sport. We helped them with the technical stuff and set them loose with the brew equipment.    You’ll see their brew in our taproom…they may have other gigs in the city, and we support their efforts there too. Beer is beer. Drink it here. Drink it there. Drink it anywhere (with apologies to Dr. Seuss).","http://groundswellbrew.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/6ODyQZ/upload_ylP2by-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/6ODyQZ/upload_ylP2by-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/6ODyQZ/upload_ylP2by-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6304 Riverdale St.","San Diego","California","92120","(619) 820-0961","32.7890309","-117.0997547","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
