"id","name","website","established","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","numberCode","description","phone","yearOpened","images__icon","images__medium","images__large","hoursOfOperation","extendedAddress","yearClosed","mailingListUrl"
"2mwMOP","Chatty Monks Brewing Co.","http://www.chattymonks.com/","2013","N","verified","Verified","2012-01-03 02:41:33","2014-09-29 20:12:17","610 Penn Ave","West Reading","Pennsylvania","19611","40.335493","-75.9502119","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","Friends Creating Belgian Goodness for the Love of Beer.","(484) 818-0176","","https://s3.amazonaws.com/brewerydbapi/brewery/EA5y03/upload_zbkLH4-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/EA5y03/upload_zbkLH4-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/EA5y03/upload_zbkLH4-large.png","Wed:  4:00pm - 9:00pm Thu:  4:00pm - 9:00pm Fri:  11:00am - 11:00pm Sat:  11:00am - 11:00pm Sun:  11:00am - 6:00pm  Wednesday & Thursday: 4pm-9pm  Friday & Saturday: 11am-11pm  Sunday: 11am-6pm","","",""
"Hwb3pk","Chau Tien USA","http://www.paleale.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","17700 Highway 253","Boonville","California","95415","39.000726","-123.355025","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Back in 1985, a Dragon and an Angel visited me in a dream. The Dragon was swirling around the Angel, protecting Her, and blowing fire, turning white clouds into pink and red ones. The Angel then instructed: ""Tuan, your destiny is to become a great brewer."" The Dragon symbolizes the Emperor and the Angel symbolizes the Queen. It was such a powerful dream that I awoke and scripted the image on a napkin on my desk and it embraces my beer logo. To fulfill that vision, I began my journey in search of the finest brewers in the land. I found Sierra Nevada Brewery in Chico, California, and there... there, America's first Asian beer, Cháu Tiên® Pale Ale was born and brewed until the end of 1987.    From 1988 to 1998 Cháu Tiên® was brewed in Modesto, California and Dubuque, Iowa. Since 1999, Cháu Tiên® has been brewed at Santa Clara County and Mendocino County regional California breweries.    Tuan is seeking upwards of $50 million to build/acquire his own brewery and distribute his beer worldwide.","707-280-8044","","","","","","","",""
"XuZjEE","Cheaha Brewing Company","http://www.cheahabrewingcompany.com/","2012","N","verified","Verified","2012-01-03 02:41:33","2014-09-29 20:12:17","1208 Walnut Avenue","Anniston","Alabama","36201","33.6598545","-85.833592","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Cheaha Brewing Company is a brewpub in the 1885 L&N freight house. We currently serve hand crafted beer produced in Alabama and nearby. Soon, we will begin brewing our own beers and have them on tap. Our beer is paired with uniquely prepared dishes incorporating as much locally produced and all natural food as possible.","(256) 770-7300","2012","https://s3.amazonaws.com/brewerydbapi/brewery/TKShj9/upload_qnMOvn-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/TKShj9/upload_qnMOvn-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/TKShj9/upload_qnMOvn-large.png","Thu:  4:00pm - 11:00pm Fri:  4:00pm - 12:00am Sat:  4:00pm - 12:00am Sun:  1:00pm - 7:00pm  Thu: 4:00 pm - 11:00 pm  Fri - Sat: 4:00 pm - 12:00 am  Sun: 1:00 pm - 7:00 pm","","",""
"ZxFNXb","Cheboygan Brewing Company","http://www.cheboyganbrewing.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-09-29 20:12:18","101 N. Main Street","Cheboygan","Michigan","49721","45.6468689","-84.4748337","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Back in 2009 a few of us craft beer enthusiasts and history buffs from Cheboygan shared an idea. We dreamed of reestablishing a proud local brewery, one out of production since the wave of prohibition captured northern Michigan like it did the rest of the country. We imagined brewing fabulous beers that respected the heritage of the original recipes and brought time honored brewing techniques and a few brewmaster secrets to the table. We focused on the water. We went after taste.    Now, after 100 years of waiting, Cheboygan Brewing Company is back!","231-268-3218","","","","","Fri:  4:00pm - 10:30pm Sat:  2:00pm - 10:30pm  Thursday and Friday: 4-10:30 PM  Saturday:  2-10:30 PM    Growler Fills are available Monday Through Friday   9-4pm.  Please call 268-3218 or knock on the   front door.","","",""
"fnqCGB","Check Six Brewing Company","http://checksixbeer.com","2006","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Southport","North Carolina","28461","33.921563","-78.0202677","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","A craft brewery in the making!  CoFounded by Noah Goldman, Tim Hassel and Norm Weiss. With a special thanks to Mike and J.R. Goldman!","(609) 418-9087","","https://s3.amazonaws.com/brewerydbapi/brewery/Lli3HQ/upload_1GKu6N-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Lli3HQ/upload_1GKu6N-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Lli3HQ/upload_1GKu6N-large.png","","","",""
"Ums11w","Check Six Brewing Company","www.checksixbeer.com","","","new_unverified","New, Unverified","2012-01-03 02:41:33","2014-11-04 12:42:24","5130 Southport/Supply Rd.unit 4","Southport","North Carolina","28461","33.9522705","-78.0444171","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","910-477-9280","","","","","Opening soon","","",""
"IJUWUu","Cheeky Monkey Brewery & Cidery","http://cheekymonkeybrewery.com.au/","2012","N","verified","Verified","2012-01-03 02:41:33","2014-09-29 20:12:18","4259 Caves Road","Margaret River","Western Australia","6280","-33.8114595","115.0347945","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","36","Born and brewed in Margaret River, Cheeky Monkey is producing Western Australia’s freshest line up of craft beers and ciders. But it’s not all about the beer, we’re blessed with an idyllic location half way between Margaret River and Dunsborough on Caves Road. It’s a location that affords the kind of space that lets kids play free whilst you relax, kick back and enjoy a long lunch. Check out our Cheeky Beer Blog for the latest news and events at Cheeky Monkey Brewey & Cidery.","97 555 555","2012","https://s3.amazonaws.com/brewerydbapi/brewery/0PktUo/upload_IUqhLA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/0PktUo/upload_IUqhLA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/0PktUo/upload_IUqhLA-large.png","Mon:  10:00am - 6:00pm Tue:  10:00am - 6:00pm Wed:  10:00am - 6:00pm Thu:  10:00am - 6:00pm Fri:  10:00am - 6:00pm Sat:  10:00am - 6:00pm Sun:  10:00am - 6:00pm  Mon - Sun: 10:00 am - 6:00 pm","","",""
"8gsOhL","Chelsea Alehouse","http://chelseaalehouse.com/","2012","N","verified","Verified","2012-01-03 02:41:33","2014-09-29 20:12:19","420 N Main St","Chelsea","Michigan","48118","42.3207563","-84.0205279","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","Located in Chelsea’s historic Clocktower Complex, the Chelsea Alehouse Brewery opened its doors in December 2012.  Featuring American and English style Ales, we aim to provide a wide variety of choices for the beer connoisseur and occasional beer drinker as well.    In our pub, enjoy a view of our American-made tanks at the bar, get cozy in a booth or enjoy a pint outside in our beer garden.  Our deli-style kitchen features delicious grilled sandwiches, wraps, housemade hummus and salsa, or try our meat cheese plate featuring local cheeses.    We’re family friendly with menu options for kids and have changing tables in both our restrooms.","(734) 433-5500","2012","https://s3.amazonaws.com/brewerydbapi/brewery/IkCzV8/upload_6R8u6b-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/IkCzV8/upload_6R8u6b-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/IkCzV8/upload_6R8u6b-large.png","Mon:  3:00pm - 11:00pm Tue:  3:00pm - 11:00pm Wed:  3:00pm - 11:00pm Thu:  12:00pm - 11:00pm Fri:  12:00pm - 12:00am Sat:  12:00pm - 12:00am Sun:  12:00pm - 9:00pm  Monday: 3:00 pm - 11:00 pm  Tuesday: 3:00 pm - 11:00 pm  Wednesday: 3:00 pm - 11:00 pm  Thursday: noon - 11:00 pm  Friday: noon - midnight  Saturday: noon - midnight  Sunday: noon - 9:00 pm","#100","",""
"uGJrzB","Chelsea Brewing Company","http://www.chelseabrewingco.com/","1995","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","59 Chelsea Piers","New York","New York","10011","40.7457037","-74.0085731","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Chelsea Brewing Company, rated the best brewery in New York, is a first class waterfront restaurant and the only micro-brewery in Manhattan located at pier 59.With over 15 years of experience, and 8 National Awards, we are proud to serve up to 27 natural hand-crafted ales and specialty beers using only the finest malts and hops from around the world. We offer beer tastings, brewery tours and group packages.","212-336-6440","1995","https://s3.amazonaws.com/brewerydbapi/brewery/8yIWus/upload_dGEIfX-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/8yIWus/upload_dGEIfX-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/8yIWus/upload_dGEIfX-large.png","","Pier 59","",""
"gGEH3a","Cherry Street Brewing Cooperative","http://www.cherrystreetbrewing.com/","2006","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5810 Bond St.,","Cumming","Georgia","30040","34.1813634","-84.2198048","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","Forsyth's only Brewpub. The Community Brewery. Do You Know Your Brewer?","770-205-5512","2006","https://s3.amazonaws.com/brewerydbapi/brewery/v5bPRk/upload_s4rzy1-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/v5bPRk/upload_s4rzy1-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/v5bPRk/upload_s4rzy1-large.png","","","",""
"Wa2g8c","Cherryland Brewing","","1987","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","560 Gordon Road","Sturgeon Bay","Wisconsin","54235","44.86077","-87.342899","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","","","","1987","","","","","","",""
"RnWLnX","Chesapeake Bay Brewing Company","","2001","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1249-A Wicker Drive","Raleigh","North Carolina","27604","35.809712","-78.618223","Y","N","Y","N","micro","Micro Brewery","US","United States","USA","","Formerly Rock Creek Brewing. Opened in 2001 by Scott Whitham and Brooke Baldridge, this brewery also carried some of the Rock Creek beers. The brewery and taproom closed in 2003.","","2001","","","","","","2004",""
"8tlUI3","Cheshire Cat Brewery","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7803 Ralston Road","Arvada","Colorado","80002","39.802009","-105.083912","Y","N","Y","N","micro","Micro Brewery","US","United States","USA","","Location Opened In 2000 by Charlie Sturdavant, Geoffry Bruce and other investors. Closed In 2008.  Was a Brewpub with food and beer in the English-style.  Was sold to the Yak and Yeti Brewpub which continues to use the location and brewing equipment.","303-431-9000","2000","","","","","","2008",""
"YSgfgv","Chester River Brewing Company","http://www.chesterriverbrewing.com","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","519 Morgnec Road","Chestertown","Maryland","21620","39.226056","-76.05797","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","The Chester River Brewing Company hopes to be Kent County, Maryland's first modern micro-brewery -- well, OK, nano-brewery -- serving small-batch artisan ales to thirsty townsfolk and tourists.","","","https://s3.amazonaws.com/brewerydbapi/brewery/wKtNcm/upload_29GoOO-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/wKtNcm/upload_29GoOO-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/wKtNcm/upload_29GoOO-large.png","","","",""
"wikPnM","Chestnut Brew Works","http://www.chestnutbrewworks.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3186 Halleck Rd","Morgantown","West Virginia","26508","39.484799","-79.93039","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Chestnut Brew Works, LLC is a small beer brewery nestled in the woods of southern Monongalia county, about 10 miles south of Morgantown, WV. We utilize a 1 barrel (1 barrel=31 gallons) system to produce about 200 barrels per year.  This level of production is extremely small, even compared to “micro-breweries” such as Tröeg’s or Flying Dog.  Our small size allows us to experiment with different ingredients and processes, which highlights the artistic and creative sides of brewing.","(304) 276-2737","","","","","","","",""
"yFgliy","Chetco Brewing Company","http://www.chetcobrew.com","2011","N","verified","Verified","2012-01-03 02:41:33","2014-10-07 14:49:55","16340 Lower Harbor Rd","Brookings","OR","97415","42.0508371","-124.2664287","Y","N","N","N","production","Production Facility","US","United States","USA","","Small Town Brewing, World Class Beer.  This Award winning nano-brewery on the Southern Oregon Coast brews an amazing array of finely crafted Ales.  From their Unite Pink Pale Session Ale to their Silver Medal* winning Block & Tackle American Imperial Stout, Chetco brews every batch with great affection and respect for the craft.     *2014 World Beer Cup Silver Award winner, Block & Tackle American Style, Imperial Stout","541-469-2218","","https://s3.amazonaws.com/brewerydbapi/brewery/ebPeun/upload_lCqRy0-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ebPeun/upload_lCqRy0-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ebPeun/upload_lCqRy0-large.png","","","",""
"lDUIRU","Chicago Beer Company","http://www.chicagobeerco.com/","2009","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Chicago","Illinois","","41.88415","-87.632409","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Chicago Beer Company is in persistent pursuit of producing the finest quality craft beers that will be deemed worthy of their Chicago namesake. Such was the destiny that led to the creation of Chicago Beer Company’s flagship release, Chi-Town Windy City Wheat! On draft and in bottles!","773-244-8696","2009","https://s3.amazonaws.com/brewerydbapi/brewery/lcX9eX/upload_OsupTa-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/lcX9eX/upload_OsupTa-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/lcX9eX/upload_OsupTa-large.png","","","",""
"NXD6av","Chicago Brewing Company","http://www.chicagobrewingcolv.com/","1999","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2201 South Fort Apache Road","Las Vegas","Nevada","89117","36.147571","-115.298215","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Award winning brewpub featuring a selection of appetizers, pizzas, sandwiches and entrees along with a fully stocked gaming bar. Beer is brewed on premise and has won numerous awards at the Great American Beer Festival and The World Beer Cup.","702-254-3333","","https://s3.amazonaws.com/brewerydbapi/brewery/zvSxNB/upload_KRPXv5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/zvSxNB/upload_KRPXv5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/zvSxNB/upload_KRPXv5-large.png","","","",""
"zqvukM","Chick Brewing Co.","http://www.chickbeer.com","2011","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Monroe","Wisconsin","","42.603021","-89.645064","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Chick Beer is America's beer for women!    Chick Beer is a premium craft-brewed light lager that tastes like a full-bodied lager, yet has just 97 calories and 3.5 carbs per bottle, about the same as half of a carrot.","410-849-9059","2010","","","","","","",""
"mFtB1o","Chief Springs Fire & Irons Brewpub","http://Fireandironsbrewpub.com","","N","verified","Verified","2012-01-03 02:41:33","2014-10-01 14:13:42","148 E. Main","Dayton","WA","99328","46.3193093","-117.9814254","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","https://s3.amazonaws.com/brewerydbapi/brewery/XoN4oE/upload_WIRjVf-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/XoN4oE/upload_WIRjVf-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/XoN4oE/upload_WIRjVf-large.png","Mon:  11:00am - 8:00pm Tue:  11:00am - 8:00pm Wed:  11:00am - 8:00pm Thu:  11:00am - 8:00pm Fri:  11:00am - 10:00pm Sat:  11:00am - 9:00pm Sun:  11:00am - 7:00pm  ","","",""
"oaDD5l","Chilly Water Brewing Co.","http://www.chillywaterbrewing.com","2014","N","verified","Verified","2012-01-03 02:41:33","2014-09-07 17:45:47","719 Virginia Ave","Indianapolis","Indiana","46203","39.7572649","-86.146124","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","An urban brewpub with super food infused with great music, located in Downtown Indianapolis.","(317) 964-0518","","https://s3.amazonaws.com/brewerydbapi/brewery/8Uwsc3/upload_8jG0c9-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/8Uwsc3/upload_8jG0c9-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/8Uwsc3/upload_8jG0c9-large.png","Tue:  11:00am - 10:00pm Wed:  11:00am - 10:00pm Thu:  11:00am - 10:00pm Fri:  11:00am - 12:00am Sat:  11:00am - 12:00am Sun:  12:00pm - 6:00pm  ","Suite 105","",""
"0s8yID","Chinggis Beer Brewery","http://www.chinggisbeer.mn/","1997","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Sukhbaatar street-10,","Chingeltei District","Ulaanbaatar","","47.921378","106.90554","Y","N","N","Y","micro","Micro Brewery","MN","Mongolia","MNG","496","Our atmost goal is become well respected brand in the Asiapacific region.    In 1998, “Chinggis beer “LLC was the landmark in the history of Mongolian Beer market supplying high quality beer brewed according to the quality control stature or famous “ Reinheitsgebot” , Beer Purity law of Germany.","+ (976)-70115820","1997","https://s3.amazonaws.com/brewerydbapi/brewery/nFCNFR/upload_IWSM6o-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/nFCNFR/upload_IWSM6o-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/nFCNFR/upload_IWSM6o-large.png","","6th Khoroo,","",""
"gDMqDw","Chino Valley Brewery","http://www.chinovalleybrewery.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-09-29 20:12:19","1630 E Francis St","Ontario","California","91761","34.040307","-117.616549","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","","A local nano-brewery making craft beer in small batches! We are now open to the public. We have 5 house beers and usually have at least 4 of them on tap. Stop in for a visit and some fresh craft beer!","(951) 291-7117","","https://s3.amazonaws.com/brewerydbapi/brewery/a06oNF/upload_mYTy0c-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/a06oNF/upload_mYTy0c-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/a06oNF/upload_mYTy0c-large.png","Thu:  4:30pm - 9:00pm Fri:  4:30pm - 9:00pm Sat:  1:00pm - 9:00pm  Thu - Fri:4:30 pm - 9:00 pm  Sat:1:00 pm - 9:00 pm","Unit J","",""
"cAeitn","Choc Beer Company","http://www.chocbeer.com/","1919","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","120 Sw 8th St","Krebs","Oklahoma","74554","34.92723","-95.725309","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Meet Oklahoma's oldest handcrafted beer.    In Italian immigrant Pete Prichard's effort to support his family, he came up with the idea of using an Indian Territory recipe to brew a beverage for the coal miners.    Pete's idea led to trouble during Prohibition. He was convicted, not once but twice, for breaking the federal Prohibition Act.    Prohibition was repealed in the late 1950s, but home brewed beverages were still illegal because they didn't bear the proper liquor stamps. Nevertheless, homemade Choc and wine continued to be available to regular customers at Pete's, a restaurant owned by Prichard in Krebs, Okla.    Those customers happen to include JFK and high-powered Oklahoma politicians.    Finally, in 1995, through tireless efforts on the part of Joe Prichard, the grandson of the founder, Pete's Place reintroduced Choc beer as part of the restaurant's tradition and a ""legal"" brew for customers.","918-423-2042","1919","https://s3.amazonaws.com/brewerydbapi/brewery/TI53eD/upload_IiadV5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/TI53eD/upload_IiadV5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/TI53eD/upload_IiadV5-large.png","","","",""
"EUNX3E","Chocolate City Beer","http://chocolatecitybeer.com/","2011","N","verified","Verified","2012-01-03 02:41:33","2014-09-29 20:12:20","2801 8th St NE","Washington","District of Columbia","20017","38.9259879","-76.994718","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Two friends and avid homebrewers, Ben Matz and Jay Irizarry, had an idea to bring their love of hand crafted micro-brewed beer to the masses via a small scale manufacturing and production facility. No small task when you consider this “dream” was taking form during the latter part of 2008, when the financial markets were set to implode, credit markets were freezing, and good economic news, especially for entrepreneurs and business start-ups, was hard to come by. The two pressed ahead and, with the financial assistance of Brian Flanagan as a third partner and business development specialist Don Parker, launched Chocolate City Beer in November of 2009.","","2011","https://s3.amazonaws.com/brewerydbapi/brewery/wktoLF/upload_QMM5qR-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/wktoLF/upload_QMM5qR-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/wktoLF/upload_QMM5qR-large.png","Sat:  12:30pm - 4:00pm  Every Saturday:  12:30pm - 4pm","","",""
"M1SZhm","Denver","http://www.denverchophouse.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1735 19th Street #100","Denver","Colorado","80202","39.755274","-104.997454","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","The ChopHouse is a relaxed yet sophisticated bistro with a diverse menu featuring legendary steaks, chops, seafood and mouthwatering, handcrafted ales brewed on-site. Located in Denver, Washington D.C. and Boulder, each ChopHouse & Brewery is housed in a historic landmark building, conveying a unique character and distinction all its own.","303-296-0800","","https://s3.amazonaws.com/brewerydbapi/brewery/vxzuxc/upload_qnbASy-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/vxzuxc/upload_qnbASy-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/vxzuxc/upload_qnbASy-large.png","","","",""
"SQAKt3","District","http://www.districtchophouse.com/","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","509 7th St. NW","Washington","District of Columbia","20004","38.89649","-77.0217759","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","202-347-3434","","","","","","","",""
"WUY40N","Cleveland ChopHouse & Brewery","http://www.clevelandchophouse.com/","","","verified","Verified","2012-01-03 02:41:33","2014-09-08 11:38:53","824 West St. Clair Avenue","Cleveland","Ohio","44113","41.4995145","-81.6995052","N","N","Y","N","brewpub","Brewpub","US","United States","USA","","","216-623-0909","","","","","","","",""
"8oGs9o","Boulder","http://www.boulderchophouse.com/","","","verified","Verified","2012-01-03 02:41:33","2014-09-08 11:42:05","921 Walnut Street","Boulder","Colorado","80302","40.0164899","-105.2827195","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","(303) 443-1188","","","","","","","",""
"qo6LCf","Main Brewery, General Offices and Taproom","http://www.christianmoerlein.com/","1853","N","verified","Verified","2012-01-03 02:41:33","2014-07-27 12:11:20","1621 Moore St.","Cincinnati","Ohio","45202","39.1137948","-84.5150108","Y","N","N","Y","production","Production Facility","US","United States","USA","","The Christian Moerlein Brewing Company was founded in Cincinnati, Ohio's Over-the-Rhine Brewery District in 1853 by its German immigrant namesake Mr. Christian Moerlein. By the end of the 19th-Century the brewery would be one of the largest in the United States. The brewery closed its doors when Prohibition began in 1919. The brand was revived in 1981 as one of the pioneer craft beers of todays craft beer movement, with the introduction of a series of Christian Moerlein beers by the Hudepohl Brewing Company. In 1984, Christian Moerlein Lager was the first American beer ever certified by the German government to pass the German Beer Purity Law (Reinheitsgebot). After a series of sales that took the business and brewing out of the region, the company was relocated once again to Cincinnati in 2004 by Gregory Hardman, its current local owner. With the goal of returning Cincinnati's grand brewing traditions, Hardman led the effort to build a world-class Moerlein Lager House brewery/gastropub on the banks of the Ohio River which opened in 2012 in Cincinnati's Smale Riverfront Park next to Great American Ballpark, home of the Cincinnati Reds. A spectacular craft brewing facility and Malt House Taproom opened in 2013 in the historic Over-the-Rhine brewery district, just blocks from its original 19th century home. The brewery offers tours and has a taproom in an original 1860's malt house complete with historic underground lagering cellars. The brewery is the first American craft brewer to rescue a City's heritage beer brands and owns Hudepohl-Schoenling Brewing Co. including the brands of Hudepohl, Hudy Delight, Hudy 14-K, Burger and Little Kings Cream Ale brands.","513-827-6025","1853","https://s3.amazonaws.com/brewerydbapi/brewery/Em1uno/upload_SbijT7-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Em1uno/upload_SbijT7-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Em1uno/upload_SbijT7-large.png","Wed:  4:00pm - 10:00pm Thu:  4:00pm - 10:00pm Fri:  4:00pm - 12:00am Sat:  12:00pm - 12:00am Sun:  12:00pm - 7:00pm  ","","",""
"X0HMO8","Christian Moerlein Lager House","http://www.moerleinlagerhouse.com/","","","verified","Verified","2012-01-03 02:41:33","2014-07-27 12:10:27","115 Joe Nuxhall Way","Cincinnati","Ohio","45202","39.0963619","-84.5087017","N","N","N","Y","restaurant","Restaurant/Ale House","US","United States","USA","","","513-421-2337","2012","","","","Mon:  1:00pm - 8:00pm Tue:  1:00pm - 8:00pm Wed:  1:00pm - 8:00pm Thu:  1:00pm - 8:00pm Fri:  11:00am - 10:00pm Sat:  11:00am - 10:00pm Sun:  12:00pm - 6:00pm  ","","",""
"h6TO1Z","ChristophBräu","http://www.christophbraeu.de/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Alois-Degler-Straße 3","Gaggenau","","76571","48.804727","8.316305","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","","","","","","","","",""
"XieD8w","ChuckAlek Independent Brewers","http://chuckalek.com/","2012","N","verified","Verified","2012-01-03 02:41:33","2014-09-29 20:12:20","2330 Main St","Ramona","California","92065","33.0278523","-116.8898254","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","","Inspired by our grandfathers, Chuck and Alek, we draw on their legacy and the legacy of those who came before them, striving to brew creative, artistic, and uncommonly good beers. ChuckAlek Independent Brewers is pulling some of the past into the present by recovering, reviving, and recreating heritage craft brews.","(513) 465-9768","2012","https://s3.amazonaws.com/brewerydbapi/brewery/gxPIlv/upload_db3wIk-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gxPIlv/upload_db3wIk-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gxPIlv/upload_db3wIk-large.png","Thu:  3:00pm - 9:00pm Fri:  3:00pm - 9:00pm Sat:  12:00pm - 9:00pm Sun:  12:00pm - 8:00pm  Thursday, 3:00 PM to 9:00 PM  Friday, 3:00 PM to 9:00 PM  Saturday, 12:00 PM to 9:00 PM  Sunday, 12:00 PM to 8:00 PM","Suite C","",""
"T7p9M6","Chuckanut Brewery & Kitchen","http://www.chuckanutbreweryandkitchen.com/","2008","N","verified","Verified","2012-01-03 02:41:33","2014-09-29 20:12:21","601 W. Holly St.","Bellingham","Washington","98225","48.7531923","-122.4851023","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","Enjoy world class European style, award winning lagers & ales and a local-centric menu of fresh American cuisine including woodstone pizzas, burgers, seafood, salads and more! All ages are welcome everyday starting at lunch and into the night.","360-752-3377","","https://s3.amazonaws.com/brewerydbapi/brewery/5njNsw/upload_q2GCh6-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/5njNsw/upload_q2GCh6-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/5njNsw/upload_q2GCh6-large.png","Sunday - Thursday  Food Service 11:30 - 9:00pm   Bar Open Late    Friday and Saturday  Food Service 11:30 - 10:00pm  Bar Open Late","","",""
