"id","name","website","established","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","region","postalCode","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","numberCode","description","images__icon","images__medium","images__large","locality","phone","hoursOfOperation","yearOpened","extendedAddress","mailingListUrl","yearClosed","isoCode"
"KWtrr6","Sun King Brewing Company","http://www.sunkingbrewing.com/","2008","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","135 N. College Ave","Indiana","46202","39.7688735","-86.1446464","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Sun King Brewing Company is an Indianapolis-based craft brewery with a focus on continually creating traditional seasonal and unique specialty beers.     Sun King rolled its first keg of beer out the door in July 2009 and since that time has grown into the second largest brewery in Indiana, producing over 21,000 barrels of beer in 2013. Sun King's beers have been awarded multiple medals at the Great American Beer Festival and World Beer Cup.    Located in a downtown Indianapolis warehouse, Sun King was the first full-scale production brewery in Indianapolis since 1948. Sun King beer can be enjoyed at fine bars/restaurants and liquor stores throughout Indiana or in their Tasting Room, located in the brewery at 135 N. College Avenue.","https://s3.amazonaws.com/brewerydbapi/brewery/mOFDzh/upload_Tha6Y5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/mOFDzh/upload_Tha6Y5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/mOFDzh/upload_Tha6Y5-large.png","Indianapolis","317-602-3702","Retail Hours (Carry-out Only)  Tuesday - Noon - 6  Wednesday - Noon - 6  Thursday - Noon - 4    Tasting Hours  (Carry-out and Sampling)  Thursday - 4 - 7  Friday - 12 - 7  Saturday 1 - 4","2008","","","",""
"wqcg0X","Sun Valley Brewing Co","http://www.sunvalleybrewery.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","202 N Main St","Idaho","83333","43.5221364","-114.3172412","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","Hailey","208-788-5777","","","","","",""
"ZALU9y","Sunday River Brewing Company","http://www.stonecoast.com/","1992","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","29 Sunday River Road","Maine","04217","44.4467818","-70.8090286","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","https://s3.amazonaws.com/brewerydbapi/brewery/md2Aud/upload_ygabLj-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/md2Aud/upload_ygabLj-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/md2Aud/upload_ygabLj-large.png","Bethel","207-824-3541","","","","","",""
"3FKRBo","Sunken City Brewing Company","http://sunkencitybeer.com/","2012","N","verified","Verified","2012-01-03 02:41:33","2014-10-14 12:50:11","40 Brewery Dr","Virginia","24101","37.118271","-79.722247","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Sunken City is the new brewery at Smith Mountain Lake. We will start pouring beer in May!","https://s3.amazonaws.com/brewerydbapi/brewery/I4hZZy/upload_5iMqlc-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/I4hZZy/upload_5iMqlc-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/I4hZZy/upload_5iMqlc-large.png","Hardy","(540) 420-0476","Wed:  5:00pm - 9:00pm Thu:  3:00pm - 9:00pm Fri:  3:00pm - 9:00pm Sat:  12:00pm - 9:00pm Sun:  12:00pm - 5:00pm  ","2012","","","",""
"xVeJAz","Sünner Brauerei und Brennerei","http://www.suenner.de","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Kalker Hauptstr. 260","Cologne","51103","50.93915","7.01114","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","","","","","+49 221 987990","Mon - Thu: 7:30 am - 4:00 pm  Fri: 7:30 am - 1:00 pm","","","","",""
"q0EsJc","Sunriver Brewing Company","http://sunriverbrewingcompany.com/","2012","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","57100 Beaver Dr","Oregon","97707","43.8735728","-121.4347952","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","We love our beer. In a region that has taken microbrews to a whole new level, we pride ourselves on brewing awesome craft beer that includes the lighter side of brewing as well as the killer hoppy fare.    We’re just as proud of our outrageous service. Great beer needs to be shared. We’re positioned to do just that here in Sunriver and beyond. Whether we’re serving customers in our brewpub or working with our distributors and their outlets, our awesome beers are brewed to be relished. You’ll crave our high-quality, easy-drinking beer and we’ll do whatever it takes to share the love.","https://s3.amazonaws.com/brewerydbapi/brewery/3Vmztv/upload_aDRMhp-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/3Vmztv/upload_aDRMhp-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/3Vmztv/upload_aDRMhp-large.png","Sunriver","(541) 593-3007","Mon - Thu: 11:00 am - 10:00 pm  Fri - Sat: 11:00 am - 11:00 pm  Sun: 11:00 am - 10:00 pm","2012","Building 4","","",""
"BU4IJP","Sunset Boulevard Brewing Co","","","N","verified","Verified","2012-01-03 02:41:33","2014-09-29 18:07:21","4212 Portage St","Michigan","49001","42.2490037","-85.5602699","Y","N","Y","N","micro","Micro Brewery","US","United States","USA","","","","","","Kalamazoo","","","","","","",""
"nnn6Sq","SunUp Brewing","http://www.sunupbrewing.com/","2004","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","322 East Camelback Road","Arizona","85012","33.509286","-112.068897","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","The seven barrel system that looms behind the floor to ceiling glass in our Brewer’s Den is the fruits of our labor and February 14, 2006 marked a new chapter in our history. You see, this was the day that the first three beers brewed on site flowed. We know we are biased, but in our minds the beer had never tasted as good as it did that day.face of the “Big German” Uwe Boer that we all know and love. He works magic in his craft and the passion that he shows for brewing fills the glasses as his award winning beer dispenses from our taps. We now boast our own regular taps but his innovation in our seasonal ales and distinct brewing style is what keeps our bar stools full and the place hopping. We can hardly keep his cask conditioned ale on tap as our customers are known to consume the kegs in record time.    “Great Beer, Great Food and Great Service” became our motto as we plugged through the first few years and now the slogan is what we live by. Our fantastic customers and great staff are what makes us who we are and how we stand out in the sea of new restaurants that pop up daily. It is our great customers that made it so easy to push forward into brewing and our loyal staff that helped to smooth over the transition. We continue to grow and change over time just as any business wants to do but it is remembering the little things that have gotten us to where we are today. After all in today’s crazy hectic world it is the little things in life that make it all worth it.","https://s3.amazonaws.com/brewerydbapi/brewery/F3gIYO/upload_TGaCYa-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/F3gIYO/upload_TGaCYa-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/F3gIYO/upload_TGaCYa-large.png","Phoenix","(602) 279-8909","Sunday - Thursday 11:00am - 11:00pm  Friday and Saturday to Midnight  Happy Hour: 3:00 - 6:00 PM Daily","","","","",""
"dYWzZl","Surf Brewery","http://surfbrewery.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4561 Market St.","California","93003","34.257772","-119.231116","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Located less than five miles from Surfer’s Point, Ventura’s Surf BreweryTM. The only craft microbrewery kegging and bottling their own beer in Ventura County. Tasting room and HomeBrew supplies as well.","https://s3.amazonaws.com/brewerydbapi/brewery/J19Kxx/upload_XpNsUd-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/J19Kxx/upload_XpNsUd-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/J19Kxx/upload_XpNsUd-large.png","Ventura","(805) 644-2739","Tue - Thu: 4:00 pm - 9:00 pm  Fri: 1:00 pm - 9:00 pm  Sat: 12:00 pm - 9:00 pm  Sun: 12:00 pm - 6:00 pm","","Suite A","","",""
"Q7VucH","Surinaamse Brouwerij","http://www.parbobier.com/","1955","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Brouwerijweg 1","","","5.822495","-55.169374","Y","N","N","Y","micro","Micro Brewery","SR","Suriname","SUR","740","The Surinaamse Brouwerij is the only brewery in Suriname and the proud brewery of Parbo beer, the famous national beer in Suriname.","","","","Paramaribo","+597 402255","","1955","","","",""
"2REili","Surly Brewing Company","http://www.surlybrewing.com/","2006","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4811 Dusharme Drive","Minnesota","55429","45.04285","-93.324557","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","While you're enjoying the full-bodied flavor of the beer, remember that it was more than 10 years in the making. We think it was worth it. We hope you agree.     Surly: The anger fueled by the inability to find good beer.    ""We brewed beer for people who didn't know they wanted to drink it until they had it."" - Omar Ansari","https://s3.amazonaws.com/brewerydbapi/brewery/cPRfoj/upload_h0oqUF-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/cPRfoj/upload_h0oqUF-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/cPRfoj/upload_h0oqUF-large.png","Brooklyn Center","763-535-3330","","2006","","","",""
"wAdTKf","Susquehanna Brewing Company","http://www.sbcbeer.com/","2010","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","635 South Main Street","Pennsylvania","18640","41.304062","-75.804389","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Susquehanna Brewing Company delivers prosperity and enjoyment to our Northeastern Pennsylvania (NEPA) customers and consumers through our quality, craft beers made locally in an environmentally responsible fashion.    We’re beer people. It’s in our blood. 6th generation and going strong. Back before it was hip to brew beer, our grandfathers’ grandfathers spent time crafting the perfect, drinkable beer right here in northeastern Pennsylvania. The beer brewing torch has been passed down, and now it’s our turn. To make the kind of beer you can enjoy all day long, if you’re so inclined. And we have to admit, someti...See More","https://s3.amazonaws.com/brewerydbapi/brewery/pxNRTy/upload_PZdsp2-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/pxNRTy/upload_PZdsp2-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/pxNRTy/upload_PZdsp2-large.png","Pittston","(888) 725-4902","Free Daily Tour Monday- Friday 3PM and 5PM, Saturday 2PM","2010","","","",""
"ekxWv9","Sutter Buttes Brewing","http://www.sutterbuttesbrewing.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","421 Center St.","California","95991","39.137336","-121.615113","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","Sutter Buttes Brewing is an excellent local brewery, quick to become your favorite place to grab a bite or a crisp drink at the end of the day.  The light atmosphere and friendly staff make it a nice place to relax while still presenting itself as a fine local eatery.  It is a microbrewery and taproom, offering good beers and ciders as well as both lunch and dinner.","https://s3.amazonaws.com/brewerydbapi/brewery/fNbW0f/upload_HSqHrs-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/fNbW0f/upload_HSqHrs-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/fNbW0f/upload_HSqHrs-large.png","Yuba City","530-790-7999","Tue - Sun: 11:00 pm - 10:00 pm","","","","",""
"SnXaIv","Suzdal brewery","http://suzdalbeer.ru/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Chirikovo Chirikovo","Vladimir obl.","601279","","","Y","N","N","Y","micro","Micro Brewery","RU","Russian Federation","RUS","643","","https://s3.amazonaws.com/brewerydbapi/brewery/fUWCiQ/upload_P9jcDi-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/fUWCiQ/upload_P9jcDi-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/fUWCiQ/upload_P9jcDi-large.png","Suzdal ray.","+7 (4922) 77-77-61","","","","","",""
"H4gL4a","Svyturio","http://www.svyturys.lt/","1784","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Kulių vartų 7","Klaip?da","5799","6.91224","28.768451","Y","N","N","Y","micro","Micro Brewery","LT","Lithuania","LTU","440","","https://s3.amazonaws.com/brewerydbapi/brewery/4Wlnuj/upload_SMgN4O-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/4Wlnuj/upload_SMgN4O-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/4Wlnuj/upload_SMgN4O-large.png","","+370 46 484 000","","1784","","","",""
"DjNUzp","Švyturys","http://www.svyturys.lt/","1784","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Kuliu vartu 7","Klaipeda","5799","55.7070282","21.1418313","Y","N","N","Y","micro","Micro Brewery","LT","Lithuania","LTU","440","","https://s3.amazonaws.com/brewerydbapi/brewery/qF1pEY/upload_QpPmqy-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/qF1pEY/upload_QpPmqy-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/qF1pEY/upload_QpPmqy-large.png","","","","","","","",""
"k06Bag","Swamp Cabbage Brewing Company","","","N","verified","Verified","2012-01-03 02:41:33","2014-09-29 18:04:03","921 Brookwood Dr","South Carolina","29201","33.9711939","-81.0285789","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","https://s3.amazonaws.com/brewerydbapi/brewery/7N3NtU/upload_5tRBsC-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/7N3NtU/upload_5tRBsC-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/7N3NtU/upload_5tRBsC-large.png","Columbia","","","","","","",""
"tOP9E1","Swamp Head Brewery","http://www.swamphead.com/","2008","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3140 S.w. 42nd Way","Florida","32608","29.6242389","-82.3884454","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Founded in 2008, upon the foundation of our great state, we raised our roof to brew world-class beers and establish ourselves as Florida’s brewery. Having travelled through lands far and close, and finding inspiration along the way, we are proud to be here, proud to be Inherently Floridian.    It has been our mission since day one to be Florida's brewery. We love our neighbors, but we're focused on providing our state with the beer it deserves.    That's only a small part of it.    Have a look around, from our brewery, to our logo and branding, to our beer, you can see that we live, love and are Florida. From now until the horizon, Swamp Head Brewery is Inherently Floridian.","https://s3.amazonaws.com/brewerydbapi/brewery/lh4CHM/upload_EJOZSk-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/lh4CHM/upload_EJOZSk-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/lh4CHM/upload_EJOZSk-large.png","Gainesville","352-505-3035","Wednesday, Thursday, Friday: 4pm to 8pm","2008","","","",""
"M0V0CM","Swamp Rabbit","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-25 13:44:06","26 S Main St","South Carolina","29690","34.9670526","-82.4426219","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","10 Barrel Brewery & Taproom by Brewmaster Ben Pierson","https://s3.amazonaws.com/brewerydbapi/brewery/qHtG4C/upload_k2Wnx6-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/qHtG4C/upload_k2Wnx6-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/qHtG4C/upload_k2Wnx6-large.png","Travelers Rest","(864) 610-2424","","","","","",""
"Vi7xNS","Swan Brewery","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","25 Baile Road","Western Australia","","-32.063434","115.911867","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","36","","","","","Canning Vale","61-(08)-9350-0222","","","","","",""
"pcNq92","Swans Brewery","http://www.swanshotel.com","1989","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","506 Pandora Ave","British Columbia","V8W 1N6","48.4285262","-123.3694717","Y","N","N","N","micro","Micro Brewery","CA","Canada","CAN","124","Established in 1989, our on-site brewery is rightly proud of its award winning beers. We brew a wide selection of British-style ales and German and Canadian beers that are created with old-world care and without compromise. No syrups, sugars or ""adjunct"" are used in our 100 percent grain mashes—only barley and wheat malts, plus oatmeal in our special stout. All of our specialty malts are imported from the UK, as is our unique strain of yeast. The ales are naturally carbonated and left to settle or ""fine"" at cold temperatures, rather than being filtered. Filtration can remove much of the goodness from beer along with the haze. Another negative practice our Brewer avoids is pasteurization. Our natural and healthy brews are more lightly carbonated than the factory product, and served at a palatable 45 degrees F to bring out the fullness of the flavour for which we strive.","https://s3.amazonaws.com/brewerydbapi/brewery/BMC26E/upload_KateuV-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/BMC26E/upload_KateuV-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/BMC26E/upload_KateuV-large.png","Victoria","1-800-668-7926","24 hours a day (hotel & info)","1989","","","",""
"81qlWt","Swashbuckler Brewing Company","http://www.parenfaire.com/","2000","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2775 Lebanon Rd","Pennsylvania","17545","40.226446","-76.428978","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Enter Mount Hope Mansion where the year is 1899 and the 20th century is emerging. The greatest minds of the time have gathered to discuss new ideas and inventions that will impact future generations forever. However, some are willing to do anything to ensure their greatness, even commit murder. Join the great Sherlock Holmes and his faithful friend Dr. Watson at the Murder Mystery Dinner Theatre for this interactive “who-done-it.” Who will be the victim and who will be the assassin? It’s elementary, my dear!","https://s3.amazonaws.com/brewerydbapi/brewery/O0n0Qn/upload_iLudKg-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/O0n0Qn/upload_iLudKg-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/O0n0Qn/upload_iLudKg-large.png","Lancaster","717-665-7021","","2000","","","",""
"Kt5IEV","Sweet Mullets Brewing","http://www.sweetmulletsbrewing.com/","2011","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","N58W39800 Industrial Road","Wisconsin","53066","43.125831","-88.537339","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","Creating Oconomowoc's first brewpub just off Old Hwy 16, behind Schwefel's in the industrial park. New home of award-winning beer of Mark Duchow. Planning to open late 2011 if we can get through all the permits and inspections.    Providing highest quality craft beer complemented by small plate fare highlighting, baked, steamed and fresh food. Wisconsin wines and distilled products available.","https://s3.amazonaws.com/brewerydbapi/brewery/TvurmC/upload_Rwwhp2-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/TvurmC/upload_Rwwhp2-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/TvurmC/upload_Rwwhp2-large.png","Oconomowoc","262-456-2843","Wed - Thu:	4:00 pm	-	10:00 pm  Fri:	4:00 pm	-	11:00 pm  Sat:	12:00 pm	-	11:00 pm  Sun:	12:00 pm	-	10:00 pm","","Unit D","","",""
"kLZZgK","Sweetwater Sterling","http://www.greatamericanrestaurants.com/sweetMainSter/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","45980 Waterview Plaza","Virginia","20166","39.032556","-77.409609","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","Sterling","571-434-6500","Sunday & Monday: 11:00am-10:00pm  Tuesday – Thursday: 11:00am-11:00pm  Friday & Saturday: 11:00am-12:00am","","","","",""
"IRMmi5","Sweetwater Centreville","http://www.greatamericanrestaurants.com/sweetMainCen/","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","14250 Sweetwater Lane","Virginia","20121","38.82891","-77.439469","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","Centreville","703-449-1100","Tuesday – Thursday: 11:00am-11:00pm  Friday – Saturday: 11:00am-12:00am  Sunday – Monday: 11:00am-10:00pm","","","","",""
"ul5arW","Sweetwater Merrifield","http://www.greatamericanrestaurants.com/sweetMainMeri/","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3066 Gatehouse Plaza","Virginia","22042","38.866622","-77.229157","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","Falls Church","703-645-8100","Sunday - Monday: 11:00am-10:00pm  Tuesday - Thursday: 11:00am-11:00pm  Friday - Saturday: 11:00am-12:00am  The bar closes one hour after the dining room.","","","","",""
"waA7IQ","Casper","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Wyoming","","42.850095","-106.327734","Y","N","N","N","micro","Micro Brewery","US","United States","USA","","","","","","Casper","","","","","","",""
"MfINpl","SweetWater Brewing Company","http://www.sweetwaterbrew.com/","1997","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","195 Ottley Drive","Georgia","30324","33.808102","-84.38119","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","February 17, 1997 marked the official beginning of SweetWater Brewery, and a new style of brewing and selling beer in Atlanta as the boys wandered around Atlanta in an old van with Freddy's dog Badger. After ending up on the wrong side of the tracks a few times, they were finally pointed in the direction of Virginia-Highlands and found a few bars willing to take a chance on them. ""We'll give you a shot as long as your dog stops begging for leftovers on our patio"" was the cautious approval they needed to get the brand rolling.    SweetWater's second and current location is in Midtown Atlanta, adjacent to Ansley Park, in the Armour Circle Industrial Park just off of Piedmont and Monroe. The boys saved all of their pennies to buy the 25,000 square feet of brewing goodness and smack in the middle of all the action. Since the company began we've wanted to be closer to our homes, the bars and stores that sell our beer, and all the good folks that drink it. Fortunately seven years of great growth gave the company that opportunity. We learned a lot from that location and left all those mistakes behind as we built our new home. SweetWater Brewing Company has been here since 2004 and it feels good to be settled in. Our new home has enough capacity to brew 100,000 barrels of beer a year (A few more years at this rate.)","https://s3.amazonaws.com/brewerydbapi/brewery/TMc6H2/upload_HkHhYQ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/TMc6H2/upload_HkHhYQ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/TMc6H2/upload_HkHhYQ-large.png","Atlanta","404-691-2537","","1997","","","",""
"yz1BzC","Swell Beer Company","http://swellbeer.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","412 Beltrees St","Florida","34698","28.0049222","-82.7872167","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","Dunedin","770-235-5094","","","","","",""
"bIk08d","Switchback Brewing Company","http://switchbackvt.com/","2002","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","160 Flynn Ave","Vermont","05401","44.45566","-73.219521","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Located in Burlington, Vermont, Switchback Brewing Company was founded in 2002 by a formally trained master brewer and his friend, the vision was to concentrate limited resources into making just a few beers to achieve the highest quality possible. The success of Switchback Ale beer has driven constant expansion for over 7 years and made the release of three Rotating Specials, Roasted Red Ale, Porter, and Slow-Fermented Brown Ale possible. Thank you for your support!    As in the beginning, Switchback continues to rely on word of mouth to increase sales, which have expanded into New York, New Hampshire, and Southern Maine. Switchback now brews several thousand barrels of beer each year, but its beer is only available on draught or in 1/2 and 1/6 barrel size kegs.","https://s3.amazonaws.com/brewerydbapi/brewery/KJmWjL/upload_EmL040-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/KJmWjL/upload_EmL040-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/KJmWjL/upload_EmL040-large.png","Burlington","802-651-4114","Mon: 6:00 pm - 7:00 pm  Tue: 10:00 am - 3:00 pm  Wed: 4:00 pm - 5:00 pm  Thu: 7:00 am - 8:00 am, 2:00 pm - 6:00 pm  Fri - Sat: 11:00 am - 7:00 pm    FREE TOURS EVERY SATURDAY AT 1 and 2PM!","2002","","","",""
"OlXVGX","Switchyard Brewing Company","http://www.switchyardbrewing.com","2014","N","verified","Verified","2012-01-03 02:41:33","2014-09-05 12:12:13","","Indiana","47403","39.165325","-86.5263857","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","Switchyard Brewing Company is coming to Bloomington and we are really excited about it. Keep up with the project, news updates, FAQ's and connect with us.","https://s3.amazonaws.com/brewerydbapi/brewery/6MYMdO/upload_4aVTJw-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/6MYMdO/upload_4aVTJw-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/6MYMdO/upload_4aVTJw-large.png","Bloomington","","","","","","",""
"GsH2Ea","Sycamore Brewing","http://www.sycamorebrew.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-11-03 12:48:52","2161 Hawkins Street","North Carolina","28203","35.208721","-80.862753","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","We have proud roots in home brewing and North Carolina, and we have been humbly perfecting some of our favorite recipes over the last 10 years.  We are incredibly excited to share them in the months to come.  Justin was born and raised here in Charlotte, and we couldn’t be happier for our brewery to become part of the city's dynamic and growing craft beer scene.      If you love good beer as much as we do, we can't wait to have you join us in the taproom for a pint or two.  It's not long until we're pouring.","https://s3.amazonaws.com/brewerydbapi/brewery/2Qkw10/upload_F1vyPg-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/2Qkw10/upload_F1vyPg-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/2Qkw10/upload_F1vyPg-large.png","Charlotte","","","","","","",""
"2rTP1E","Sydney Brewery","http://sydneybrewery.com","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","World Square Surry Hills","New South Wales","2002","-33.8771586","151.2066926","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","36","From the heart of Surry Hills the Sydney Brewery is dedicated to creating the best craft beers in Australia. Brewed lovingly by hand in small batches, each variant is designed to epitomise the local style, personality and people of the suburbs that make this city great.","https://s3.amazonaws.com/brewerydbapi/brewery/fN7jFx/upload_a9YeVj-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/fN7jFx/upload_a9YeVj-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/fN7jFx/upload_a9YeVj-large.png","","+61 2 8262 8888","","","","","",""
"DcSoI4","Syracuse Suds Factory","http://www.sudsfactory.com/","1993","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","320 South Clinton Street","New York","13202","43.0480734","-76.1536694","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","The Syracuse Suds Factory was founded on January 19th, 1993. It is located in the historic Amos Building in downtown Syracuse, New York. The Syracuse Suds Factory became the first commercial brewery in Syracuse after 31 years. Our first beer was brewed on March 20, 1993 and first tapped on April 17, 1993. At this time we were the only brewery in Syracuse, New York.    The Syracuse Suds Factory also has the claim of being the first brewery, in Syracuse New York, in 31 years to commercially ship its product to other outlets. On May 7th 1995 we shipped our first keg to Jack London's, a pub in Sidney New York. From that point on we have shipped to other accounts outside of Syracuse as well as local accounts.","https://s3.amazonaws.com/brewerydbapi/brewery/l4QDBq/upload_ca5I2N-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/l4QDBq/upload_ca5I2N-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/l4QDBq/upload_ca5I2N-large.png","Syracuse","315-471-2253","","1993","","","",""
"pZWPJO","Søgaards Bryghus","http://www.soegaardsbryghus.dk/","2004","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","C. W. Obels Plads 1","","9000","57.0489425","9.920078","Y","N","N","Y","micro","Micro Brewery","DK","Denmark","DNK","208","Restaurant Søgaard Bryghus is Aalborg's micro-brewery, which also houses a restaurant. Søgaards Bryghus is divided into two floors with its restaurant on the ground floor and brewery in the basement. In the brewery, you have the opportunity to follow the brewing process. Restaurant Søgaards Bryghus serves well-prepared food made ​​from seasonal ingredients, which means that the menu follows the seasons. For dinner, you can enjoy the brewery's own beer and if you wish guidance on what beers to match the food, this is also possible. On Sundays Søgaards Bryghus offers sn great brunch buffet with freshly squeezed orange juice, scrambled eggs, bacon, charcuterie, pâté, fruit, brownies, homemade jams and much more.","https://s3.amazonaws.com/brewerydbapi/brewery/tDfSBC/upload_A9wWFm-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/tDfSBC/upload_A9wWFm-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/tDfSBC/upload_A9wWFm-large.png","Aalborg","+45 98 16 11 14","Monday - Wednesday from 11.00 to 23.00  Thursday - from 11.00 to 23.00  Friday 11.00 - late  Saturday 11.00 - late  Sunday 10.30 to 21.00","","","","",""
