"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","phone","extendedAddress","numberCode","yearClosed","mailingListUrl"
"sKYuNZ","Dukbone Brewing Co.","Dukbone Brewing was founded with a love for craft beer and a whole lot of ambition to bring more quality brews and excitement to the Charlotte, NC beer scene. This brewery has an ""everything is game"" approach and will brew anything and everything at least once. We aim to be experimental and push the limits of brewing. The brewery will feature an onsite taproom, brewery tours, and special events. Our goal is to produce high quality hand crafted ales, while giving the community a brewery they can be proud of. Currently, we are looking for space in the Plaza Midwood community. We hope to be able to open our doors to the world in late 2013 and we can hardly wait until then!","http://www.dukbone.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/YIQlOo/upload_A2L6FU-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/YIQlOo/upload_A2L6FU-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/YIQlOo/upload_A2L6FU-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Charlotte","North Carolina","","Sunday 12.00pm-6.00pm  Monday 4.00pm-9.00pm  Tuesday 4.00pm-9.00pm  Wednesday 4.00pm-9.00pm  Thursday 4.00pm-9.00pm  Friday 5.00pm-10.00pm  Saturday 12.00pm-10.00pm","35.2270869","-80.8431267","Y","Y","N","Y","micro","Micro Brewery","US","2013","United States","USA","","","","",""
"3QXuzL","Dunbar Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","22720 El Camino Real","Santa Margarita","California","93453","","35.3874513","-120.6155129","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","805-704-9050","","","",""
"KY5gtZ","Dundee Brewing Co.","At Dundee Ales & Lagers, we support all beer lovers on their adventure through the world of craft beers. We believe wholeheartedly in great craft beers that invite and reward you; craft beers that you'll want to reach for again and again. We brew a range of of styles in which all the ingredients are perfectly balanced and work together to offer a flavorful, complex brew that's true to the original style but never over-the-top or intimidating. That's the kind of beer we brew. Because that's the kind of beer we drink. Cheers!","http://www.dundeebeer.com/","1994","N","https://s3.amazonaws.com/brewerydbapi/brewery/q9IxZG/upload_sA54Ly-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/q9IxZG/upload_sA54Ly-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/q9IxZG/upload_sA54Ly-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","445 Saint Paul Street","Rochester","New York","14605","","43.1646","-77.61394","Y","N","N","N","production","Production Facility","US","","United States","USA","","","","",""
"fkGj8m","Dunedin Brewery","As the oldest microbrewery in Florida, we are committed to two great challenges: satisfying our thirst for a well-crafted brew and fulfilling the need to contribute to a strong, vibrant community. Dunedin Brewery is founded on values that make these goals a reality; like yourself, we value the integrity to stand for a cause, the stability gained from working hard, and the experience of connecting with good people—our dedicated staff of beer enthusiasts or our loyal guests. There’s plenty of things to do in Florida- even plenty of things to do in Tampa Bay, but we strive to be more than just a place and more than just a beer; we strive to meet the challenge of creating an amazing city and an amazing craft brew. Sláinte!","http://www.dunedinbrewery.com/","1996","N","https://s3.amazonaws.com/brewerydbapi/brewery/5pOzg7/upload_7jGTtO-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/5pOzg7/upload_7jGTtO-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/5pOzg7/upload_7jGTtO-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","937 Douglas Ave.","Dunedin","Florida","34698","","28.013997","-82.787635","Y","N","N","Y","micro","Micro Brewery","US","1996","United States","USA","727-736-0606","","","",""
"I3zXID","Duneland Brewhouse Pub and Restaurant","(No longer brewing)","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Michigan City","Indiana","46360","","41.71936","-86.903174","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","1-219-878-9180","","","",""
"aps8aW","Dungarvan Brewing","Dungarvan Brewing Company was launched in April 2010 after a couple of years spent researching, planning and developing by the four founders.  The philosophy of the brewery is one of purity — we keep the beer in its purest form by bottle-conditioning it. It isn’t filtered, isn’t pasteurised and is naturally carbonated so there is minimum interference with it between raw ingredients and finished product. We always start with the best quality ingredients including; Maris Otter malt, full leaf hop cones and the limestone rich water of West Waterford.  Our brewer strives for quality and consistency across every stage of the brew, working hard to ensure that each bottle achieves the high standards he has set. All the beers are craft brewed in small batches and by its artisan nature this can lead to slight variations by batch.  The brewhouse is a 6bbl plant made by PBC Brewery Installations, the UK’s top micro brewery installer and is ideally suited to the bottle-conditioned traditional ales that we brew.  Bottling is currently done by hand with a four-head filler with plans to upgrade this to an automated system in the coming months.","http://www.dungarvanbrewingcompany.com/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/vFrJjr/upload_bZH4oN-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/vFrJjr/upload_bZH4oN-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/vFrJjr/upload_bZH4oN-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Unit 5 No. 2","","Waterford","","","52.0955413","-7.633504","Y","N","N","Y","micro","Micro Brewery","IE","","Ireland","IRL","+353 58 24000","Westgate Business Park","372","",""
"TLeWlc","Dungeness Brewing","Dungeness Brewing is the start of a dream...","http://dungenessbrewing.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/Md8zHs/upload_arpnaw-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Md8zHs/upload_arpnaw-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Md8zHs/upload_arpnaw-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-24 20:02:44","4017 S Mt Angeles Rd","Port Angeles","Washington","98362","","48.088323","-123.417636","Y","N","N","N","production","Production Facility","US","","United States","USA","360-775-1877","","","",""
"Fm39JC","Dunsmuir Brewery Works","Micro Brewery, Restaurant, and Pub. Serving hand crafted ales and fine food using the freshest ingredients the kitchen is open from 11 am to 9pm but we keep serving until everyone has had dinner.    Come in and enjoy our delicious food and drinks.","http://www.dunsmuirbreweryworks.info/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/FxyfOU/upload_CLLqRA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/FxyfOU/upload_CLLqRA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/FxyfOU/upload_CLLqRA-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5701 Dunsmuir Avenue","Dunsmuir","California","96025","Tue - Sun:	11:00 am - 9:00 pm","41.210882","-122.271999","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","530-235-1900","","","",""
"infeFI","Duo Brewing","","http://duobrewing.com","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-10-01 18:12:59","719 4th St SE","Puyallup","WA","98372","Nano-brewery with no tap room. Tours and growler fills by appointment only. Tap locations on our website.","47.185485","-122.289202","Y","N","N","Y","nano","Nano Brewery","US","","United States","USA","507-412-0071","","","",""
"uNiLRe","Duquesne Beer","","http://duquesnebeer.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/9EHIsH/upload_7YjhSl-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/9EHIsH/upload_7YjhSl-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/9EHIsH/upload_7YjhSl-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2555 Washington Road","Pittsburgh","Pennsylvania","15241","","40.3168692","-80.0885813","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","412-831-2779","Suite 630","","",""
"WhR9b5","Durango Brewing Company","Durango Brewing Company is the third oldest microbrewery in Colorado. Brewing since 1990, our heritage dates to 1886 when Durango Beer and Ice Company became Durango Brewing Company. Our beers are hand crafted using the finest barley, hops, and yeast along with water born high in the San Juan Mountains of Southwest Colorado.    Presently our beers include Durango Amber Ale, Durango Dark Lager, Durango Wheat Beer, and Durango Golden Ale. We also brew Derail Ale, 2007 and 2008 Gold Medal Winner at the Great American Beer Festival (Other Strong Beer Category), and various seasonal beers. Seasonal selections include Blueberry Wheat, Durango Pale Ale, Durango Winter Ale, and 2009 GABF Gold Medal Winner - Colorfest, our fall seasonal.    In November 2007, we added our new Tap Room which has features inspired by the Narrow Gauge Railroad and the history of our town. The Tap Room is open seven days a week for all to relax and enjoy the Flavor of Durango. Stop by and try a sample or enjoy a fresh pint of any of our award winning beers. Our unique growlers are always available for carry out along with all our packaged products.","http://www.durangobrewing.com/","1990","N","https://s3.amazonaws.com/brewerydbapi/brewery/xsnJ3o/upload_MoyAmB-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/xsnJ3o/upload_MoyAmB-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/xsnJ3o/upload_MoyAmB-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3000 Main Ave","Durango","Colorado","81301","","37.297666","-107.871657","Y","N","N","Y","micro","Micro Brewery","US","1990","United States","USA","970-247-3396","","","",""
"919xkW","Durkin Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","490 Red Barn Ln","Barrington","Illinois","60010","","42.149683","-88.116255","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","847-382-3738","","","",""
"lKsltx","Dust Bowl Brewing Company","Welcome to Dust Bowl Brewing Company located in Turlock, Ca. We are a small brewing company in the Central Valley of California. Our size allows us to have a very personal and passionate connection to each of our beers. We are continuously testing new flavors and styles to develop our selection of beers. Our goal is to help create a thriving beer culture in the Central Valley.    Our company is a tribute to the strong-willed, gritty people of the Dust Bowl and Great Depression era. Inspired by the families who came west in search of a new start as well as those who stayed behind to weather the storm. This is great beer born of hard times. Storm’s comin’!","http://dustbowlbrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/Xnf2WT/upload_kYXBBx-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Xnf2WT/upload_kYXBBx-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Xnf2WT/upload_kYXBBx-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3100 Spengler Way","Turlock","California","95380","","37.484303","-120.883543","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"Neba3O","Dust Devil Brewing LLC","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","665 Concord Cir","Fernley","Nevada","89408","","39.601318","-119.241712","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","775-750-9801","","","",""
"5yhKSo","Duvall Springs Brewing","Duvall Springs Brewing is Duvall, WA. first brewery! Deep in the woods of Duvall, a secret shed is producing some of the heartiest and unique beers, using local Washington State products.    Started by three friends with a passion for all things beer, we hope to be in a fine establishment near you as soon as possible.","http://www.duvallspringsbrewing.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/PFbBr7/upload_IEEGBf-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/PFbBr7/upload_IEEGBf-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/PFbBr7/upload_IEEGBf-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-07 18:43:46","18028 288th Ave NE","Duvall","WA","98019","We would love to have you all out to raise a pint, but unfortunately the brewery is a little too hard to get to and for now we are keeping it closed for tastings.    The road is a little bit too steep and narrow for traffic and would probably be a bit worse after a few of our strong beers. But there’s nothing to fear! Our beer is always on tap now at the Duvall Tavern. You’ll find our Burn Ban Porter year round there as well as a rotating tap of our seasonals.","47.7633438","-121.9553518","Y","N","N","N","micro","Micro Brewery","US","","United States","USA","425-269-1281","","","",""
"iIQ8cF","The Duvall Tavern","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-10-07 18:49:38","15807 Main Street","Duvall","WA","","Open Daily 11am – Close","47.742507","-121.986253","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","425-318-6277","","","",""
"zyKOCp","Duvel Moortgat","","http://www.duvelmoortgat.be/","1871","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Breendonkdorp 58","Breendonk","Antwerpen","","","51.0429432","4.3260369","Y","N","N","Y","micro","Micro Brewery","BE","1871","Belgium","BEL","32-038-86-71-21","","56","",""
"y8IIGV","DuVig Brewing Company","DuVig Brewing Company opened May 17th. Onsite, we offer tastings and tours, sell growlers to the public, and supply our beer to CT restaurants and bars.","http://www.duvig.com","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/90COF6/upload_H9vMxj-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/90COF6/upload_H9vMxj-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/90COF6/upload_H9vMxj-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-25 11:56:34","59 School Ground Road","Branford","Connecticut","06405","Fri:  3:00pm - 8:00pm Sat:  12:00pm - 7:00pm Sun:  12:00pm - 5:00pm  ","41.3022357","-72.7688238","N","N","N","Y","micro","Micro Brewery","US","2014","United States","USA","(203) 208-2213","Unit #10","","",""
"cI3CMG","Queenstown","Founded in 1978 (Christchurch) and owned by the Sinke Family, the Dux de Lux has expanded throughout the years to provide the widest spectrum of hospitality available in one unique and historic setting, and recently now in two destinations - Christchurch and Queenstown.    Coming into it's sixth year, Queenstown Dux de Lux specialises in New Zealand produce from the land and sea, legendary salads, spectacular seafood, world renowned vegetarian fare alongside mouth watering Underground Coffee. Food is the fuel for the vehicle that is our body. Our aim is to fuel you with the food that offers the sustenance and nourishment our busy lives demand. Dux was the original vegetarian restaurant in Christchurch.    Our historic brew bar offers a relaxed environment to meet friends and unwind at the end of the day, watch your favourite sport, catch the band or just watch the world go by. An institution in the live music scene, the Dux de Lux is one of New Zealand's premier venues for showcasing emerging new talent. From rock to dub, jazz to hip hop and every genre in-between, many nights a week come and check out New Zealand’s next big act. Many of the country’s top artists and bands have grown up with the Dux de Lux - you may just see one tonight!","http://www.thedux.co.nz/","1978","N","https://s3.amazonaws.com/brewerydbapi/brewery/wmZQ8Q/upload_AgWKCq-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/wmZQ8Q/upload_AgWKCq-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/wmZQ8Q/upload_AgWKCq-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","14-16 Church Street","Queenstown","New Zealand","","","-45.033027","168.661348","Y","N","N","Y","brewpub","Brewpub","NZ","","New Zealand","NZL","03 442 9688","","554","",""
"vBo3rk","Christchurch","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","41 Hereford Street","Christchurch","New Zealand","","10.30am  to late Monday through Sunday","-43.532033","172.630086","N","N","N","Y","brewpub","Brewpub","NZ","","New Zealand","NZL","03 366 6919","","554","",""
"hYNg4G","Main Office","","http://gallo.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/ZW37mf/upload_uIvpeA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZW37mf/upload_uIvpeA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZW37mf/upload_uIvpeA-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-24 11:34:20","2650 Commerce Way","Commerce","California","90040","","33.9968065","-118.1577763","Y","N","N","N","office","Office","US","","United States","USA","(323) 869-6400","","","",""
"bGabak","E.C. Dahls Bryggeri","E.C. Dahls Brewery (E.C. Dahls Bryggeri) is a brewery and soft drink factory based in Trondheim, Norway.    E.C. Dahls Brewery was founded in 1856 by Erich Christian Dahl (1814–1882), a local businessman and consul-general from Trondheim. He was the son of Erich Dahl (1774-1821) Christine Lyche (1776-1861). His parents had been the owners of an import-export business and shipping company. In 1851, Erich Christian Dahl had bought the Sugarhouse (Sukkerhuset) in the Kalvskinnet area of Trondheim, where there had been a sugar refinery since 1754. Sukkerhuset was rebuilt for brewing. The brewery stayed in the building until 1984.    The first bottle of Bayerøl, a Munich-style dunkel, was sold in 1857. In 1910, the plant began to produce soft drinks at the brewery as well. Bayerøl was the most important type of beer until the early 20th century when Dahls Pils, a pilsener took over as the most popular beer.    In 1966, it was merged with Trondheim Akti Brewery (Trondhjems Aktiebryggeri), which was founded in 1899 and Trondheim Brewery (Trondhjems Bryggeri) which dated to 1919. E.C. Dahls Bryggeri is now owned by Ringnes, part of the Group Carlsberg AS.","http://ringnes.no/","1856","N","https://s3.amazonaws.com/brewerydbapi/brewery/4E9qej/upload_ZpZDfn-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/4E9qej/upload_ZpZDfn-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/4E9qej/upload_ZpZDfn-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-02 11:51:24","Strandveien 71","","Trondheim","7042","","63.440875","10.4270105","Y","N","N","Y","micro","Micro Brewery","NO","","Norway","NOR","+47 73 58 15 00","","578","",""
"Ebm0Vh","Eagle Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","625 Fourth Street","Mukilteo","Washington","98275","","47.9454499","-122.3039532","Y","N","Y","Y","brewpub","Brewpub","US","","United States","USA","425-348-8088","","","",""
"FF81sy","Eagle Creek Brewing Company","Eagle Creek Brewing Company is the first production brewery in Statesboro, GA. You can visit us @ eaglecreekbrewingco.com","http://www.eaglecreekbrewingco.com","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/L1fajR/upload_VFZSHt-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/L1fajR/upload_VFZSHt-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/L1fajR/upload_VFZSHt-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-25 18:44:33","106 Savannah Avenue, Ste B","Statesboro","Georgia","30458","","32.448106","-81.779944","Y","N","N","Y","micro","Micro Brewery","US","2013","United States","USA","(912) 489-BEER","","","",""
"qvUof8","Eagle Rock Brewery","As the first brewery with operations based in Los Angeles in over 60 years, we're dedicated to the production of unique artisanal beers using the best ingredients to promote the ongoing development of the beer community in Los Angeles.    Our microbrewery is attached to our public tap-room, where fellow beer lovers can gather to relax, refresh, and enjoy our unique beers. As we do not serve food, we encourage patrons to bring your own food or make a visit to the local food trucks/vendors that we have outside. Guests visiting our taproom need to be *21 and over to enter - no exceptions.","http://www.eaglerockbrewery.com/","1950","N","https://s3.amazonaws.com/brewerydbapi/brewery/aCW7DF/upload_51z36R-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/aCW7DF/upload_51z36R-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/aCW7DF/upload_51z36R-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3056 Roswell Street","Los Angeles","California","90065","Wednesday–Saturday 4-10pm  Sunday 12-6pm","34.1149935","-118.2433833","Y","N","N","Y","micro","Micro Brewery","US","1950","United States","USA","323-257-7866","","","",""
"9MrbND","EagleMonk Pub and Brewery","EagleMonk Pub and Brewery features craft beer, wine, soda and pizza. We also make our own Pizzas, Paninis, and Salads!","http://www.eaglemonkbrewing.com/","2012","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4906 W Mt Hope Hwy","Lansing Charter Township","Michigan","48917","Tuesday thru Thursday: 3PM - 10PM  Friday and Saturday: Noon - Midnight  Sunday: Noon - 7PM","42.712118","-84.619521","Y","N","N","Y","micro","Micro Brewery","US","2012","United States","USA","(517) 708-7350","","","",""
"TFDcoZ","Earth Bread + Brewery","Earth Bread + Brewery is an earth-friendly place that puts respect for the environment and the comfort of our guests above all else.  From the green-minded details of our build out, to our choice of vendors and the way we treat our colleagues, you will find Earth an enticing place to visit.  We support local agriculture, local breweries and small producers from around the world.","http://earthbreadbrewery.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/PxG0KA/upload_wLgKna-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/PxG0KA/upload_wLgKna-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/PxG0KA/upload_wLgKna-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7136 Germantown Avenue","Philadelphia","Pennsylvania","19119","","40.059116","-75.190441","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","215-242-6666","","","",""
"2Zp1Ge","Earth Eagle Brewings","Serving ""Empyreal Ales & Wonder Gruits"" at our tasting room in downtown Portsmouth. The qualities some Native Americans attribute to the ""Earth Eagle"" (common wild turkey) speak to our philosophy as brewers and business owners: ecological, charitable, resilient, and unconventional. ""Brewings"" is our nod to the first brewers who made small batches for their families crafted from local grains, herbs and yeasts. At Earth Eagle Brewings we embrace a Belgian-inspired, pre-Reformation spirit where hops are but one of the hundreds of ingredients to be used in the alchemy of brewing.   Cheers to you, intrepid imbibers, for sharing our adventures in beer.","http://eartheaglebrewery.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/5POYxe/upload_18rpvi-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/5POYxe/upload_18rpvi-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/5POYxe/upload_18rpvi-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","165 High St","Portsmouth","New Hampshire","03801","Mon – Fri: 4pm – 9pm  Sat: 3pm – 9pm        Sun: 1pm – 4pm","43.078845","-70.759637","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","(603) 767-8235","","","",""
"5YwQy0","East Coast Beer Company","Established in 2007, Point Pleasant, New Jersey based East Coast Beer Co. (ECBC) was founded by passionate individuals with a belief that the great American traditions of creativity, diversity, and accessibility apply equally to building a great beer company. Pouring onto the scene in Summer 2010, East Coast Beer Co. will release its first Classic American Pilsner (CAP) – Beach Haus, whic...See More","http://www.beachhausbeer.com/","2007","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","528 Arnold Ave","Point Pleasant Beach","New Jersey","08742","","40.091779","-74.049265","Y","N","N","Y","micro","Micro Brewery","US","2007","United States","USA","732-202-7782","","","",""
"hsfF7R","East End Brewing Company","If you don’t already know, let me say right up front that we are a microbrewery in the true sense of the word, and not a brewpub. We leave the serving to the experts at the fine establishments who pour our brews around town. So please, don’t take it personally if we don’t ask you to come on over for a beer. It’s not you, or that shirt you’re wearing that puts us off. It’s because there’s really no place inside our brewery for you to sit down, have a sandwich and enjoy a fresh pint of tasty brew – though, I personally have been known to do this very thing from time to time. When you have your own brewery, maybe you can do this too.      That said, for those that want to get a closer look, you can always come out during our ""Growler Hours"" . We can show you around the place a bit, and you can even take some beer home with you. Here's a map to help you find the place.","http://www.eastendbrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/BQ12RI/upload_LniYAA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/BQ12RI/upload_LniYAA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/BQ12RI/upload_LniYAA-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6923 Susquehanna St.","Pittsburgh","Pennsylvania","15208","","40.455344","-79.904275","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","412-537-2337","","","",""
"KCO3Gs","East Haddam Brewing Co","","http://www.easthaddambrewery.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","East Haddam","Connecticut","","","41.456846","-72.462847","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","860-873-1732","","","",""
"wW6rQJ","Eastern Shore Brewing Co","Eastern Shore Brewing opened it's doors September of 2008 by owners Adrian and Lori Moritz.  Both had an entrepanerial passion, but never thought of a microbrewery as their business.  ""The decision was made for us.  Make a business out of something you love to do and you will never work another day in your life"" the couple states.  A lot of hard work and a love for good beer motivates the business.   We decided to open Eastern Shore Brewing after talking with friends from St. Michael's Winery, and were told that the town was in need of a microbrewery.  After some discussion (less than you may think), we agreed and were on our way.  With some trials along the way in year one, year two proved to be the pinicle of change.  An increase in brewery size promoted an increase of staff.  Randall Marquis came on board as brewmaster in March of 2009 and has made his presence known.  An undergratudate of Franklin Marshall College, and a brewing certificate holder from UC Davis, Randy is a large portion of the success of Eastern Shore Brewing.  Three beers took home medals in the Maryland Govenor's cup competition (Bronze for Lighthause Golden Ale, Silver for the Duck Duck Goose Porter and a Silver for the St.ichael's Amber ALe) on October 9th.  And although happy with the medals, Eastern Shore Brewing's goals are to continue to grow the busines and improve their products.  Distribution ranges from Cambridge to Kent Island on the Eastern Shore of Maryland, and recently moved into Ellicott City, Maryland.  A new fermenter will be arriving shortly after the new year, which will increase capacity even further.  There is more to come....","http://www.easternshorebrewing.com/","2008","N","https://s3.amazonaws.com/brewerydbapi/brewery/njjqaj/upload_SXE1mq-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/njjqaj/upload_SXE1mq-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/njjqaj/upload_SXE1mq-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","605 S. Talbot St.","St Michaels","Maryland","21663","Monday - Friday 12 till 5 PM  Saturday 12 till 7 PM  Sunday 12 till 5 PM","38.781363","-76.2222026","Y","N","N","Y","micro","Micro Brewery","US","2008","United States","USA","410.745.8010","","","",""
"AmPTqM","Eastwood Brewing Company","Eastwood Brewing Company, formerly Double Barrel Brewing Company, is a family owned nano brewery located in the Eastwood neighborhood of Syracuse, New York. Using a one barrel brew system, owner Pete Kirkgasser is able to create a unique variety of specialized craft brews. Pete's beers are only available locally at the Eastwood Brewing Company location. Customers are able to visit our tasting room and purchase beer in growlers seven days a week.    With a $3 tasting fee, patrons will receive 8 samples of fresh, craft beer. Growler fill prices vary depending on style and growler size. 64 or 32 ounce growlers, pint glasses and other merchandise is available also.    Cheers, and thanks for the support!","","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/YecBmD/upload_JIbfSW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/YecBmD/upload_JIbfSW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/YecBmD/upload_JIbfSW-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-14 12:32:53","108 Walter Dr","Syracuse","New York","13206","Mon:  4:00pm - 7:00pm Tue:  4:00pm - 7:00pm Wed:  4:00pm - 7:00pm Thu:  4:00pm - 7:00pm Fri:  2:00pm - 7:00pm Sat:  12:00pm - 7:00pm Sun:  12:00pm - 4:00pm  ","43.0695943","-76.0985739","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"YppfZk","Echo Brewing Company","Echo Brewing Company is a small family run brewery nestled between the towns of Firestone and Frederick in the heart of Colorado’s Carbon Valley.  Founded by twin brothers who have a passion for brewing the best beer possible.  Homebrewers of eight plus years they keep their brewing concept at Echo similar to their homebrewing history: brew one fine beer followed by another while sharing them with the local community.","http://www.echobrewing.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/EotLdS/upload_XaeI4J-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/EotLdS/upload_XaeI4J-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/EotLdS/upload_XaeI4J-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-16 15:54:12","5969 Iris Pkwy","Frederick","Colorado","80504","Mon - Thu: 2:30 pm - 9:00 pm  Fri: 2:30 pm - 10:00 pm  Sat: 11:00 am - 10:00 pm  Sun: 11:00 am - 8:00 pm","40.111386","-104.945338","N","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","720-340-8201","","","",""
